analysis_name,yearly_aggregate,window_size,config_type,r_squared,p_value,aic,bic,is_normal,is_homoscedastic,no_autocorrelation,durbin_watson,cv_r2_score,cv_r2_std,vif_PPT,vif_segment,p_value_segment,breakpoint,vif_ortho_PPT_lag1,p_value_lag1,vif_ortho_PPT_lag5,p_value_lag5,vif_ortho_sin_cycle,vif_ortho_cos_cycle,p_value_sin,p_value_cos
Croplands_cluster_2_yearly_True_window_3_lags_none_sinusoidal_yes_piecewise,True,3,piecewise_lags_none_sinusoidal_yes,0.083,0.274,543.64,550.476,False,True,False,0.705,-1.262,0,1.238,1.376,0.233,815.3709421838385,,,,,1.1,1.037,0.725,0.326
Croplands_cluster_2_yearly_True_window_3_lags_1_sinusoidal_yes_piecewise,True,3,piecewise_lags_1_sinusoidal_yes,0.089,0.199,527.137,535.13,False,True,False,0.605,-0.773,0,1.556,1.779,0.219,784.5926776711561,1.166,0.704,,,1.046,1.011,0.63,0.609
Croplands_cluster_2_yearly_True_window_3_lags_5_sinusoidal_yes_piecewise,True,3,piecewise_lags_5_sinusoidal_yes,0.322,0.152,456.025,463.093,True,True,False,0.438,0.099,0,1.432,2.307,0.257,818.1590866282827,,,1.555,0.022,1.259,1.061,0.386,0.625
Croplands_cluster_2_yearly_False_window_4_lags_none_sinusoidal_no_piecewise,False,4,piecewise_lags_none_sinusoidal_no,0.051,0.088,1272.977,1279.679,True,True,False,0.715,0.024,0,1.482,1.482,0.065,775.6535197633332,,,,,,,,
Croplands_cluster_2_yearly_False_window_4_lags_1_sinusoidal_no_piecewise,False,4,piecewise_lags_1_sinusoidal_no,0.083,0.082,1251.871,1260.749,True,True,False,0.688,0.03,0,1.539,1.622,0.095,773.8507262452019,1.083,0.106,,,,,,
Croplands_cluster_2_yearly_False_window_4_lags_5_sinusoidal_no_piecewise,False,4,piecewise_lags_5_sinusoidal_no,0.042,0.211,1185.818,1194.453,True,True,False,0.684,0.009,0,1.798,2.337,0.113,773.6881703957072,,,1.539,0.915,,,,
Croplands_cluster_2_yearly_False_window_4_lags_none_sinusoidal_yes_piecewise,False,4,piecewise_lags_none_sinusoidal_yes,0.161,0.013,1268.479,1279.649,True,True,False,0.829,0.087,0,1.492,1.512,0.01,775.6535197633332,,,,,1.007,1.014,0.005,0.97
Croplands_cluster_2_yearly_False_window_4_lags_1_sinusoidal_yes_piecewise,False,4,piecewise_lags_1_sinusoidal_yes,0.188,0.012,1247.62,1260.937,True,True,False,0.8,0.013,0,1.551,1.658,0.013,773.8507262452019,1.085,0.09,,,1.012,1.011,0.007,0.672
Croplands_cluster_2_yearly_False_window_4_lags_5_sinusoidal_yes_piecewise,False,4,piecewise_lags_5_sinusoidal_yes,0.169,0.033,1180.743,1193.696,True,True,False,0.83,0.02,0,1.835,2.446,0.01,773.6881703957072,,,1.564,0.985,1.043,1.003,0.004,0.728
Croplands_cluster_2_yearly_True_window_4_lags_none_sinusoidal_no_piecewise,True,4,piecewise_lags_none_sinusoidal_no,0.118,0.276,535.314,539.416,True,True,False,0.408,-6.553,0,1.088,1.088,0.075,827.8388900288955,,,,,,,,
Croplands_cluster_2_yearly_True_window_4_lags_1_sinusoidal_no_piecewise,True,4,piecewise_lags_1_sinusoidal_no,0.143,0.276,518.352,523.681,True,True,False,0.467,-0.606,0,1.131,1.432,0.058,827.0943946419056,1.301,0.579,,,,,,
Croplands_cluster_2_yearly_True_window_4_lags_5_sinusoidal_no_piecewise,True,4,piecewise_lags_5_sinusoidal_no,0.238,0.272,453.232,457.944,True,True,False,0.637,-0.611,0,1.147,1.33,0.268,826.764655213707,,,1.184,0.086,,,,
Croplands_cluster_2_yearly_True_window_4_lags_none_sinusoidal_yes_piecewise,True,4,piecewise_lags_none_sinusoidal_yes,0.151,0.27,538.185,545.022,False,True,False,0.443,-2.466,0,1.093,1.151,0.059,827.8388900288955,,,,,1.006,1.052,0.937,0.34
Croplands_cluster_2_yearly_True_window_4_lags_1_sinusoidal_yes_piecewise,True,4,piecewise_lags_1_sinusoidal_yes,0.176,0.271,521.274,529.267,True,True,False,0.518,-0.4,0,1.145,1.578,0.045,827.0943946419056,1.331,0.505,,,1.002,1.1,0.887,0.367
Croplands_cluster_2_yearly_True_window_4_lags_5_sinusoidal_yes_piecewise,True,4,piecewise_lags_5_sinusoidal_yes,0.263,0.296,456.436,463.504,True,True,False,0.734,-0.629,0,1.16,1.457,0.222,826.764655213707,,,1.201,0.093,1.026,1.07,0.647,0.528
Croplands_cluster_2_yearly_False_window_5_lags_none_sinusoidal_no_piecewise,False,5,piecewise_lags_none_sinusoidal_no,0.049,0.076,1263.385,1270.088,True,True,False,0.556,-0.001,0,1.399,1.399,0.086,777.381655753293,,,,,,,,
Croplands_cluster_2_yearly_False_window_5_lags_1_sinusoidal_no_piecewise,False,5,piecewise_lags_1_sinusoidal_no,0.055,0.08,1247.454,1256.332,True,True,False,0.577,-0.016,0,1.419,1.477,0.111,777.5841111046869,1.057,0.414,,,,,,
Croplands_cluster_2_yearly_False_window_5_lags_5_sinusoidal_no_piecewise,False,5,piecewise_lags_5_sinusoidal_no,0.044,0.211,1180.258,1188.893,True,True,False,0.517,-0.071,0,1.647,2.181,0.132,777.464707217616,,,1.534,0.726,,,,
Croplands_cluster_2_yearly_False_window_5_lags_none_sinusoidal_yes_piecewise,False,5,piecewise_lags_none_sinusoidal_yes,0.2,0.002,1255.451,1266.621,True,False,False,0.706,0.138,0,1.408,1.429,0.002,777.381655753293,,,,,1.021,1.0,0.001,0.778
Croplands_cluster_2_yearly_False_window_5_lags_1_sinusoidal_yes_piecewise,False,5,piecewise_lags_1_sinusoidal_yes,0.195,0.003,1240.564,1253.881,True,False,False,0.717,0.123,0,1.433,1.527,0.004,777.5841111046869,1.059,0.382,,,1.034,1.0,0.002,0.765
Croplands_cluster_2_yearly_False_window_5_lags_5_sinusoidal_yes_piecewise,False,5,piecewise_lags_5_sinusoidal_yes,0.215,0.007,1171.593,1184.547,True,False,False,0.712,0.071,0,1.711,2.396,0.002,777.464707217616,,,1.587,0.831,1.092,1.006,0.001,0.698
Croplands_cluster_2_yearly_True_window_5_lags_none_sinusoidal_no_piecewise,True,5,piecewise_lags_none_sinusoidal_no,0.044,0.297,522.708,526.81,False,False,False,0.215,-0.288,0,1.54,1.54,0.308,780.7430650823973,,,,,,,,
Croplands_cluster_2_yearly_True_window_5_lags_1_sinusoidal_no_piecewise,True,5,piecewise_lags_1_sinusoidal_no,0.082,0.273,506.033,511.361,True,False,False,0.244,-0.245,0,1.564,1.589,0.241,780.9310990848148,1.025,0.607,,,,,,
Croplands_cluster_2_yearly_True_window_5_lags_5_sinusoidal_no_piecewise,True,5,piecewise_lags_5_sinusoidal_no,0.232,0.295,450.89,455.602,False,True,False,0.283,-0.386,0,2.184,2.864,0.964,780.751527707349,,,1.68,0.084,,,,
Croplands_cluster_2_yearly_True_window_5_lags_none_sinusoidal_yes_piecewise,True,5,piecewise_lags_none_sinusoidal_yes,0.091,0.219,525.244,532.08,False,True,False,0.231,-0.891,0,1.564,1.609,0.21,780.7430650823973,,,,,1.012,1.033,0.838,0.28
Croplands_cluster_2_yearly_True_window_5_lags_1_sinusoidal_yes_piecewise,True,5,piecewise_lags_1_sinusoidal_yes,0.124,0.224,508.705,516.698,True,True,False,0.251,-0.333,0,1.589,1.659,0.182,780.9310990848148,1.026,0.633,,,1.01,1.034,0.831,0.319
Croplands_cluster_2_yearly_True_window_5_lags_5_sinusoidal_yes_piecewise,True,5,piecewise_lags_5_sinusoidal_yes,0.252,0.472,454.268,461.336,False,True,False,0.283,-1.188,0,2.375,3.326,0.736,780.751527707349,,,1.789,0.137,1.103,1.058,0.657,0.575
Croplands_cluster_2_yearly_False_window_6_lags_none_sinusoidal_no_piecewise,False,6,piecewise_lags_none_sinusoidal_no,0.059,0.069,1251.348,1258.051,False,True,False,0.402,0.052,0,1.337,1.337,0.051,784.2237412838384,,,,,,,,
Croplands_cluster_2_yearly_False_window_6_lags_1_sinusoidal_no_piecewise,False,6,piecewise_lags_1_sinusoidal_no,0.063,0.076,1235.718,1244.596,False,True,False,0.385,-0.089,0,1.356,1.411,0.073,784.6984067720539,1.055,0.424,,,,,,
Croplands_cluster_2_yearly_False_window_6_lags_5_sinusoidal_no_piecewise,False,6,piecewise_lags_5_sinusoidal_no,0.05,0.142,1170.161,1178.796,False,False,False,0.361,-0.115,0,1.506,1.896,0.087,784.8507030437711,,,1.39,0.895,,,,
Croplands_cluster_2_yearly_False_window_6_lags_none_sinusoidal_yes_piecewise,False,6,piecewise_lags_none_sinusoidal_yes,0.194,0.004,1244.664,1255.835,True,False,False,0.529,0.155,0,1.345,1.369,0.002,784.2237412838384,,,,,1.019,1.005,0.002,0.328
