analysis_name,yearly_aggregate,window_size,config_type,r_squared,p_value,aic,bic,is_normal,is_homoscedastic,no_autocorrelation,durbin_watson,cv_r2_score,cv_r2_std,vif_PPT,vif_ortho_PPT_lag1,p_value_lag1,vif_ortho_PPT_lag2,p_value_lag2,vif_ortho_PPT_lag3,p_value_lag3,vif_ortho_PPT_lag4,p_value_lag4,vif_ortho_PPT_lag5,p_value_lag5,vif_ortho_sin_cycle,vif_ortho_cos_cycle,p_value_sin,p_value_cos
Croplands_yearly_False_window_5_lags_4_sinusoidal_yes_linear,False,5,linear_lags_4_sinusoidal_yes,0.236,0.0,3081.669,3097.407,True,False,False,0.701,0.181,0,1.0,,,,,,,1.0,0.485,,,1.0,1.0,0.86,0.27
Croplands_yearly_False_window_5_lags_5_sinusoidal_yes_linear,False,5,linear_lags_5_sinusoidal_yes,0.089,0.001,3212.362,3228.07,False,False,False,1.04,-0.014,0,1.0,,,,,,,,,1.0,0.638,1.0,1.0,0.445,0.135
Croplands_yearly_True_window_5_lags_none_sinusoidal_no_linear,True,5,linear_lags_none_sinusoidal_no,0.565,0.0,619.702,623.029,True,False,False,0.323,0.555,0,1.0,,,,,,,,,,,,,,
Croplands_yearly_True_window_5_lags_1_sinusoidal_no_linear,True,5,linear_lags_1_sinusoidal_no,0.653,0.0,599.365,604.278,True,False,False,0.573,0.604,0,1.0,1.0,0.033,,,,,,,,,,,,
Croplands_yearly_True_window_5_lags_2_sinusoidal_no_linear,True,5,linear_lags_2_sinusoidal_no,0.68,0.0,580.991,585.823,True,True,False,0.427,0.614,0,1.0,,,1.0,0.006,,,,,,,,,,
Croplands_yearly_True_window_5_lags_3_sinusoidal_no_linear,True,5,linear_lags_3_sinusoidal_no,0.662,0.0,569.923,574.674,True,False,False,0.406,0.563,0,1.0,,,,,1.0,0.042,,,,,,,,
Croplands_yearly_True_window_5_lags_4_sinusoidal_no_linear,True,5,linear_lags_4_sinusoidal_no,0.644,0.0,556.407,561.073,True,False,False,0.362,0.571,0,1.0,,,,,,,1.0,0.065,,,,,,
Croplands_yearly_True_window_5_lags_5_sinusoidal_no_linear,True,5,linear_lags_5_sinusoidal_no,0.648,0.0,539.48,544.059,True,False,False,0.399,0.636,0,1.0,,,,,,,,,1.0,0.032,,,,
Croplands_yearly_True_window_5_lags_none_sinusoidal_yes_linear,True,5,linear_lags_none_sinusoidal_yes,0.568,0.0,623.433,630.087,True,False,False,0.331,0.539,0,1.0,,,,,,,,,,,1.0,1.0,0.626,0.986
Croplands_yearly_True_window_5_lags_1_sinusoidal_yes_linear,True,5,linear_lags_1_sinusoidal_yes,0.654,0.0,603.333,611.521,True,False,False,0.578,0.531,0,1.0,1.0,0.038,,,,,,,,,1.0,1.0,0.908,0.907
Croplands_yearly_True_window_5_lags_2_sinusoidal_yes_linear,True,5,linear_lags_2_sinusoidal_yes,0.684,0.0,584.495,592.55,True,False,False,0.428,0.386,0,1.0,,,1.0,0.008,,,,,,,1.0,1.0,0.516,0.984
Croplands_yearly_True_window_5_lags_3_sinusoidal_yes_linear,True,5,linear_lags_3_sinusoidal_yes,0.667,0.0,573.47,581.388,True,False,False,0.412,0.536,0,1.0,,,,,1.0,0.047,,,,,1.0,1.0,0.542,0.909
Croplands_yearly_True_window_5_lags_4_sinusoidal_yes_linear,True,5,linear_lags_4_sinusoidal_yes,0.653,0.0,559.569,567.345,True,False,False,0.371,0.522,0,1.0,,,,,,,1.0,0.068,,,1.0,1.0,0.49,0.629
Croplands_yearly_True_window_5_lags_5_sinusoidal_yes_linear,True,5,linear_lags_5_sinusoidal_yes,0.66,0.0,542.299,549.93,True,False,False,0.41,0.614,0,1.0,,,,,,,,,1.0,0.033,1.0,1.0,0.785,0.339
Croplands_yearly_False_window_6_lags_none_sinusoidal_no_linear,False,6,linear_lags_none_sinusoidal_no,0.258,0.0,3097.369,3103.71,True,False,False,0.695,0.253,0,1.0,,,,,,,,,,,,,,
Croplands_yearly_False_window_6_lags_1_sinusoidal_no_linear,False,6,linear_lags_1_sinusoidal_no,0.258,0.0,3082.855,3092.349,True,False,False,0.693,0.248,0,1.0,1.0,0.832,,,,,,,,,,,,
Croplands_yearly_False_window_6_lags_2_sinusoidal_no_linear,False,6,linear_lags_2_sinusoidal_no,0.265,0.0,3068.385,3077.862,True,False,False,0.677,0.24,0,1.0,,,1.0,0.475,,,,,,,,,,
Croplands_yearly_False_window_6_lags_3_sinusoidal_no_linear,False,6,linear_lags_3_sinusoidal_no,0.115,0.0,3151.951,3161.411,False,False,False,0.821,0.094,0,1.0,,,,,1.0,0.633,,,,,,,,
Croplands_yearly_False_window_6_lags_4_sinusoidal_no_linear,False,6,linear_lags_4_sinusoidal_no,0.262,0.0,3033.049,3042.491,True,False,False,0.698,0.246,0,1.0,,,,,,,1.0,0.997,,,,,,
Croplands_yearly_False_window_6_lags_5_sinusoidal_no_linear,False,6,linear_lags_5_sinusoidal_no,0.116,0.0,3117.689,3127.114,False,False,False,0.809,0.066,0,1.0,,,,,,,,,1.0,0.894,,,,
Croplands_yearly_False_window_6_lags_none_sinusoidal_yes_linear,False,6,linear_lags_none_sinusoidal_yes,0.263,0.0,3100.22,3112.902,False,False,False,0.702,0.249,0,1.0,,,,,,,,,,,1.0,1.0,0.794,0.307
Croplands_yearly_False_window_6_lags_1_sinusoidal_yes_linear,False,6,linear_lags_1_sinusoidal_yes,0.264,0.0,3085.596,3101.42,True,False,False,0.699,0.245,0,1.0,1.0,0.82,,,,,,,,,1.0,1.0,0.797,0.285
Croplands_yearly_False_window_6_lags_2_sinusoidal_yes_linear,False,6,linear_lags_2_sinusoidal_yes,0.275,0.0,3070.128,3085.923,True,False,False,0.684,0.231,0,1.0,,,1.0,0.457,,,,,,,1.0,1.0,0.603,0.169
Croplands_yearly_False_window_6_lags_3_sinusoidal_yes_linear,False,6,linear_lags_3_sinusoidal_yes,0.125,0.0,3153.858,3169.624,False,False,False,0.846,0.08,0,1.0,,,,,1.0,0.569,,,,,1.0,1.0,0.742,0.164
Croplands_yearly_False_window_6_lags_4_sinusoidal_yes_linear,False,6,linear_lags_4_sinusoidal_yes,0.268,0.0,3035.638,3051.376,True,False,False,0.704,0.204,0,1.0,,,,,,,1.0,0.945,,,1.0,1.0,0.77,0.26
Croplands_yearly_False_window_6_lags_5_sinusoidal_yes_linear,False,6,linear_lags_5_sinusoidal_yes,0.128,0.0,3119.289,3134.997,False,False,False,0.835,0.028,0,1.0,,,,,,,,,1.0,0.993,1.0,1.0,0.662,0.142
Croplands_yearly_True_window_6_lags_none_sinusoidal_no_linear,True,6,linear_lags_none_sinusoidal_no,0.552,0.0,615.607,618.934,True,False,False,0.216,0.53,0,1.0,,,,,,,,,,,,,,
Croplands_yearly_True_window_6_lags_1_sinusoidal_no_linear,True,6,linear_lags_1_sinusoidal_no,0.663,0.0,592.837,597.75,True,False,False,0.448,0.548,0,1.0,1.0,0.011,,,,,,,,,,,,
Croplands_yearly_True_window_6_lags_2_sinusoidal_no_linear,True,6,linear_lags_2_sinusoidal_no,0.698,0.0,573.845,578.678,True,False,False,0.366,0.591,0,1.0,,,1.0,0.002,,,,,,,,,,
Croplands_yearly_True_window_6_lags_3_sinusoidal_no_linear,True,6,linear_lags_3_sinusoidal_no,0.675,0.0,564.196,568.946,True,False,False,0.295,0.524,0,1.0,,,,,1.0,0.019,,,,,,,,
Croplands_yearly_True_window_6_lags_4_sinusoidal_no_linear,True,6,linear_lags_4_sinusoidal_no,0.656,0.0,550.901,555.567,True,False,False,0.231,0.514,0,1.0,,,,,,,1.0,0.026,,,,,,
Croplands_yearly_True_window_6_lags_5_sinusoidal_no_linear,True,6,linear_lags_5_sinusoidal_no,0.67,0.0,532.848,537.428,False,False,False,0.32,0.627,0,1.0,,,,,,,,,1.0,0.008,,,,
Croplands_yearly_True_window_6_lags_none_sinusoidal_yes_linear,True,6,linear_lags_none_sinusoidal_yes,0.556,0.0,619.275,625.93,True,False,False,0.229,0.518,0,1.0,,,,,,,,,,,1.0,1.0,0.593,0.935
Croplands_yearly_True_window_6_lags_1_sinusoidal_yes_linear,True,6,linear_lags_1_sinusoidal_yes,0.663,0.0,596.833,605.021,True,False,False,0.449,0.472,0,1.0,1.0,0.013,,,,,,,,,1.0,1.0,0.969,0.967
Croplands_yearly_True_window_6_lags_2_sinusoidal_yes_linear,True,6,linear_lags_2_sinusoidal_yes,0.7,0.0,577.625,585.679,True,False,False,0.366,0.435,0,1.0,,,1.0,0.002,,,,,,,1.0,1.0,0.762,0.756
Croplands_yearly_True_window_6_lags_3_sinusoidal_yes_linear,True,6,linear_lags_3_sinusoidal_yes,0.676,0.0,568.044,575.962,True,False,False,0.301,0.461,0,1.0,,,,,1.0,0.022,,,,,1.0,1.0,0.727,0.937
Croplands_yearly_True_window_6_lags_4_sinusoidal_yes_linear,True,6,linear_lags_4_sinusoidal_yes,0.66,0.0,554.475,562.252,True,False,False,0.243,0.431,0,1.0,,,,,,,1.0,0.031,,,1.0,1.0,0.619,0.737
Croplands_yearly_True_window_6_lags_5_sinusoidal_yes_linear,True,6,linear_lags_5_sinusoidal_yes,0.677,0.0,536.154,543.785,False,False,False,0.331,0.597,0,1.0,,,,,,,,,1.0,0.01,1.0,1.0,0.964,0.446
Croplands_yearly_False_window_7_lags_none_sinusoidal_no_linear,False,7,linear_lags_none_sinusoidal_no,0.3,0.0,3057.945,3064.286,False,False,False,0.568,0.291,0,1.0,,,,,,,,,,,,,,
Croplands_yearly_False_window_7_lags_1_sinusoidal_no_linear,False,7,linear_lags_1_sinusoidal_no,0.301,0.0,3043.405,3052.899,False,False,False,0.567,0.249,0,1.0,1.0,0.881,,,,,,,,,,,,
Croplands_yearly_False_window_7_lags_2_sinusoidal_no_linear,False,7,linear_lags_2_sinusoidal_no,0.309,0.0,3026.8,3036.278,True,False,False,0.55,0.284,0,1.0,,,1.0,0.489,,,,,,,,,,
Croplands_yearly_False_window_7_lags_3_sinusoidal_no_linear,False,7,linear_lags_3_sinusoidal_no,0.065,0.001,3164.354,3173.814,False,False,False,0.994,0.018,0,1.0,,,,,1.0,0.51,,,,,,,,
Croplands_yearly_False_window_7_lags_4_sinusoidal_no_linear,False,7,linear_lags_4_sinusoidal_no,0.302,0.0,2993.473,3002.915,False,False,False,0.558,0.284,0,1.0,,,,,,,1.0,0.823,,,,,,
Croplands_yearly_False_window_7_lags_5_sinusoidal_no_linear,False,7,linear_lags_5_sinusoidal_no,0.064,0.003,3127.881,3137.305,False,False,False,0.959,0.036,0,1.0,,,,,,,,,1.0,0.917,,,,
Croplands_yearly_False_window_7_lags_none_sinusoidal_yes_linear,False,7,linear_lags_none_sinusoidal_yes,0.305,0.0,3060.693,3073.375,False,False,False,0.574,0.28,0,1.0,,,,,,,,,,,1.0,1.0,0.924,0.271
Croplands_yearly_False_window_7_lags_1_sinusoidal_yes_linear,False,7,linear_lags_1_sinusoidal_yes,0.307,0.0,3045.911,3061.735,True,False,False,0.573,0.248,0,1.0,1.0,0.865,,,,,,,,,1.0,1.0,0.919,0.23
Croplands_yearly_False_window_7_lags_2_sinusoidal_yes_linear,False,7,linear_lags_2_sinusoidal_yes,0.318,0.0,3028.641,3044.436,True,False,False,0.555,0.272,0,1.0,,,1.0,0.467,,,,,,,1.0,1.0,0.916,0.15
Croplands_yearly_False_window_7_lags_3_sinusoidal_yes_linear,False,7,linear_lags_3_sinusoidal_yes,0.083,0.0,3165.019,3180.785,False,False,False,1.021,0.017,0,1.0,,,,,1.0,0.441,,,,,1.0,1.0,0.4,0.108
Croplands_yearly_False_window_7_lags_4_sinusoidal_yes_linear,False,7,linear_lags_4_sinusoidal_yes,0.307,0.0,2996.093,3011.83,True,False,False,0.561,0.271,0,1.0,,,,,,,1.0,0.881,,,1.0,1.0,0.924,0.249
Croplands_yearly_False_window_7_lags_5_sinusoidal_yes_linear,False,7,linear_lags_5_sinusoidal_yes,0.08,0.001,3128.876,3144.585,False,False,False,0.988,-0.025,0,1.0,,,,,,,,,1.0,0.974,1.0,1.0,0.356,0.147
Croplands_yearly_True_window_7_lags_none_sinusoidal_no_linear,True,7,linear_lags_none_sinusoidal_no,0.567,0.0,611.793,615.12,True,False,False,0.237,0.546,0,1.0,,,,,,,,,,,,,,
Croplands_yearly_True_window_7_lags_1_sinusoidal_no_linear,True,7,linear_lags_1_sinusoidal_no,0.654,0.0,589.991,594.904,True,False,False,0.503,0.603,0,1.0,1.0,0.007,,,,,,,,,,,,
Croplands_yearly_True_window_7_lags_2_sinusoidal_no_linear,True,7,linear_lags_2_sinusoidal_no,0.728,0.0,567.451,572.284,True,False,False,0.453,0.646,0,1.0,,,1.0,0.0,,,,,,,,,,
Croplands_yearly_True_window_7_lags_3_sinusoidal_no_linear,True,7,linear_lags_3_sinusoidal_no,0.7,0.0,557.386,562.137,True,True,False,0.407,0.554,0,1.0,,,,,1.0,0.002,,,,,,,,
Croplands_yearly_True_window_7_lags_4_sinusoidal_no_linear,True,7,linear_lags_4_sinusoidal_no,0.691,0.0,543.285,547.951,True,False,False,0.349,0.57,0,1.0,,,,,,,1.0,0.002,,,,,,
Croplands_yearly_True_window_7_lags_5_sinusoidal_no_linear,True,7,linear_lags_5_sinusoidal_no,0.746,0.0,521.726,526.305,True,False,False,0.417,0.72,0,1.0,,,,,,,,,1.0,0.0,,,,
Croplands_yearly_True_window_7_lags_none_sinusoidal_yes_linear,True,7,linear_lags_none_sinusoidal_yes,0.572,0.0,615.395,622.049,True,False,False,0.252,0.53,0,1.0,,,,,,,,,,,1.0,1.0,0.57,0.861
Croplands_yearly_True_window_7_lags_1_sinusoidal_yes_linear,True,7,linear_lags_1_sinusoidal_yes,0.655,0.0,593.907,602.095,True,False,False,0.506,0.56,0,1.0,1.0,0.009,,,,,,,,,1.0,1.0,0.881,0.824
Croplands_yearly_True_window_7_lags_2_sinusoidal_yes_linear,True,7,linear_lags_2_sinusoidal_yes,0.729,0.0,571.313,579.368,True,False,False,0.448,0.556,0,1.0,,,1.0,0.0,,,,,,,1.0,1.0,0.965,0.734
Croplands_yearly_True_window_7_lags_3_sinusoidal_yes_linear,True,7,linear_lags_3_sinusoidal_yes,0.701,0.0,561.334,569.251,True,False,False,0.413,0.496,0,1.0,,,,,1.0,0.003,,,,,1.0,1.0,0.862,0.906
Croplands_yearly_True_window_7_lags_4_sinusoidal_yes_linear,True,7,linear_lags_4_sinusoidal_yes,0.693,0.0,547.028,554.804,True,False,False,0.363,0.535,0,1.0,,,,,,,1.0,0.002,,,1.0,1.0,0.643,0.968
Croplands_yearly_True_window_7_lags_5_sinusoidal_yes_linear,True,7,linear_lags_5_sinusoidal_yes,0.748,0.0,525.529,533.161,True,False,False,0.426,0.715,0,1.0,,,,,,,,,1.0,0.0,1.0,1.0,0.96,0.687
Croplands_yearly_False_window_8_lags_none_sinusoidal_no_linear,False,8,linear_lags_none_sinusoidal_no,0.318,0.0,3035.357,3041.698,False,False,False,0.581,0.307,0,1.0,,,,,,,,,,,,,,
Croplands_yearly_False_window_8_lags_1_sinusoidal_no_linear,False,8,linear_lags_1_sinusoidal_no,0.318,0.0,3020.972,3030.466,False,True,False,0.58,0.306,0,1.0,1.0,0.963,,,,,,,,,,,,
Croplands_yearly_False_window_8_lags_2_sinusoidal_no_linear,False,8,linear_lags_2_sinusoidal_no,0.326,0.0,3005.099,3014.576,False,True,False,0.569,0.314,0,1.0,,,1.0,0.679,,,,,,,,,,
Croplands_yearly_False_window_8_lags_3_sinusoidal_no_linear,False,8,linear_lags_3_sinusoidal_no,0.114,0.0,3103.409,3112.869,False,False,False,0.85,0.104,0,1.0,,,,,1.0,0.472,,,,,,,,
Croplands_yearly_False_window_8_lags_4_sinusoidal_no_linear,False,8,linear_lags_4_sinusoidal_no,0.32,0.0,2971.566,2981.008,False,True,False,0.586,0.298,0,1.0,,,,,,,1.0,0.604,,,,,,
Croplands_yearly_False_window_8_lags_5_sinusoidal_no_linear,False,8,linear_lags_5_sinusoidal_no,0.116,0.0,3069.093,3078.518,False,False,False,0.836,0.09,0,1.0,,,,,,,,,1.0,0.724,,,,
Croplands_yearly_False_window_8_lags_none_sinusoidal_yes_linear,False,8,linear_lags_none_sinusoidal_yes,0.324,0.0,3037.702,3050.384,False,False,False,0.585,0.289,0,1.0,,,,,,,,,,,1.0,1.0,0.863,0.208
Croplands_yearly_False_window_8_lags_1_sinusoidal_yes_linear,False,8,linear_lags_1_sinusoidal_yes,0.326,0.0,3023.039,3038.863,False,False,False,0.581,0.289,0,1.0,1.0,0.939,,,,,,,,,1.0,1.0,0.858,0.174
Croplands_yearly_False_window_8_lags_2_sinusoidal_yes_linear,False,8,linear_lags_2_sinusoidal_yes,0.335,0.0,3006.588,3022.383,False,False,False,0.569,0.294,0,1.0,,,1.0,0.644,,,,,,,1.0,1.0,0.903,0.121
Croplands_yearly_False_window_8_lags_3_sinusoidal_yes_linear,False,8,linear_lags_3_sinusoidal_yes,0.128,0.0,3104.717,3120.483,False,False,False,0.852,0.081,0,1.0,,,,,1.0,0.415,,,,,1.0,1.0,0.707,0.115
Croplands_yearly_False_window_8_lags_4_sinusoidal_yes_linear,False,8,linear_lags_4_sinusoidal_yes,0.327,0.0,2973.898,2989.635,False,False,False,0.587,0.285,0,1.0,,,,,,,1.0,0.665,,,1.0,1.0,0.874,0.207
Croplands_yearly_False_window_8_lags_5_sinusoidal_yes_linear,False,8,linear_lags_5_sinusoidal_yes,0.129,0.0,3070.51,3086.218,False,False,False,0.838,0.025,0,1.0,,,,,,,,,1.0,0.636,1.0,1.0,0.746,0.121
Croplands_yearly_True_window_8_lags_none_sinusoidal_no_linear,True,8,linear_lags_none_sinusoidal_no,0.597,0.0,603.494,606.821,True,False,False,0.18,0.577,0,1.0,,,,,,,,,,,,,,
Croplands_yearly_True_window_8_lags_1_sinusoidal_no_linear,True,8,linear_lags_1_sinusoidal_no,0.672,0.0,582.296,587.209,True,False,False,0.419,0.595,0,1.0,1.0,0.011,,,,,,,,,,,,
Croplands_yearly_True_window_8_lags_2_sinusoidal_no_linear,True,8,linear_lags_2_sinusoidal_no,0.752,0.0,558.713,563.546,True,False,False,0.387,0.616,0,1.0,,,1.0,0.0,,,,,,,,,,
Croplands_yearly_True_window_8_lags_3_sinusoidal_no_linear,True,8,linear_lags_3_sinusoidal_no,0.72,0.0,549.856,554.606,True,False,False,0.314,0.588,0,1.0,,,,,1.0,0.002,,,,,,,,
Croplands_yearly_True_window_8_lags_4_sinusoidal_no_linear,True,8,linear_lags_4_sinusoidal_no,0.704,0.0,536.716,541.382,True,False,False,0.276,0.571,0,1.0,,,,,,,1.0,0.003,,,,,,
Croplands_yearly_True_window_8_lags_5_sinusoidal_no_linear,True,8,linear_lags_5_sinusoidal_no,0.773,0.0,512.768,517.347,True,False,False,0.432,0.742,0,1.0,,,,,,,,,1.0,0.0,,,,
Croplands_yearly_True_window_8_lags_none_sinusoidal_yes_linear,True,8,linear_lags_none_sinusoidal_yes,0.606,0.0,606.666,613.32,True,False,False,0.191,0.569,0,1.0,,,,,,,,,,,1.0,1.0,0.466,0.652
Croplands_yearly_True_window_8_lags_1_sinusoidal_yes_linear,True,8,linear_lags_1_sinusoidal_yes,0.673,0.0,586.196,594.384,True,False,False,0.432,0.537,0,1.0,1.0,0.013,,,,,,,,,1.0,1.0,0.771,0.98
Croplands_yearly_True_window_8_lags_2_sinusoidal_yes_linear,True,8,linear_lags_2_sinusoidal_yes,0.755,0.0,562.243,570.297,True,False,False,0.4,0.531,0,1.0,,,1.0,0.0,,,,,,,1.0,1.0,0.527,0.993
Croplands_yearly_True_window_8_lags_3_sinusoidal_yes_linear,True,8,linear_lags_3_sinusoidal_yes,0.724,0.0,553.37,561.288,True,False,False,0.323,0.522,0,1.0,,,,,1.0,0.003,,,,,1.0,1.0,0.958,0.523
Croplands_yearly_True_window_8_lags_4_sinusoidal_yes_linear,True,8,linear_lags_4_sinusoidal_yes,0.709,0.0,540.101,547.877,True,False,False,0.281,0.515,0,1.0,,,,,,,1.0,0.004,,,1.0,1.0,0.684,0.552
Croplands_yearly_True_window_8_lags_5_sinusoidal_yes_linear,True,8,linear_lags_5_sinusoidal_yes,0.776,0.0,516.265,523.896,True,False,False,0.418,0.74,0,1.0,,,,,,,,,1.0,0.0,1.0,1.0,0.768,0.562
Croplands_yearly_False_window_9_lags_none_sinusoidal_no_linear,False,9,linear_lags_none_sinusoidal_no,0.344,0.0,3012.559,3018.9,False,True,False,0.49,0.339,0,1.0,,,,,,,,,,,,,,
Croplands_yearly_False_window_9_lags_1_sinusoidal_no_linear,False,9,linear_lags_1_sinusoidal_no,0.346,0.0,2997.955,3007.449,False,True,False,0.504,0.313,0,1.0,1.0,0.448,,,,,,,,,,,,
Croplands_yearly_False_window_9_lags_2_sinusoidal_no_linear,False,9,linear_lags_2_sinusoidal_no,0.349,0.0,2982.732,2992.209,True,True,False,0.491,0.325,0,1.0,,,1.0,0.78,,,,,,,,,,
Croplands_yearly_False_window_9_lags_3_sinusoidal_no_linear,False,9,linear_lags_3_sinusoidal_no,0.079,0.0,3119.883,3129.343,False,False,False,0.706,0.072,0,1.0,,,,,1.0,0.454,,,,,,,,
Croplands_yearly_False_window_9_lags_4_sinusoidal_no_linear,False,9,linear_lags_4_sinusoidal_no,0.35,0.0,2948.137,2957.58,False,True,False,0.496,0.329,0,1.0,,,,,,,1.0,0.35,,,,,,
Croplands_yearly_False_window_9_lags_5_sinusoidal_no_linear,False,9,linear_lags_5_sinusoidal_no,0.086,0.0,3084.533,3093.958,False,False,False,0.695,0.071,0,1.0,,,,,,,,,1.0,0.348,,,,
Croplands_yearly_False_window_9_lags_none_sinusoidal_yes_linear,False,9,linear_lags_none_sinusoidal_yes,0.351,0.0,3014.738,3027.42,False,False,False,0.498,0.322,0,1.0,,,,,,,,,,,1.0,1.0,0.877,0.185
Croplands_yearly_False_window_9_lags_1_sinusoidal_yes_linear,False,9,linear_lags_1_sinusoidal_yes,0.351,0.0,3000.433,3016.257,False,False,False,0.507,0.278,0,1.0,1.0,0.461,,,,,,,,,1.0,1.0,0.917,0.226
Croplands_yearly_False_window_9_lags_2_sinusoidal_yes_linear,False,9,linear_lags_2_sinusoidal_yes,0.357,0.0,2984.559,3000.355,True,False,False,0.492,0.313,0,1.0,,,1.0,0.807,,,,,,,1.0,1.0,0.907,0.149
Croplands_yearly_False_window_9_lags_3_sinusoidal_yes_linear,False,9,linear_lags_3_sinusoidal_yes,0.087,0.0,3122.208,3137.975,False,False,False,0.722,0.052,0,1.0,,,,,1.0,0.418,,,,,1.0,1.0,0.845,0.207
Croplands_yearly_False_window_9_lags_4_sinusoidal_yes_linear,False,9,linear_lags_4_sinusoidal_yes,0.356,0.0,2950.584,2966.321,False,False,False,0.496,0.328,0,1.0,,,,,,,1.0,0.39,,,1.0,1.0,0.905,0.222
Croplands_yearly_False_window_9_lags_5_sinusoidal_yes_linear,False,9,linear_lags_5_sinusoidal_yes,0.099,0.0,3086.025,3101.733,False,False,False,0.711,0.044,0,1.0,,,,,,,,,1.0,0.297,1.0,1.0,0.892,0.12
Croplands_yearly_True_window_9_lags_none_sinusoidal_no_linear,True,9,linear_lags_none_sinusoidal_no,0.619,0.0,598.743,602.07,True,False,False,0.172,0.601,0,1.0,,,,,,,,,,,,,,
Croplands_yearly_True_window_9_lags_1_sinusoidal_no_linear,True,9,linear_lags_1_sinusoidal_no,0.739,0.0,570.828,575.741,True,True,False,0.55,0.71,0,1.0,1.0,0.0,,,,,,,,,,,,
Croplands_yearly_True_window_9_lags_2_sinusoidal_no_linear,True,9,linear_lags_2_sinusoidal_no,0.79,0.0,549.209,554.042,True,True,False,0.536,0.737,0,1.0,,,1.0,0.0,,,,,,,,,,
Croplands_yearly_True_window_9_lags_3_sinusoidal_no_linear,True,9,linear_lags_3_sinusoidal_no,0.767,0.0,539.374,544.124,True,True,False,0.481,0.692,0,1.0,,,,,1.0,0.0,,,,,,,,
Croplands_yearly_True_window_9_lags_4_sinusoidal_no_linear,True,9,linear_lags_4_sinusoidal_no,0.774,0.0,524.292,528.958,True,True,False,0.39,0.701,0,1.0,,,,,,,1.0,0.0,,,,,,
Croplands_yearly_True_window_9_lags_5_sinusoidal_no_linear,True,9,linear_lags_5_sinusoidal_no,0.85,0.0,495.983,500.563,True,True,False,0.656,0.834,0,1.0,,,,,,,,,1.0,0.0,,,,
Croplands_yearly_True_window_9_lags_none_sinusoidal_yes_linear,True,9,linear_lags_none_sinusoidal_yes,0.626,0.0,602.044,608.699,True,False,False,0.179,0.595,0,1.0,,,,,,,,,,,1.0,1.0,0.527,0.639
Croplands_yearly_True_window_9_lags_1_sinusoidal_yes_linear,True,9,linear_lags_1_sinusoidal_yes,0.742,0.0,574.381,582.569,True,True,False,0.583,0.656,0,1.0,1.0,0.0,,,,,,,,,1.0,1.0,0.622,0.708
Croplands_yearly_True_window_9_lags_2_sinusoidal_yes_linear,True,9,linear_lags_2_sinusoidal_yes,0.797,0.0,552.04,560.094,False,True,False,0.57,0.649,0,1.0,,,1.0,0.0,,,,,,,1.0,1.0,0.345,0.744
Croplands_yearly_True_window_9_lags_3_sinusoidal_yes_linear,True,9,linear_lags_3_sinusoidal_yes,0.773,0.0,542.479,550.397,True,True,False,0.495,0.637,0,1.0,,,,,1.0,0.0,,,,,1.0,1.0,0.515,0.561
Croplands_yearly_True_window_9_lags_4_sinusoidal_yes_linear,True,9,linear_lags_4_sinusoidal_yes,0.781,0.0,527.259,535.036,True,False,False,0.381,0.648,0,1.0,,,,,,,1.0,0.0,,,1.0,1.0,0.754,0.378
Croplands_yearly_True_window_9_lags_5_sinusoidal_yes_linear,True,9,linear_lags_5_sinusoidal_yes,0.863,0.0,496.891,504.522,True,False,False,0.658,0.853,0,1.0,,,,,,,,,1.0,0.0,1.0,1.0,0.512,0.138
Croplands_yearly_False_window_10_lags_none_sinusoidal_no_linear,False,10,linear_lags_none_sinusoidal_no,0.357,0.0,2994.993,3001.334,False,True,False,0.477,0.354,0,1.0,,,,,,,,,,,,,,
Croplands_yearly_False_window_10_lags_1_sinusoidal_no_linear,False,10,linear_lags_1_sinusoidal_no,0.364,0.0,2979.004,2988.498,False,True,False,0.513,0.343,0,1.0,1.0,0.153,,,,,,,,,,,,
Croplands_yearly_False_window_10_lags_2_sinusoidal_no_linear,False,10,linear_lags_2_sinusoidal_no,0.368,0.0,2964.031,2973.508,True,True,False,0.495,0.31,0,1.0,,,1.0,0.207,,,,,,,,,,
Croplands_yearly_False_window_10_lags_3_sinusoidal_no_linear,False,10,linear_lags_3_sinusoidal_no,0.112,0.0,3072.478,3081.938,False,False,False,0.677,0.082,0,1.0,,,,,1.0,0.779,,,,,,,,
Croplands_yearly_False_window_10_lags_4_sinusoidal_no_linear,False,10,linear_lags_4_sinusoidal_no,0.366,0.0,2930.561,2940.004,False,True,False,0.485,0.343,0,1.0,,,,,,,1.0,0.242,,,,,,
Croplands_yearly_False_window_10_lags_5_sinusoidal_no_linear,False,10,linear_lags_5_sinusoidal_no,0.12,0.0,3037.551,3046.976,False,False,False,0.665,0.096,0,1.0,,,,,,,,,1.0,0.483,,,,
Croplands_yearly_False_window_10_lags_none_sinusoidal_yes_linear,False,10,linear_lags_none_sinusoidal_yes,0.364,0.0,2997.136,3009.818,False,False,False,0.485,0.345,0,1.0,,,,,,,,,,,1.0,1.0,0.887,0.181
Croplands_yearly_False_window_10_lags_1_sinusoidal_yes_linear,False,10,linear_lags_1_sinusoidal_yes,0.369,0.0,2981.677,2997.501,False,False,False,0.514,0.316,0,1.0,1.0,0.161,,,,,,,,,1.0,1.0,0.923,0.258
