analysis_name,yearly_aggregate,window_size,config_type,r_squared,p_value,aic,bic,is_normal,is_homoscedastic,no_autocorrelation,durbin_watson,cv_r2_score,cv_r2_std,vif_PPT,vif_ortho_PPT_lag1,p_value_lag1,vif_ortho_PPT_lag2,p_value_lag2,vif_ortho_PPT_lag3,p_value_lag3,vif_ortho_PPT_lag4,p_value_lag4,vif_ortho_PPT_lag5,p_value_lag5,vif_ortho_sin_cycle,vif_ortho_cos_cycle,p_value_sin,p_value_cos
Croplands_yearly_False_window_10_lags_2_sinusoidal_yes_linear,False,10,linear_lags_2_sinusoidal_yes,0.373,0.0,2966.517,2982.312,True,False,False,0.496,0.302,0,1.0,,,1.0,0.221,,,,,,,1.0,1.0,0.89,0.23
Croplands_yearly_False_window_10_lags_3_sinusoidal_yes_linear,False,10,linear_lags_3_sinusoidal_yes,0.119,0.0,3075.14,3090.906,False,False,False,0.685,0.078,0,1.0,,,,,1.0,0.744,,,,,1.0,1.0,0.85,0.263
Croplands_yearly_False_window_10_lags_4_sinusoidal_yes_linear,False,10,linear_lags_4_sinusoidal_yes,0.371,0.0,2933.113,2948.85,False,False,False,0.487,0.339,0,1.0,,,,,,,1.0,0.275,,,1.0,1.0,0.863,0.24
Croplands_yearly_False_window_10_lags_5_sinusoidal_yes_linear,False,10,linear_lags_5_sinusoidal_yes,0.132,0.0,3039.339,3055.047,False,False,False,0.675,0.079,0,1.0,,,,,,,,,1.0,0.429,1.0,1.0,0.8,0.15
Croplands_yearly_True_window_10_lags_none_sinusoidal_no_linear,True,10,linear_lags_none_sinusoidal_no,0.636,0.0,592.9,596.227,True,False,False,0.164,0.619,0,1.0,,,,,,,,,,,,,,
Croplands_yearly_True_window_10_lags_1_sinusoidal_no_linear,True,10,linear_lags_1_sinusoidal_no,0.736,0.0,567.126,572.038,True,True,False,0.648,0.703,0,1.0,1.0,0.0,,,,,,,,,,,,
Croplands_yearly_True_window_10_lags_2_sinusoidal_no_linear,True,10,linear_lags_2_sinusoidal_no,0.813,0.0,541.018,545.85,True,True,False,0.531,0.788,0,1.0,,,1.0,0.0,,,,,,,,,,
Croplands_yearly_True_window_10_lags_3_sinusoidal_no_linear,True,10,linear_lags_3_sinusoidal_no,0.786,0.0,532.707,537.458,True,True,False,0.414,0.706,0,1.0,,,,,1.0,0.0,,,,,,,,
Croplands_yearly_True_window_10_lags_4_sinusoidal_no_linear,True,10,linear_lags_4_sinusoidal_no,0.777,0.0,520.304,524.97,True,True,False,0.369,0.639,0,1.0,,,,,,,1.0,0.0,,,,,,
Croplands_yearly_True_window_10_lags_5_sinusoidal_no_linear,True,10,linear_lags_5_sinusoidal_no,0.866,0.0,488.405,492.984,True,True,False,0.628,0.835,0,1.0,,,,,,,,,1.0,0.0,,,,
Croplands_yearly_True_window_10_lags_none_sinusoidal_yes_linear,True,10,linear_lags_none_sinusoidal_yes,0.645,0.0,595.877,602.531,True,False,False,0.176,0.614,0,1.0,,,,,,,,,,,1.0,1.0,0.391,0.681
Croplands_yearly_True_window_10_lags_1_sinusoidal_yes_linear,True,10,linear_lags_1_sinusoidal_yes,0.739,0.0,570.751,578.939,True,True,False,0.701,0.667,0,1.0,1.0,0.0,,,,,,,,,1.0,1.0,0.578,0.921
Croplands_yearly_True_window_10_lags_2_sinusoidal_yes_linear,True,10,linear_lags_2_sinusoidal_yes,0.825,0.0,542.645,550.699,True,True,False,0.615,0.706,0,1.0,,,1.0,0.0,,,,,,,1.0,1.0,0.165,0.75
Croplands_yearly_True_window_10_lags_3_sinusoidal_yes_linear,True,10,linear_lags_3_sinusoidal_yes,0.798,0.0,534.595,542.513,True,True,False,0.441,0.651,0,1.0,,,,,1.0,0.0,,,,,1.0,1.0,0.517,0.24
Croplands_yearly_True_window_10_lags_4_sinusoidal_yes_linear,True,10,linear_lags_4_sinusoidal_yes,0.792,0.0,521.926,529.702,True,True,False,0.371,0.536,0,1.0,,,,,,,1.0,0.0,,,1.0,1.0,0.885,0.159
Croplands_yearly_True_window_10_lags_5_sinusoidal_yes_linear,True,10,linear_lags_5_sinusoidal_yes,0.889,0.0,485.833,493.465,True,True,False,0.631,0.862,0,1.0,,,,,,,,,1.0,0.0,1.0,1.0,0.549,0.022
