analysis_name,yearly_aggregate,window_size,config_type,r_squared,p_value,aic,bic,is_normal,is_homoscedastic,no_autocorrelation,durbin_watson,cv_r2_score,cv_r2_std,vif_PPT,vif_ortho_PPT_lag0,p_value_lag0,vif_ortho_PPT_lag1,p_value_lag1,vif_ortho_sin_cycle,vif_ortho_cos_cycle,p_value_sin,p_value_cos
Maize_yearly_True_window_7_lags_none_sinusoidal_no_linear,True,7,linear_lags_none_sinusoidal_no,0.676,0.0,618.366,621.588,True,False,False,0.449,0.655,0,1.0,,,,,,,,
Maize_yearly_True_window_7_lags_0_sinusoidal_no_linear,True,7,linear_lags_0_sinusoidal_no,0.725,0.0,614.26,619.093,True,True,False,0.635,0.192,0,1.0,1.0,0.019,,,,,,
Maize_yearly_True_window_7_lags_1_sinusoidal_no_linear,True,7,linear_lags_1_sinusoidal_no,0.766,0.0,590.091,594.841,True,False,False,0.611,0.733,0,1.0,,,1.0,0.742,,,,
Maize_yearly_True_window_7_lags_none_sinusoidal_yes_linear,True,7,linear_lags_none_sinusoidal_yes,0.689,0.0,620.837,627.281,True,False,False,0.475,0.597,0,1.0,,,,,1.0,1.0,0.247,0.957
Maize_yearly_True_window_7_lags_0_sinusoidal_yes_linear,True,7,linear_lags_0_sinusoidal_yes,0.747,0.0,615.209,623.264,True,True,False,0.638,0.569,0,1.0,1.0,0.01,,,1.0,1.0,0.22,0.939
Maize_yearly_True_window_7_lags_1_sinusoidal_yes_linear,True,7,linear_lags_1_sinusoidal_yes,0.779,0.0,592.111,600.028,True,False,False,0.63,0.624,0,1.0,,,1.0,0.696,1.0,1.0,0.381,0.33
Maize_yearly_False_window_8_lags_none_sinusoidal_no_linear,False,8,linear_lags_none_sinusoidal_no,0.678,0.0,1163.153,1167.621,True,True,False,0.614,0.657,0,1.0,,,,,,,,
Maize_yearly_False_window_8_lags_0_sinusoidal_no_linear,False,8,linear_lags_0_sinusoidal_no,0.679,0.0,1164.916,1171.618,True,True,False,0.627,0.652,0,1.0,1.0,0.635,,,,,,
Maize_yearly_False_window_8_lags_1_sinusoidal_no_linear,False,8,linear_lags_1_sinusoidal_no,0.713,0.0,1137.19,1143.849,False,True,False,0.684,0.663,0,1.0,,,1.0,0.529,,,,
Maize_yearly_False_window_8_lags_none_sinusoidal_yes_linear,False,8,linear_lags_none_sinusoidal_yes,0.705,0.0,1161.173,1170.109,True,False,False,0.684,0.654,0,1.0,,,,,1.0,1.0,0.034,0.275
Maize_yearly_False_window_8_lags_0_sinusoidal_yes_linear,False,8,linear_lags_0_sinusoidal_yes,0.733,0.0,1156.16,1167.331,True,True,False,0.77,0.492,0,1.0,1.0,0.028,,,1.0,1.0,0.021,0.105
Maize_yearly_False_window_8_lags_1_sinusoidal_yes_linear,False,8,linear_lags_1_sinusoidal_yes,0.741,0.0,1134.161,1145.259,True,True,False,0.76,0.68,0,1.0,,,1.0,0.438,1.0,1.0,0.057,0.081
Maize_yearly_True_window_8_lags_none_sinusoidal_no_linear,True,8,linear_lags_none_sinusoidal_no,0.685,0.0,616.609,619.831,True,False,False,0.526,0.649,0,1.0,,,,,,,,
Maize_yearly_True_window_8_lags_0_sinusoidal_no_linear,True,8,linear_lags_0_sinusoidal_no,0.685,0.0,618.608,623.441,True,False,False,0.526,0.642,0,1.0,1.0,0.976,,,,,,
Maize_yearly_True_window_8_lags_1_sinusoidal_no_linear,True,8,linear_lags_1_sinusoidal_no,0.798,0.0,583.672,588.422,True,False,False,0.526,0.754,0,1.0,,,1.0,0.18,,,,
Maize_yearly_True_window_8_lags_none_sinusoidal_yes_linear,True,8,linear_lags_none_sinusoidal_yes,0.691,0.0,619.839,626.282,True,False,False,0.544,0.543,0,1.0,,,,,1.0,1.0,0.412,0.944
