analysis_name,yearly_aggregate,window_size,config_type,r_squared,p_value,aic,bic,is_normal,is_homoscedastic,no_autocorrelation,durbin_watson,cv_r2_score,cv_r2_std,vif_PPT
JER_yearly_False_window_1_lags_none_sinusoidal_no_linear,False,1,linear_lags_none_sinusoidal_no,0.196,0.13,196.242,197.372,True,True,False,1.425,-0.019,0,1.0
JER_yearly_True_window_1_lags_none_sinusoidal_no_linear,True,1,linear_lags_none_sinusoidal_no,0.196,0.13,196.242,197.372,True,True,False,1.425,-0.019,0,1.0
JER_yearly_False_window_2_lags_none_sinusoidal_no_linear,False,2,linear_lags_none_sinusoidal_no,0.056,0.436,188.989,190.119,True,True,False,0.881,0.036,0,1.0
JER_yearly_True_window_2_lags_none_sinusoidal_no_linear,True,2,linear_lags_none_sinusoidal_no,0.056,0.436,188.989,190.119,True,True,False,0.881,0.036,0,1.0
JER_yearly_False_window_3_lags_none_sinusoidal_no_linear,False,3,linear_lags_none_sinusoidal_no,0.079,0.353,184.733,185.863,True,True,False,0.629,-0.185,0,1.0
JER_yearly_True_window_3_lags_none_sinusoidal_no_linear,True,3,linear_lags_none_sinusoidal_no,0.079,0.353,184.733,185.863,True,True,False,0.629,-0.185,0,1.0
