analysis_name,yearly_aggregate,window_size,config_type,r_squared,p_value,aic,bic,is_normal,is_homoscedastic,no_autocorrelation,durbin_watson,cv_r2_score,cv_r2_std,vif_PPT,vif_quadratic,p_value_quadratic,vif_ortho_PPT_lag1,p_value_lag1,vif_ortho_PPT_lag2,p_value_lag2,vif_ortho_PPT_lag3,p_value_lag3,vif_ortho_PPT_lag4,p_value_lag4,vif_ortho_PPT_lag5,p_value_lag5,vif_ortho_sin_cycle,vif_ortho_cos_cycle,p_value_sin,p_value_cos
CPER_yearly_False_window_6_lags_3_sinusoidal_no_quadratic,False,6,quadratic_lags_3_sinusoidal_no,0.61,0.001,409.961,416.066,False,True,False,0.555,0.53,0,1.605,1.708,0.115,,,,,1.102,0.021,,,,,,,,
CPER_yearly_False_window_6_lags_4_sinusoidal_no_quadratic,False,6,quadratic_lags_4_sinusoidal_no,0.619,0.016,397.605,403.591,True,True,False,0.634,0.5,0,1.602,1.687,0.227,,,,,,,1.085,0.01,,,,,,
CPER_yearly_False_window_6_lags_5_sinusoidal_no_quadratic,False,6,quadratic_lags_5_sinusoidal_no,0.675,0.251,381.363,387.226,True,True,False,0.532,0.576,0,1.659,1.772,0.383,,,,,,,,,1.114,0.001,,,,
CPER_yearly_False_window_6_lags_none_sinusoidal_yes_quadratic,False,6,quadratic_lags_none_sinusoidal_yes,0.727,0.0,434.203,442.257,True,True,False,0.577,0.586,0,1.726,1.851,0.051,,,,,,,,,,,1.11,1.015,0.829,0.0
CPER_yearly_False_window_6_lags_1_sinusoidal_yes_quadratic,False,6,quadratic_lags_1_sinusoidal_yes,0.777,0.0,414.609,424.11,True,True,False,0.766,0.38,0,1.638,1.918,0.114,1.076,0.517,,,,,,,,,1.155,1.049,0.678,0.0
CPER_yearly_False_window_6_lags_2_sinusoidal_yes_quadratic,False,6,quadratic_lags_2_sinusoidal_yes,0.802,0.0,400.231,409.564,True,True,False,0.766,0.601,0,1.66,1.908,0.33,,,1.058,0.045,,,,,,,1.136,1.055,0.529,0.0
CPER_yearly_False_window_6_lags_3_sinusoidal_yes_quadratic,False,6,quadratic_lags_3_sinusoidal_yes,0.833,0.001,385.054,394.212,True,True,False,0.751,0.753,0,1.729,2.056,0.471,,,,,1.123,0.003,,,,,1.097,1.107,0.371,0.0
CPER_yearly_False_window_6_lags_4_sinusoidal_yes_quadratic,False,6,quadratic_lags_4_sinusoidal_yes,0.834,0.004,374.163,383.142,True,True,False,0.777,0.808,0,1.698,1.958,0.506,,,,,,,1.099,0.002,,,1.082,1.078,0.502,0.0
CPER_yearly_False_window_6_lags_5_sinusoidal_yes_quadratic,False,6,quadratic_lags_5_sinusoidal_yes,0.839,0.083,362.847,371.642,True,True,False,0.8,0.787,0,1.751,2.019,0.748,,,,,,,,,1.129,0.001,1.045,1.094,0.941,0.0
CPER_yearly_True_window_6_lags_none_sinusoidal_no_quadratic,True,6,quadratic_lags_none_sinusoidal_no,0.565,0.0,447.398,452.231,True,True,False,0.474,0.499,0,1.645,1.645,0.045,,,,,,,,,,,,,,
CPER_yearly_True_window_6_lags_1_sinusoidal_no_quadratic,True,6,quadratic_lags_1_sinusoidal_no,0.528,0.0,437.599,443.933,True,True,False,0.534,0.309,0,1.53,1.593,0.044,1.063,0.593,,,,,,,,,,,,
CPER_yearly_True_window_6_lags_2_sinusoidal_no_quadratic,True,6,quadratic_lags_2_sinusoidal_no,0.555,0.0,424.545,430.767,True,True,False,0.497,0.44,0,1.554,1.603,0.106,,,1.049,0.172,,,,,,,,,,
CPER_yearly_True_window_6_lags_3_sinusoidal_no_quadratic,True,6,quadratic_lags_3_sinusoidal_no,0.61,0.001,409.961,416.066,False,True,False,0.555,0.53,0,1.605,1.708,0.115,,,,,1.102,0.021,,,,,,,,
CPER_yearly_True_window_6_lags_4_sinusoidal_no_quadratic,True,6,quadratic_lags_4_sinusoidal_no,0.619,0.016,397.605,403.591,True,True,False,0.634,0.5,0,1.602,1.687,0.227,,,,,,,1.085,0.01,,,,,,
CPER_yearly_True_window_6_lags_5_sinusoidal_no_quadratic,True,6,quadratic_lags_5_sinusoidal_no,0.675,0.251,381.363,387.226,True,True,False,0.532,0.576,0,1.659,1.772,0.383,,,,,,,,,1.114,0.001,,,,
