analysis_name,yearly_aggregate,window_size,config_type,r_squared,p_value,aic,bic,is_normal,is_homoscedastic,no_autocorrelation,durbin_watson,cv_r2_score,cv_r2_std,vif_PPT,vif_ortho_PPT_lag1,p_value_lag1,vif_ortho_PPT_lag2,p_value_lag2,vif_ortho_PPT_lag3,p_value_lag3,vif_ortho_PPT_lag4,p_value_lag4,vif_ortho_PPT_lag7,p_value_lag7,vif_ortho_sin_cycle,vif_ortho_cos_cycle,p_value_sin,p_value_cos
Croplands_cluster_0_yearly_False_window_8_lags_7_sinusoidal_no_linear,False,8,linear_lags_7_sinusoidal_no,0.145,0.045,726.298,731.783,False,True,False,1.293,-0.108,0,1.0,,,,,,,,,1.0,0.01,,,,
Croplands_cluster_0_yearly_False_window_8_lags_none_sinusoidal_yes_linear,False,8,linear_lags_none_sinusoidal_yes,0.102,0.803,872.247,880.128,False,True,False,1.102,-0.033,0,1.0,,,,,,,,,,,1.0,1.0,0.54,0.035
Croplands_cluster_0_yearly_False_window_8_lags_1_sinusoidal_yes_linear,False,8,linear_lags_1_sinusoidal_yes,0.174,0.683,826.078,835.834,True,True,False,1.38,-0.076,0,1.0,1.0,0.078,,,,,,,,,1.0,1.0,0.796,0.022
Croplands_cluster_0_yearly_False_window_8_lags_2_sinusoidal_yes_linear,False,8,linear_lags_2_sinusoidal_yes,0.083,0.693,809.091,818.75,True,False,False,1.076,-0.017,0,1.0,,,1.0,0.154,,,,,,,1.0,1.0,0.589,0.25
Croplands_cluster_0_yearly_False_window_8_lags_3_sinusoidal_yes_linear,False,8,linear_lags_3_sinusoidal_yes,0.07,0.882,792.337,801.897,False,True,False,1.146,-0.26,0,1.0,,,,,1.0,0.797,,,,,1.0,1.0,0.794,0.081
Croplands_cluster_0_yearly_False_window_8_lags_4_sinusoidal_yes_linear,False,8,linear_lags_4_sinusoidal_yes,0.064,0.894,776.151,785.61,True,True,False,1.1,-0.082,0,1.0,,,,,,,1.0,0.836,,,1.0,1.0,0.872,0.1
Croplands_cluster_0_yearly_False_window_8_lags_7_sinusoidal_yes_linear,False,8,linear_lags_7_sinusoidal_yes,0.178,0.051,728.444,737.587,False,True,False,1.37,-0.193,0,1.0,,,,,,,,,1.0,0.011,1.0,1.0,0.747,0.216
Croplands_cluster_0_yearly_True_window_8_lags_none_sinusoidal_no_linear,True,8,linear_lags_none_sinusoidal_no,0.328,0.001,436.099,438.763,False,True,False,0.307,0.29,0,1.0,,,,,,,,,,,,,,
Croplands_cluster_0_yearly_True_window_8_lags_1_sinusoidal_no_linear,True,8,linear_lags_1_sinusoidal_no,0.274,0.009,420.895,424.782,False,True,False,0.409,0.105,0,1.0,1.0,0.084,,,,,,,,,,,,
Croplands_cluster_0_yearly_True_window_8_lags_2_sinusoidal_no_linear,True,8,linear_lags_2_sinusoidal_no,0.353,0.064,401.704,405.478,True,True,False,0.406,-0.023,0,1.0,,,1.0,0.004,,,,,,,,,,
Croplands_cluster_0_yearly_True_window_8_lags_3_sinusoidal_no_linear,True,8,linear_lags_3_sinusoidal_no,0.134,0.111,385.595,389.252,True,True,False,0.376,-0.358,0,1.0,,,,,1.0,0.289,,,,,,,,
Croplands_cluster_0_yearly_True_window_8_lags_4_sinusoidal_no_linear,True,8,linear_lags_4_sinusoidal_no,0.093,0.237,373.148,376.682,True,True,False,0.637,-0.655,0,1.0,,,,,,,1.0,0.264,,,,,,
Croplands_cluster_0_yearly_True_window_8_lags_7_sinusoidal_no_linear,True,8,linear_lags_7_sinusoidal_no,0.105,0.179,326.35,329.484,True,True,False,0.373,-2.523,0,1.0,,,,,,,,,1.0,0.595,,,,
Croplands_cluster_0_yearly_True_window_8_lags_none_sinusoidal_yes_linear,True,8,linear_lags_none_sinusoidal_yes,0.329,0.003,440.045,445.374,False,True,False,0.296,-0.231,0,1.0,,,,,,,,,,,1.0,1.0,0.838,0.957
Croplands_cluster_0_yearly_True_window_8_lags_1_sinusoidal_yes_linear,True,8,linear_lags_1_sinusoidal_yes,0.286,0.012,424.44,430.92,False,True,False,0.401,-0.477,0,1.0,1.0,0.096,,,,,,,,,1.0,1.0,0.595,0.779
Croplands_cluster_0_yearly_True_window_8_lags_2_sinusoidal_yes_linear,True,8,linear_lags_2_sinusoidal_yes,0.357,0.078,405.579,411.869,True,True,False,0.408,-0.949,0,1.0,,,1.0,0.006,,,,,,,1.0,1.0,0.911,0.769
Croplands_cluster_0_yearly_True_window_8_lags_3_sinusoidal_yes_linear,True,8,linear_lags_3_sinusoidal_yes,0.14,0.129,389.431,395.525,True,True,False,0.357,-2.382,0,1.0,,,,,1.0,0.311,,,,,1.0,1.0,0.735,0.906
Croplands_cluster_0_yearly_True_window_8_lags_4_sinusoidal_yes_linear,True,8,linear_lags_4_sinusoidal_yes,0.113,0.249,376.632,382.522,True,True,False,0.676,-2.746,0,1.0,,,,,,,1.0,0.281,,,1.0,1.0,0.61,0.709
Croplands_cluster_0_yearly_True_window_8_lags_7_sinusoidal_yes_linear,True,8,linear_lags_7_sinusoidal_yes,0.124,0.188,329.903,335.125,False,True,False,0.362,-3.946,0,1.0,,,,,,,,,1.0,0.592,1.0,1.0,0.871,0.582
Croplands_cluster_0_yearly_False_window_9_lags_none_sinusoidal_no_linear,False,9,linear_lags_none_sinusoidal_no,0.0,0.945,852.323,856.263,False,True,False,0.554,-0.039,0,1.0,,,,,,,,,,,,,,
Croplands_cluster_0_yearly_False_window_9_lags_1_sinusoidal_no_linear,False,9,linear_lags_1_sinusoidal_no,0.014,0.719,776.587,782.441,False,True,False,1.025,-0.071,0,1.0,1.0,0.598,,,,,,,,,,,,
Croplands_cluster_0_yearly_False_window_9_lags_2_sinusoidal_no_linear,False,9,linear_lags_2_sinusoidal_no,0.024,0.319,745.414,751.21,False,True,False,0.92,-0.03,0,1.0,,,1.0,0.456,,,,,,,,,,
Croplands_cluster_0_yearly_False_window_9_lags_3_sinusoidal_no_linear,False,9,linear_lags_3_sinusoidal_no,0.142,0.074,721.818,727.554,False,True,False,1.155,-0.067,0,1.0,,,,,1.0,0.009,,,,,,,,
Croplands_cluster_0_yearly_False_window_9_lags_4_sinusoidal_no_linear,False,9,linear_lags_4_sinusoidal_no,0.182,0.007,706.098,711.773,True,True,False,0.975,0.064,0,1.0,,,,,,,1.0,0.007,,,,,,
Croplands_cluster_0_yearly_False_window_9_lags_7_sinusoidal_no_linear,False,9,linear_lags_7_sinusoidal_no,0.326,0.0,651.223,656.709,False,True,False,1.427,0.163,0,1.0,,,,,,,,,1.0,0.0,,,,
Croplands_cluster_0_yearly_False_window_9_lags_none_sinusoidal_yes_linear,False,9,linear_lags_none_sinusoidal_yes,0.071,0.682,852.43,860.312,False,True,False,0.594,-0.103,0,1.0,,,,,,,,,,,1.0,1.0,0.915,0.059
Croplands_cluster_0_yearly_False_window_9_lags_1_sinusoidal_yes_linear,False,9,linear_lags_1_sinusoidal_yes,0.021,0.653,780.247,790.003,False,True,False,1.018,-0.109,0,1.0,1.0,0.639,,,,,,,,,1.0,1.0,0.757,0.644
Croplands_cluster_0_yearly_False_window_9_lags_2_sinusoidal_yes_linear,False,9,linear_lags_2_sinusoidal_yes,0.042,0.236,748.464,758.123,False,True,False,0.863,-0.073,0,1.0,,,1.0,0.41,,,,,,,1.0,1.0,0.599,0.438
Croplands_cluster_0_yearly_False_window_9_lags_3_sinusoidal_yes_linear,False,9,linear_lags_3_sinusoidal_yes,0.183,0.039,723.403,732.963,False,True,False,1.145,-0.167,0,1.0,,,,,1.0,0.006,,,,,1.0,1.0,0.432,0.205
Croplands_cluster_0_yearly_False_window_9_lags_4_sinusoidal_yes_linear,False,9,linear_lags_4_sinusoidal_yes,0.234,0.003,706.914,716.373,True,True,False,0.887,0.057,0,1.0,,,,,,,1.0,0.004,,,1.0,1.0,0.227,0.224
Croplands_cluster_0_yearly_False_window_9_lags_7_sinusoidal_yes_linear,False,9,linear_lags_7_sinusoidal_yes,0.349,0.0,653.654,662.797,False,True,False,1.4,0.065,0,1.0,,,,,,,,,1.0,0.0,1.0,1.0,0.256,0.753
Croplands_cluster_0_yearly_True_window_9_lags_none_sinusoidal_no_linear,True,9,linear_lags_none_sinusoidal_no,0.3,0.003,431.673,434.337,False,True,False,0.425,0.133,0,1.0,,,,,,,,,,,,,,
Croplands_cluster_0_yearly_True_window_9_lags_1_sinusoidal_no_linear,True,9,linear_lags_1_sinusoidal_no,0.38,0.001,413.599,417.486,False,True,False,0.507,0.052,0,1.0,1.0,0.018,,,,,,,,,,,,
Croplands_cluster_0_yearly_True_window_9_lags_2_sinusoidal_no_linear,True,9,linear_lags_2_sinusoidal_no,0.387,0.04,395.27,399.044,True,True,False,0.853,-0.888,0,1.0,,,1.0,0.002,,,,,,,,,,
Croplands_cluster_0_yearly_True_window_9_lags_3_sinusoidal_no_linear,True,9,linear_lags_3_sinusoidal_no,0.181,0.051,379.959,383.616,True,True,False,0.607,-0.45,0,1.0,,,,,1.0,0.141,,,,,,,,
Croplands_cluster_0_yearly_True_window_9_lags_4_sinusoidal_no_linear,True,9,linear_lags_4_sinusoidal_no,0.351,0.018,361.762,365.296,True,True,False,0.81,0.209,0,1.0,,,,,,,1.0,0.005,,,,,,
Croplands_cluster_0_yearly_True_window_9_lags_7_sinusoidal_no_linear,True,9,linear_lags_7_sinusoidal_no,0.013,0.821,318.334,321.468,True,True,False,0.515,-0.643,0,1.0,,,,,,,,,1.0,0.874,,,,
Croplands_cluster_0_yearly_True_window_9_lags_none_sinusoidal_yes_linear,True,9,linear_lags_none_sinusoidal_yes,0.329,0.003,434.49,439.819,False,True,False,0.391,-0.059,0,1.0,,,,,,,,,,,1.0,1.0,0.425,0.545
Croplands_cluster_0_yearly_True_window_9_lags_1_sinusoidal_yes_linear,True,9,linear_lags_1_sinusoidal_yes,0.399,0.001,416.763,423.242,False,True,False,0.432,-0.056,0,1.0,1.0,0.021,,,,,,,,,1.0,1.0,0.416,0.95
Croplands_cluster_0_yearly_True_window_9_lags_2_sinusoidal_yes_linear,True,9,linear_lags_2_sinusoidal_yes,0.396,0.053,398.899,405.189,True,True,False,0.859,-0.964,0,1.0,,,1.0,0.004,,,,,,,1.0,1.0,0.843,0.614
Croplands_cluster_0_yearly_True_window_9_lags_3_sinusoidal_yes_linear,True,9,linear_lags_3_sinusoidal_yes,0.227,0.047,382.512,388.606,True,True,False,0.517,-0.606,0,1.0,,,,,1.0,0.14,,,,,1.0,1.0,0.401,0.506
Croplands_cluster_0_yearly_True_window_9_lags_4_sinusoidal_yes_linear,True,9,linear_lags_4_sinusoidal_yes,0.364,0.022,365.288,371.178,True,True,False,0.741,-0.084,0,1.0,,,,,,,1.0,0.007,,,1.0,1.0,0.545,0.988
Croplands_cluster_0_yearly_True_window_9_lags_7_sinusoidal_yes_linear,True,9,linear_lags_7_sinusoidal_yes,0.067,0.878,321.157,326.379,True,True,False,0.407,-1.777,0,1.0,,,,,,,,,1.0,0.847,1.0,1.0,0.414,0.654
Croplands_cluster_0_yearly_False_window_10_lags_none_sinusoidal_no_linear,False,10,linear_lags_none_sinusoidal_no,0.0,0.98,856.665,860.605,False,True,False,0.696,-0.052,0,1.0,,,,,,,,,,,,,,
Croplands_cluster_0_yearly_False_window_10_lags_1_sinusoidal_no_linear,False,10,linear_lags_1_sinusoidal_no,0.01,0.482,793.102,798.956,False,True,False,1.219,-0.192,0,1.0,1.0,0.772,,,,,,,,,,,,
Croplands_cluster_0_yearly_False_window_10_lags_2_sinusoidal_no_linear,False,10,linear_lags_2_sinusoidal_no,0.1,0.141,762.23,768.025,True,True,False,1.249,-0.212,0,1.0,,,1.0,0.03,,,,,,,,,,
Croplands_cluster_0_yearly_False_window_10_lags_3_sinusoidal_no_linear,False,10,linear_lags_3_sinusoidal_no,0.15,0.085,743.893,749.629,False,True,True,1.598,-0.049,0,1.0,,,,,1.0,0.006,,,,,,,,
Croplands_cluster_0_yearly_False_window_10_lags_4_sinusoidal_no_linear,False,10,linear_lags_4_sinusoidal_no,0.089,0.054,732.65,738.325,False,True,True,1.509,-0.144,0,1.0,,,,,,,1.0,0.077,,,,,,
Croplands_cluster_0_yearly_False_window_10_lags_7_sinusoidal_no_linear,False,10,linear_lags_7_sinusoidal_no,0.14,0.027,684.723,690.209,False,True,True,1.643,-0.056,0,1.0,,,,,,,,,1.0,0.014,,,,
Croplands_cluster_0_yearly_False_window_10_lags_none_sinusoidal_yes_linear,False,10,linear_lags_none_sinusoidal_yes,0.056,0.967,857.618,865.499,False,True,False,0.772,-0.225,0,1.0,,,,,,,,,,,1.0,1.0,0.732,0.103
Croplands_cluster_0_yearly_False_window_10_lags_1_sinusoidal_yes_linear,False,10,linear_lags_1_sinusoidal_yes,0.014,0.536,796.908,806.665,False,True,False,1.215,-0.208,0,1.0,1.0,0.795,,,,,,,,,1.0,1.0,0.721,0.837
Croplands_cluster_0_yearly_False_window_10_lags_2_sinusoidal_yes_linear,False,10,linear_lags_2_sinusoidal_yes,0.125,0.111,764.836,774.495,False,True,False,1.212,-0.264,0,1.0,,,1.0,0.027,,,,,,,1.0,1.0,0.942,0.268
Croplands_cluster_0_yearly_False_window_10_lags_3_sinusoidal_yes_linear,False,10,linear_lags_3_sinusoidal_yes,0.191,0.065,745.452,755.012,False,True,True,1.646,-0.243,0,1.0,,,,,1.0,0.005,,,,,1.0,1.0,0.654,0.162
Croplands_cluster_0_yearly_False_window_10_lags_4_sinusoidal_yes_linear,False,10,linear_lags_4_sinusoidal_yes,0.11,0.047,735.502,744.961,False,True,True,1.51,-0.304,0,1.0,,,,,,,1.0,0.071,,,1.0,1.0,0.864,0.321
Croplands_cluster_0_yearly_False_window_10_lags_7_sinusoidal_yes_linear,False,10,linear_lags_7_sinusoidal_yes,0.143,0.038,688.528,697.671,False,True,True,1.638,-0.087,0,1.0,,,,,,,,,1.0,0.019,1.0,1.0,0.73,0.815
Croplands_cluster_0_yearly_True_window_10_lags_none_sinusoidal_no_linear,True,10,linear_lags_none_sinusoidal_no,0.379,0.0,426.585,429.249,True,True,False,0.414,0.348,0,1.0,,,,,,,,,,,,,,
Croplands_cluster_0_yearly_True_window_10_lags_1_sinusoidal_no_linear,True,10,linear_lags_1_sinusoidal_no,0.458,0.0,408.103,411.99,True,True,False,0.676,0.363,0,1.0,1.0,0.01,,,,,,,,,,,,
Croplands_cluster_0_yearly_True_window_10_lags_2_sinusoidal_no_linear,True,10,linear_lags_2_sinusoidal_no,0.513,0.026,387.297,391.071,True,True,False,0.724,-0.02,0,1.0,,,1.0,0.0,,,,,,,,,,
Croplands_cluster_0_yearly_True_window_10_lags_3_sinusoidal_no_linear,True,10,linear_lags_3_sinusoidal_no,0.189,0.038,376.014,379.671,True,True,False,0.68,-0.414,0,1.0,,,,,1.0,0.261,,,,,,,,
Croplands_cluster_0_yearly_True_window_10_lags_4_sinusoidal_no_linear,True,10,linear_lags_4_sinusoidal_no,0.376,0.027,357.446,360.981,True,True,False,0.666,0.317,0,1.0,,,,,,,1.0,0.004,,,,,,
Croplands_cluster_0_yearly_True_window_10_lags_7_sinusoidal_no_linear,True,10,linear_lags_7_sinusoidal_no,0.029,0.71,314.212,317.346,True,True,False,0.549,-1.532,0,1.0,,,,,,,,,1.0,0.812,,,,
Croplands_cluster_0_yearly_True_window_10_lags_none_sinusoidal_yes_linear,True,10,linear_lags_none_sinusoidal_yes,0.416,0.0,428.859,434.187,True,True,False,0.28,0.092,0,1.0,,,,,,,,,,,1.0,1.0,0.229,0.98
Croplands_cluster_0_yearly_True_window_10_lags_1_sinusoidal_yes_linear,True,10,linear_lags_1_sinusoidal_yes,0.488,0.0,410.571,417.051,True,True,False,0.551,0.226,0,1.0,1.0,0.011,,,,,,,,,1.0,1.0,0.463,0.403
Croplands_cluster_0_yearly_True_window_10_lags_2_sinusoidal_yes_linear,True,10,linear_lags_2_sinusoidal_yes,0.514,0.035,391.227,397.517,True,True,False,0.736,-0.123,0,1.0,,,1.0,0.0,,,,,,,1.0,1.0,0.943,0.823
Croplands_cluster_0_yearly_True_window_10_lags_3_sinusoidal_yes_linear,True,10,linear_lags_3_sinusoidal_yes,0.24,0.032,378.389,384.483,True,True,False,0.504,-0.321,0,1.0,,,,,1.0,0.252,,,,,1.0,1.0,0.273,0.788
Croplands_cluster_0_yearly_True_window_10_lags_4_sinusoidal_yes_linear,True,10,linear_lags_4_sinusoidal_yes,0.391,0.033,360.837,366.728,True,True,False,0.574,-0.349,0,1.0,,,,,,,1.0,0.006,,,1.0,1.0,0.793,0.526
Croplands_cluster_0_yearly_True_window_10_lags_7_sinusoidal_yes_linear,True,10,linear_lags_7_sinusoidal_yes,0.104,0.807,316.522,321.745,True,True,False,0.434,-1.862,0,1.0,,,,,,,,,1.0,0.758,1.0,1.0,0.274,0.804
