analysis_name,yearly_aggregate,window_size,config_type,r_squared,p_value,aic,bic,is_normal,is_homoscedastic,no_autocorrelation,durbin_watson,cv_r2_score,cv_r2_std,vif_PPT,vif_segment,p_value_segment,breakpoint
JER_yearly_False_window_1_lags_none_sinusoidal_no_piecewise,False,1,piecewise_lags_none_sinusoidal_no,0.417,0.023,194.069,195.764,True,True,False,1.411,-0.191,0,1.671,1.671,0.08,329.6342393939394
JER_yearly_True_window_1_lags_none_sinusoidal_no_piecewise,True,1,piecewise_lags_none_sinusoidal_no,0.417,0.023,194.069,195.764,True,True,False,1.411,-0.191,0,1.671,1.671,0.08,329.6342393939394
JER_yearly_False_window_2_lags_none_sinusoidal_no_piecewise,False,2,piecewise_lags_none_sinusoidal_no,0.363,0.042,185.874,187.569,False,True,False,0.655,0.196,0,5.943,5.943,0.053,178.8114240339394
JER_yearly_True_window_2_lags_none_sinusoidal_no_piecewise,True,2,piecewise_lags_none_sinusoidal_no,0.363,0.042,185.874,187.569,False,True,False,0.655,0.196,0,5.943,5.943,0.053,178.8114240339394
JER_yearly_False_window_3_lags_none_sinusoidal_no_piecewise,False,3,piecewise_lags_none_sinusoidal_no,0.22,0.132,184.563,186.258,True,True,False,0.557,-0.546,0,3.013,3.013,0.207,227.23313123959593
JER_yearly_True_window_3_lags_none_sinusoidal_no_piecewise,True,3,piecewise_lags_none_sinusoidal_no,0.22,0.132,184.563,186.258,True,True,False,0.557,-0.546,0,3.013,3.013,0.207,227.23313123959593
