analysis_name,yearly_aggregate,window_size,config_type,r_squared,p_value,aic,bic,is_normal,is_homoscedastic,no_autocorrelation,durbin_watson,cv_r2_score,cv_r2_std,vif_PPT,vif_segment,p_value_segment,breakpoint,vif_ortho_PPT_lag1,p_value_lag1,vif_ortho_PPT_lag2,p_value_lag2,vif_ortho_PPT_lag3,p_value_lag3,vif_ortho_PPT_lag4,p_value_lag4,vif_ortho_PPT_lag7,p_value_lag7,vif_ortho_sin_cycle,vif_ortho_cos_cycle,p_value_sin,p_value_cos
Croplands_cluster_0_yearly_True_window_6_lags_2_sinusoidal_yes_piecewise,True,6,piecewise_lags_2_sinusoidal_yes,0.099,0.57,427.176,434.725,False,True,False,0.506,-2.672,0,2.28,2.424,0.998,554.5716035353536,,,1.137,0.236,,,,,,,1.006,1.001,0.621,0.952
Croplands_cluster_0_yearly_True_window_6_lags_3_sinusoidal_yes_piecewise,True,6,piecewise_lags_3_sinusoidal_yes,0.101,0.223,408.234,415.547,True,True,False,0.602,-2.125,0,1.404,1.533,0.479,570.625898989899,,,,,1.092,0.5,,,,,1.011,1.025,0.409,0.603
Croplands_cluster_0_yearly_True_window_6_lags_4_sinusoidal_yes_piecewise,True,6,piecewise_lags_4_sinusoidal_yes,0.078,0.298,393.673,400.741,True,True,False,0.653,-3.914,0,1.448,1.676,0.604,571.1425727272726,,,,,,,1.173,0.327,,,1.011,1.044,0.866,0.62
Croplands_cluster_0_yearly_True_window_6_lags_7_sinusoidal_yes_piecewise,True,6,piecewise_lags_7_sinusoidal_yes,0.254,0.069,344.424,350.691,False,True,False,0.675,-43.141,0,1.89,2.562,0.158,568.0928838383838,,,,,,,,,1.57,0.544,1.033,1.068,0.373,0.795
Croplands_cluster_0_yearly_False_window_7_lags_none_sinusoidal_no_piecewise,False,7,piecewise_lags_none_sinusoidal_no,0.131,0.077,887.19,893.101,False,True,False,0.848,-0.002,0,1.917,1.917,0.02,539.8038888888889,,,,,,,,,,,,,,
Croplands_cluster_0_yearly_False_window_7_lags_1_sinusoidal_no_piecewise,False,7,piecewise_lags_1_sinusoidal_no,0.162,0.271,853.144,860.949,False,True,False,0.815,0.025,0,2.163,2.392,0.063,539.8038888888889,1.229,0.018,,,,,,,,,,,,
Croplands_cluster_0_yearly_False_window_7_lags_2_sinusoidal_no_piecewise,False,7,piecewise_lags_2_sinusoidal_no,0.155,0.092,835.184,842.911,False,True,False,0.776,0.028,0,2.393,2.686,0.019,539.8038888888889,,,1.293,0.082,,,,,,,,,,
Croplands_cluster_0_yearly_False_window_7_lags_3_sinusoidal_no_piecewise,False,7,piecewise_lags_3_sinusoidal_no,0.105,0.167,821.184,828.832,False,True,False,0.718,0.074,0,2.74,3.295,0.054,540.2816141414141,,,,,1.556,0.4,,,,,,,,
Croplands_cluster_0_yearly_False_window_7_lags_4_sinusoidal_no_piecewise,False,7,piecewise_lags_4_sinusoidal_no,0.083,0.176,805.955,813.523,False,True,False,0.687,-0.02,0,2.945,3.694,0.103,539.7107515151515,,,,,,,1.749,0.956,,,,,,
Croplands_cluster_0_yearly_False_window_7_lags_7_sinusoidal_no_piecewise,False,7,piecewise_lags_7_sinusoidal_no,0.162,0.087,757.112,764.426,False,True,False,0.875,0.023,0,3.069,4.244,0.129,540.0199090909091,,,,,,,,,2.175,0.088,,,,
Croplands_cluster_0_yearly_False_window_7_lags_none_sinusoidal_yes_piecewise,False,7,piecewise_lags_none_sinusoidal_yes,0.242,0.048,883.957,893.808,False,False,False,0.957,0.114,0,1.954,1.994,0.015,539.8038888888889,,,,,,,,,,,1.011,1.029,0.395,0.016
Croplands_cluster_0_yearly_False_window_7_lags_1_sinusoidal_yes_piecewise,False,7,piecewise_lags_1_sinusoidal_yes,0.219,0.249,853.494,865.201,False,False,False,0.9,-0.188,0,2.276,2.625,0.082,539.8038888888889,1.252,0.028,,,,,,,,,1.016,1.081,0.819,0.078
Croplands_cluster_0_yearly_False_window_7_lags_2_sinusoidal_yes_piecewise,False,7,piecewise_lags_2_sinusoidal_yes,0.21,0.079,835.776,847.367,False,False,False,0.845,0.023,0,2.457,2.809,0.02,539.8038888888889,,,1.307,0.099,,,,,,,1.007,1.039,0.393,0.134
Croplands_cluster_0_yearly_False_window_7_lags_3_sinusoidal_yes_piecewise,False,7,piecewise_lags_3_sinusoidal_yes,0.184,0.153,820.562,832.034,False,False,False,0.795,0.113,0,2.844,3.494,0.064,540.2816141414141,,,,,1.589,0.511,,,,,1.013,1.047,0.503,0.06
Croplands_cluster_0_yearly_False_window_7_lags_4_sinusoidal_yes_piecewise,False,7,piecewise_lags_4_sinusoidal_yes,0.161,0.161,805.591,816.942,False,False,False,0.743,0.031,0,3.014,3.826,0.112,539.7107515151515,,,,,,,1.776,0.835,,,1.012,1.024,0.607,0.061
Croplands_cluster_0_yearly_False_window_7_lags_7_sinusoidal_yes_piecewise,False,7,piecewise_lags_7_sinusoidal_yes,0.227,0.082,757.402,768.374,False,False,False,0.93,-0.023,0,3.118,4.346,0.127,540.0199090909091,,,,,,,,,2.204,0.081,1.019,1.005,0.521,0.095
Croplands_cluster_0_yearly_True_window_7_lags_none_sinusoidal_no_piecewise,True,7,piecewise_lags_none_sinusoidal_no,0.393,0.001,438.891,442.887,True,True,False,0.991,0.21,0,1.422,1.422,0.02,565.9199363636363,,,,,,,,,,,,,,
Croplands_cluster_0_yearly_True_window_7_lags_1_sinusoidal_no_piecewise,True,7,piecewise_lags_1_sinusoidal_no,0.436,0.001,420.365,425.548,True,True,False,0.993,0.361,0,1.466,1.514,0.009,565.7836121212121,1.048,0.007,,,,,,,,,,,,
Croplands_cluster_0_yearly_True_window_7_lags_2_sinusoidal_no_piecewise,True,7,piecewise_lags_2_sinusoidal_no,0.25,0.084,411.913,416.945,True,True,False,0.922,-0.187,0,1.65,1.682,0.164,563.1066212121212,,,1.032,0.039,,,,,,,,,,
Croplands_cluster_0_yearly_True_window_7_lags_3_sinusoidal_no_piecewise,True,7,piecewise_lags_3_sinusoidal_no,0.227,0.024,391.823,396.698,True,True,False,1.114,0.026,0,1.522,1.588,0.046,565.76191010101,,,,,1.067,0.804,,,,,,,,
Croplands_cluster_0_yearly_True_window_7_lags_4_sinusoidal_no_piecewise,True,7,piecewise_lags_4_sinusoidal_no,0.142,0.104,380.292,385.004,True,True,False,1.007,-0.195,0,1.616,1.791,0.15,565.6514424242424,,,,,,,1.175,0.594,,,,,,
Croplands_cluster_0_yearly_True_window_7_lags_7_sinusoidal_no_piecewise,True,7,piecewise_lags_7_sinusoidal_no,0.311,0.013,329.014,333.192,True,True,False,1.009,0.221,0,1.993,2.524,0.032,565.5522222222222,,,,,,,,,1.531,0.967,,,,
Croplands_cluster_0_yearly_True_window_7_lags_none_sinusoidal_yes_piecewise,True,7,piecewise_lags_none_sinusoidal_yes,0.485,0.0,438.284,444.945,False,True,False,0.911,-0.048,0,1.425,1.432,0.005,565.9199363636363,,,,,,,,,,,1.002,1.005,0.238,0.108
Croplands_cluster_0_yearly_True_window_7_lags_1_sinusoidal_yes_piecewise,True,7,piecewise_lags_1_sinusoidal_yes,0.518,0.001,420.104,427.879,True,True,False,0.788,0.198,0,1.484,1.575,0.004,565.7836121212121,1.05,0.004,,,,,,,,,1.008,1.032,0.096,0.466
Croplands_cluster_0_yearly_True_window_7_lags_2_sinusoidal_yes_piecewise,True,7,piecewise_lags_2_sinusoidal_yes,0.301,0.051,414.103,421.651,True,True,False,0.956,-0.396,0,1.656,1.697,0.098,563.1066212121212,,,1.033,0.036,,,,,,,1.002,1.007,0.734,0.259
Croplands_cluster_0_yearly_True_window_7_lags_3_sinusoidal_yes_piecewise,True,7,piecewise_lags_3_sinusoidal_yes,0.336,0.009,392.052,399.366,False,True,False,0.975,-0.371,0,1.522,1.591,0.018,565.76191010101,,,,,1.067,0.765,,,,,1.001,1.0,0.266,0.181
Croplands_cluster_0_yearly_True_window_7_lags_4_sinusoidal_yes_piecewise,True,7,piecewise_lags_4_sinusoidal_yes,0.252,0.04,381.025,388.093,True,True,False,0.976,-1.867,0,1.652,1.895,0.057,565.6514424242424,,,,,,,1.185,0.646,,,1.001,1.057,0.235,0.271
Croplands_cluster_0_yearly_True_window_7_lags_7_sinusoidal_yes_piecewise,True,7,piecewise_lags_7_sinusoidal_yes,0.46,0.005,327.921,334.188,True,True,False,1.011,-5.047,0,2.182,3.003,0.007,565.5522222222222,,,,,,,,,1.632,0.667,1.0,1.19,0.426,0.078
Croplands_cluster_0_yearly_False_window_8_lags_none_sinusoidal_no_piecewise,False,8,piecewise_lags_none_sinusoidal_no,0.08,0.125,871.546,877.457,False,True,False,0.984,-0.032,0,1.89,1.89,0.052,543.1596656565657,,,,,,,,,,,,,,
Croplands_cluster_0_yearly_False_window_8_lags_1_sinusoidal_no_piecewise,False,8,piecewise_lags_1_sinusoidal_no,0.088,0.897,829.243,837.048,False,True,False,1.32,0.014,0,1.603,1.768,0.404,557.9959818181818,1.166,0.053,,,,,,,,,,,,
Croplands_cluster_0_yearly_False_window_8_lags_2_sinusoidal_no_piecewise,False,8,piecewise_lags_2_sinusoidal_no,0.081,0.48,807.186,814.913,False,True,False,1.01,-0.0,0,1.637,1.703,0.205,558.4048888888889,,,1.066,0.218,,,,,,,,,,
Croplands_cluster_0_yearly_False_window_8_lags_3_sinusoidal_no_piecewise,False,8,piecewise_lags_3_sinusoidal_no,0.034,0.282,792.228,799.876,False,True,False,1.008,-0.24,0,3.063,3.35,0.224,532.0554121212122,,,,,1.287,0.894,,,,,,,,
Croplands_cluster_0_yearly_False_window_8_lags_4_sinusoidal_no_piecewise,False,8,piecewise_lags_4_sinusoidal_no,0.027,0.439,776.052,783.619,False,True,False,0.986,-0.071,0,1.97,2.32,0.297,558.3321434343434,,,,,,,1.349,0.77,,,,,,
Croplands_cluster_0_yearly_False_window_8_lags_7_sinusoidal_no_piecewise,False,8,piecewise_lags_7_sinusoidal_no,0.194,0.013,725.552,732.866,False,True,False,1.361,-0.01,0,1.817,2.327,0.115,557.8508787878789,,,,,,,,,1.51,0.006,,,,
Croplands_cluster_0_yearly_False_window_8_lags_none_sinusoidal_yes_piecewise,False,8,piecewise_lags_none_sinusoidal_yes,0.146,0.197,871.638,881.49,False,True,False,1.099,-0.061,0,1.976,2.074,0.126,543.1596656565657,,,,,,,,,,,1.013,1.084,0.68,0.068
Croplands_cluster_0_yearly_False_window_8_lags_1_sinusoidal_yes_piecewise,False,8,piecewise_lags_1_sinusoidal_yes,0.176,0.974,827.939,839.646,True,True,False,1.383,-0.094,0,1.666,1.954,0.727,557.9959818181818,1.183,0.08,,,,,,,,,1.007,1.098,0.778,0.032
Croplands_cluster_0_yearly_False_window_8_lags_2_sinusoidal_yes_piecewise,False,8,piecewise_lags_2_sinusoidal_yes,0.102,0.559,809.991,821.582,True,True,False,1.077,-0.075,0,1.714,1.908,0.327,558.4048888888889,,,1.074,0.235,,,,,,,1.003,1.117,0.669,0.356
Croplands_cluster_0_yearly_False_window_8_lags_3_sinusoidal_yes_piecewise,False,8,piecewise_lags_3_sinusoidal_yes,0.085,0.393,793.503,804.975,False,True,False,1.115,-0.267,0,3.269,3.684,0.394,532.0554121212122,,,,,1.316,0.759,,,,,1.003,1.097,0.942,0.124
Croplands_cluster_0_yearly_False_window_8_lags_4_sinusoidal_yes_piecewise,False,8,piecewise_lags_4_sinusoidal_yes,0.073,0.557,777.687,789.038,True,True,False,1.096,-0.156,0,2.058,2.529,0.526,558.3321434343434,,,,,,,1.381,0.863,,,1.004,1.086,0.921,0.153
Croplands_cluster_0_yearly_False_window_8_lags_7_sinusoidal_yes_piecewise,False,8,piecewise_lags_7_sinusoidal_yes,0.211,0.027,728.601,739.573,False,True,False,1.418,-0.105,0,1.849,2.419,0.208,557.8508787878789,,,,,,,,,1.53,0.008,1.001,1.038,0.865,0.372
Croplands_cluster_0_yearly_True_window_8_lags_none_sinusoidal_no_piecewise,True,8,piecewise_lags_none_sinusoidal_no,0.531,0.0,428.019,432.016,True,True,False,0.607,0.384,0,1.405,1.405,0.003,568.1552212121212,,,,,,,,,,,,,,
Croplands_cluster_0_yearly_True_window_8_lags_1_sinusoidal_no_piecewise,True,8,piecewise_lags_1_sinusoidal_no,0.527,0.0,411.341,416.524,True,True,False,0.867,0.273,0,1.6,1.659,0.002,563.5274373737374,1.06,0.014,,,,,,,,,,,,
Croplands_cluster_0_yearly_True_window_8_lags_2_sinusoidal_no_piecewise,True,8,piecewise_lags_2_sinusoidal_no,0.523,0.005,395.813,400.845,True,True,False,1.128,0.166,0,1.809,1.815,0.011,560.5523308080808,,,1.005,0.001,,,,,,,,,,
Croplands_cluster_0_yearly_True_window_8_lags_3_sinusoidal_no_piecewise,True,8,piecewise_lags_3_sinusoidal_no,0.345,0.005,380.628,385.503,False,True,False,0.729,-0.277,0,1.527,1.555,0.017,566.8246262626262,,,,,1.029,0.233,,,,,,,,
Croplands_cluster_0_yearly_True_window_8_lags_4_sinusoidal_no_piecewise,True,8,piecewise_lags_4_sinusoidal_no,0.228,0.054,371.28,375.992,True,False,False,1.038,-0.552,0,1.927,2.033,0.076,560.4112075757575,,,,,,,1.106,0.342,,,,,,
Croplands_cluster_0_yearly_True_window_8_lags_7_sinusoidal_no_piecewise,True,8,piecewise_lags_7_sinusoidal_no,0.439,0.002,318.525,322.703,True,True,False,1.143,-0.754,0,2.858,3.779,0.005,560.9830303030303,,,,,,,,,1.921,0.495,,,,
Croplands_cluster_0_yearly_True_window_8_lags_none_sinusoidal_yes_piecewise,True,8,piecewise_lags_none_sinusoidal_yes,0.547,0.0,431.052,437.713,True,True,False,0.596,0.025,0,1.411,1.426,0.003,568.1552212121212,,,,,,,,,,,1.013,1.002,0.445,0.645
Croplands_cluster_0_yearly_True_window_8_lags_1_sinusoidal_yes_piecewise,True,8,piecewise_lags_1_sinusoidal_yes,0.559,0.0,413.432,421.207,True,True,False,0.747,-0.191,0,1.603,1.669,0.002,563.5274373737374,1.06,0.015,,,,,,,,,1.005,1.001,0.265,0.637
Croplands_cluster_0_yearly_True_window_8_lags_2_sinusoidal_yes_piecewise,True,8,piecewise_lags_2_sinusoidal_yes,0.532,0.006,399.275,406.824,True,True,False,1.165,-0.63,0,1.823,1.846,0.013,560.5523308080808,,,1.005,0.001,,,,,,,1.017,1.0,0.529,0.913
Croplands_cluster_0_yearly_True_window_8_lags_3_sinusoidal_yes_piecewise,True,8,piecewise_lags_3_sinusoidal_yes,0.387,0.004,382.948,390.261,False,True,False,0.69,-2.288,0,1.536,1.582,0.012,566.8246262626262,,,,,1.029,0.24,,,,,1.013,1.004,0.306,0.63
Croplands_cluster_0_yearly_True_window_8_lags_4_sinusoidal_yes_piecewise,True,8,piecewise_lags_4_sinusoidal_yes,0.272,0.046,373.879,380.948,True,True,False,1.079,-2.043,0,1.941,2.064,0.063,560.4112075757575,,,,,,,1.108,0.383,,,1.001,1.014,0.331,0.71
Croplands_cluster_0_yearly_True_window_8_lags_7_sinusoidal_yes_piecewise,True,8,piecewise_lags_7_sinusoidal_yes,0.471,0.003,321.301,327.568,True,True,False,1.123,-0.13,0,2.894,3.851,0.007,560.9830303030303,,,,,,,,,1.938,0.503,1.009,1.01,0.515,0.509
Croplands_cluster_0_yearly_False_window_9_lags_none_sinusoidal_no_piecewise,False,9,piecewise_lags_none_sinusoidal_no,0.069,0.082,850.544,856.455,False,True,False,0.585,-0.055,0,1.691,1.691,0.06,543.2970141414141,,,,,,,,,,,,,,
Croplands_cluster_0_yearly_False_window_9_lags_1_sinusoidal_no_piecewise,False,9,piecewise_lags_1_sinusoidal_no,0.014,0.0,776.587,782.441,False,True,False,1.025,-0.071,0,4.9,5.139,0.0,500.913,1.237,0.598,,,,,,,,,,,,
Croplands_cluster_0_yearly_False_window_9_lags_2_sinusoidal_no_piecewise,False,9,piecewise_lags_2_sinusoidal_no,0.024,0.0,745.414,751.21,False,True,False,0.92,-0.03,0,4.757,4.926,0.0,500.913,,,1.169,0.456,,,,,,,,,,
Croplands_cluster_0_yearly_False_window_9_lags_3_sinusoidal_no_piecewise,False,9,piecewise_lags_3_sinusoidal_no,0.142,0.0,721.818,727.554,False,True,False,1.155,-0.067,0,5.232,5.542,0.0,500.913,,,,,1.309,0.009,,,,,,,,
Croplands_cluster_0_yearly_False_window_9_lags_4_sinusoidal_no_piecewise,False,9,piecewise_lags_4_sinusoidal_no,0.182,0.0,706.098,711.773,True,True,False,0.975,0.064,0,5.801,6.316,0.0,500.913,,,,,,,1.513,0.007,,,,,,
Croplands_cluster_0_yearly_False_window_9_lags_7_sinusoidal_no_piecewise,False,9,piecewise_lags_7_sinusoidal_no,0.326,0.0,651.223,656.709,False,True,False,1.427,0.163,0,6.888,7.927,0.003,500.913,,,,,,,,,2.035,0.0,,,,
Croplands_cluster_0_yearly_False_window_9_lags_none_sinusoidal_yes_piecewise,False,9,piecewise_lags_none_sinusoidal_yes,0.124,0.091,851.304,861.155,False,True,False,0.652,-0.08,0,1.737,1.803,0.094,543.2970141414141,,,,,,,,,,,1.019,1.047,0.941,0.089
Croplands_cluster_0_yearly_False_window_9_lags_1_sinusoidal_yes_piecewise,False,9,piecewise_lags_1_sinusoidal_yes,0.021,0.0,780.247,790.003,False,True,False,1.018,-0.109,0,5.047,5.332,0.0,500.913,1.246,0.639,,,,,,,,,1.017,1.02,0.757,0.644
Croplands_cluster_0_yearly_False_window_9_lags_2_sinusoidal_yes_piecewise,False,9,piecewise_lags_2_sinusoidal_yes,0.042,0.0,748.464,758.123,False,True,False,0.863,-0.073,0,5.021,5.273,0.0,500.913,,,1.181,0.41,,,,,,,1.027,1.043,0.599,0.438
Croplands_cluster_0_yearly_False_window_9_lags_3_sinusoidal_yes_piecewise,False,9,piecewise_lags_3_sinusoidal_yes,0.183,0.0,723.403,732.963,False,True,False,1.145,-0.167,0,5.493,5.883,0.0,500.913,,,,,1.328,0.006,,,,,1.024,1.038,0.432,0.205
Croplands_cluster_0_yearly_False_window_9_lags_4_sinusoidal_yes_piecewise,False,9,piecewise_lags_4_sinusoidal_yes,0.234,0.0,706.914,716.373,True,True,False,0.887,0.057,0,6.025,6.61,0.0,500.913,,,,,,,1.537,0.004,,,1.021,1.026,0.227,0.224
Croplands_cluster_0_yearly_False_window_9_lags_7_sinusoidal_yes_piecewise,False,9,piecewise_lags_7_sinusoidal_yes,0.349,0.0,653.654,662.797,False,True,False,1.4,0.065,0,6.975,8.044,0.004,500.913,,,,,,,,,2.05,0.0,1.014,1.001,0.256,0.753
Croplands_cluster_0_yearly_True_window_9_lags_none_sinusoidal_no_piecewise,True,9,piecewise_lags_none_sinusoidal_no,0.614,0.0,416.99,420.987,True,True,False,1.159,0.541,0,1.606,1.606,0.0,563.3889156565656,,,,,,,,,,,,,,
Croplands_cluster_0_yearly_True_window_9_lags_1_sinusoidal_no_piecewise,True,9,piecewise_lags_1_sinusoidal_no,0.584,0.0,404.809,409.993,True,True,False,0.9,0.341,0,1.732,2.088,0.003,565.5464515151515,1.356,0.017,,,,,,,,,,,,
Croplands_cluster_0_yearly_True_window_9_lags_2_sinusoidal_no_piecewise,True,9,piecewise_lags_2_sinusoidal_no,0.444,0.142,394.766,399.798,True,True,False,1.174,-0.738,0,2.167,2.186,0.15,555.9286338383838,,,1.019,0.003,,,,,,,,,,
Croplands_cluster_0_yearly_True_window_9_lags_3_sinusoidal_no_piecewise,True,9,piecewise_lags_3_sinusoidal_no,0.426,0.002,373.089,377.965,True,True,False,1.006,-0.481,0,1.649,1.75,0.007,565.8548727272728,,,,,1.101,0.029,,,,,,,,
Croplands_cluster_0_yearly_True_window_9_lags_4_sinusoidal_no_piecewise,True,9,piecewise_lags_4_sinusoidal_no,0.394,0.239,362.11,366.823,True,True,False,0.95,0.244,0,2.717,3.008,0.247,555.5,,,,,,,1.291,0.008,,,,,,
Croplands_cluster_0_yearly_True_window_9_lags_7_sinusoidal_no_piecewise,True,9,piecewise_lags_7_sinusoidal_no,0.192,0.082,316.147,320.325,True,True,False,1.135,-0.415,0,2.513,3.433,0.07,565.5522222222222,,,,,,,,,1.92,0.566,,,,
Croplands_cluster_0_yearly_True_window_9_lags_none_sinusoidal_yes_piecewise,True,9,piecewise_lags_none_sinusoidal_yes,0.636,0.0,419.344,426.005,True,True,False,1.026,0.485,0,1.61,1.616,0.0,563.3889156565656,,,,,,,,,,,1.006,1.0,0.377,0.454
Croplands_cluster_0_yearly_True_window_9_lags_1_sinusoidal_yes_piecewise,True,9,piecewise_lags_1_sinusoidal_yes,0.599,0.0,407.822,415.597,True,True,False,0.774,0.346,0,1.736,2.099,0.004,565.5464515151515,1.358,0.02,,,,,,,,,1.005,1.001,0.391,0.909
Croplands_cluster_0_yearly_True_window_9_lags_2_sinusoidal_yes_piecewise,True,9,piecewise_lags_2_sinusoidal_yes,0.446,0.183,398.631,406.18,True,True,False,1.164,-1.221,0,2.179,2.208,0.192,555.9286338383838,,,1.019,0.005,,,,,,,1.01,1.0,0.98,0.751
Croplands_cluster_0_yearly_True_window_9_lags_3_sinusoidal_yes_piecewise,True,9,piecewise_lags_3_sinusoidal_yes,0.472,0.002,374.991,382.304,True,True,False,0.724,-0.678,0,1.654,1.764,0.008,565.8548727272728,,,,,1.102,0.028,,,,,1.006,1.002,0.262,0.577
Croplands_cluster_0_yearly_True_window_9_lags_4_sinusoidal_yes_piecewise,True,9,piecewise_lags_4_sinusoidal_yes,0.425,0.176,364.849,371.917,True,True,False,0.866,0.174,0,2.731,3.032,0.182,555.5,,,,,,,1.294,0.01,,,1.005,1.003,0.347,0.816
Croplands_cluster_0_yearly_True_window_9_lags_7_sinusoidal_yes_piecewise,True,9,piecewise_lags_7_sinusoidal_yes,0.309,0.05,316.848,323.115,True,True,False,1.061,-1.388,0,2.685,3.822,0.037,565.5522222222222,,,,,,,,,2.024,0.436,1.0,1.113,0.256,0.291
Croplands_cluster_0_yearly_False_window_10_lags_none_sinusoidal_no_piecewise,False,10,piecewise_lags_none_sinusoidal_no,0.041,0.186,856.442,862.353,False,True,False,0.722,-0.082,0,1.677,1.677,0.15,542.8272222222222,,,,,,,,,,,,,,
Croplands_cluster_0_yearly_False_window_10_lags_1_sinusoidal_no_piecewise,False,10,piecewise_lags_1_sinusoidal_no,0.028,0.562,794.17,801.975,False,True,False,1.312,-0.197,0,1.819,1.921,0.356,542.8272222222222,1.101,0.921,,,,,,,,,,,,
Croplands_cluster_0_yearly_False_window_10_lags_2_sinusoidal_no_piecewise,False,10,piecewise_lags_2_sinusoidal_no,0.133,0.05,762.339,770.066,True,False,False,1.236,-0.436,0,1.183,1.193,0.189,583.3469444444445,,,1.011,0.016,,,,,,,,,,
Croplands_cluster_0_yearly_False_window_10_lags_3_sinusoidal_no_piecewise,False,10,piecewise_lags_3_sinusoidal_no,0.187,0.027,743.671,751.319,True,True,True,1.641,0.002,0,1.228,1.243,0.155,583.1749363636363,,,,,1.015,0.003,,,,,,,,
Croplands_cluster_0_yearly_False_window_10_lags_4_sinusoidal_no_piecewise,False,10,piecewise_lags_4_sinusoidal_no,0.091,0.608,734.551,742.118,False,True,True,1.531,-0.154,0,2.359,2.72,0.764,544.3335434343434,,,,,,,1.361,0.094,,,,,,
Croplands_cluster_0_yearly_False_window_10_lags_7_sinusoidal_no_piecewise,False,10,piecewise_lags_7_sinusoidal_no,0.141,0.231,686.664,693.978,False,True,True,1.631,-0.064,0,2.186,2.684,0.817,544.5441161616161,,,,,,,,,1.498,0.017,,,,
Croplands_cluster_0_yearly_False_window_10_lags_none_sinusoidal_yes_piecewise,False,10,piecewise_lags_none_sinusoidal_yes,0.097,0.174,857.252,867.103,False,True,False,0.791,-0.259,0,1.697,1.726,0.145,542.8272222222222,,,,,,,,,,,1.025,1.005,0.717,0.099
Croplands_cluster_0_yearly_False_window_10_lags_1_sinusoidal_yes_piecewise,False,10,piecewise_lags_1_sinusoidal_yes,0.032,0.547,797.946,809.654,False,True,False,1.31,-0.227,0,1.851,1.994,0.359,542.8272222222222,1.105,0.947,,,,,,,,,1.031,1.007,0.687,0.864
Croplands_cluster_0_yearly_False_window_10_lags_2_sinusoidal_yes_piecewise,False,10,piecewise_lags_2_sinusoidal_yes,0.172,0.026,763.978,775.569,True,False,False,1.149,-0.368,0,1.183,1.194,0.114,583.3469444444445,,,1.011,0.01,,,,,,,1.001,1.0,0.847,0.152
Croplands_cluster_0_yearly_False_window_10_lags_3_sinusoidal_yes_piecewise,False,10,piecewise_lags_3_sinusoidal_yes,0.238,0.015,744.452,755.924,True,True,True,1.696,-0.132,0,1.229,1.244,0.106,583.1749363636363,,,,,1.015,0.002,,,,,1.0,1.0,0.791,0.101
Croplands_cluster_0_yearly_False_window_10_lags_4_sinusoidal_yes_piecewise,False,10,piecewise_lags_4_sinusoidal_yes,0.112,0.554,737.43,748.781,False,True,True,1.531,-0.326,0,2.388,2.778,0.803,544.3335434343434,,,,,,,1.369,0.086,,,1.011,1.01,0.867,0.332
Croplands_cluster_0_yearly_False_window_10_lags_7_sinusoidal_yes_piecewise,False,10,piecewise_lags_7_sinusoidal_yes,0.145,0.251,690.464,701.436,False,True,True,1.625,-0.094,0,2.216,2.752,0.815,544.5441161616161,,,,,,,,,1.51,0.023,1.02,1.006,0.727,0.82
Croplands_cluster_0_yearly_True_window_10_lags_none_sinusoidal_no_piecewise,True,10,piecewise_lags_none_sinusoidal_no,0.677,0.0,410.276,414.273,True,True,False,1.282,0.515,0,1.542,1.542,0.0,565.0687954545455,,,,,,,,,,,,,,
Croplands_cluster_0_yearly_True_window_10_lags_1_sinusoidal_no_piecewise,True,10,piecewise_lags_1_sinusoidal_no,0.676,0.0,396.24,401.423,True,True,False,1.128,0.492,0,1.583,1.731,0.001,566.9590888888889,1.148,0.004,,,,,,,,,,,,
Croplands_cluster_0_yearly_True_window_10_lags_2_sinusoidal_no_piecewise,True,10,piecewise_lags_2_sinusoidal_no,0.597,0.018,384.395,389.428,True,True,False,1.104,0.193,0,1.839,1.84,0.044,560.451952020202,,,1.001,0.0,,,,,,,,,,
Croplands_cluster_0_yearly_True_window_10_lags_3_sinusoidal_no_piecewise,True,10,piecewise_lags_3_sinusoidal_no,0.406,0.002,370.227,375.102,True,True,False,1.281,-0.554,0,1.629,1.711,0.011,566.5977545454546,,,,,1.082,0.192,,,,,,,,
Croplands_cluster_0_yearly_True_window_10_lags_4_sinusoidal_no_piecewise,True,10,piecewise_lags_4_sinusoidal_no,0.488,0.039,354.693,359.405,True,True,False,0.909,0.311,0,2.408,2.509,0.049,557.4127712121211,,,,,,,1.101,0.009,,,,,,
Croplands_cluster_0_yearly_True_window_10_lags_7_sinusoidal_no_piecewise,True,10,piecewise_lags_7_sinusoidal_no,0.269,0.031,310.268,314.446,True,True,False,1.396,-1.193,0,2.923,3.697,0.031,560.7045303030303,,,,,,,,,1.774,0.474,,,,
Croplands_cluster_0_yearly_True_window_10_lags_none_sinusoidal_yes_piecewise,True,10,piecewise_lags_none_sinusoidal_yes,0.72,0.0,410.315,416.976,True,True,False,0.963,0.384,0,1.545,1.551,0.0,565.0687954545455,,,,,,,,,,,1.006,1.0,0.078,0.757
Croplands_cluster_0_yearly_True_window_10_lags_1_sinusoidal_yes_piecewise,True,10,piecewise_lags_1_sinusoidal_yes,0.717,0.0,396.591,404.367,True,True,False,0.819,0.329,0,1.583,1.733,0.0,566.9590888888889,1.149,0.004,,,,,,,,,1.0,1.001,0.252,0.212
Croplands_cluster_0_yearly_True_window_10_lags_2_sinusoidal_yes_piecewise,True,10,piecewise_lags_2_sinusoidal_yes,0.604,0.021,387.896,395.444,True,True,False,1.12,-0.098,0,1.85,1.864,0.045,560.451952020202,,,1.001,0.0,,,,,,,1.013,1.0,0.544,0.943
