analysis_name,yearly_aggregate,window_size,config_type,r_squared,p_value,aic,bic,is_normal,is_homoscedastic,no_autocorrelation,durbin_watson,cv_r2_score,cv_r2_std,vif_PPT,vif_quadratic,p_value_quadratic,vif_ortho_PPT_lag0,p_value_lag0,vif_ortho_PPT_lag1,p_value_lag1,vif_ortho_sin_cycle,vif_ortho_cos_cycle,p_value_sin,p_value_cos
Maize_yearly_True_window_7_lags_none_sinusoidal_no_quadratic,True,7,quadratic_lags_none_sinusoidal_no,0.695,0.0,618.029,622.861,True,True,False,0.471,0.64,0,2.3,2.3,0.146,,,,,,,,
Maize_yearly_True_window_7_lags_0_sinusoidal_no_quadratic,True,7,quadratic_lags_0_sinusoidal_no,0.748,0.0,613.022,619.466,True,True,False,0.743,-0.064,0,2.301,2.302,0.092,1.001,0.013,,,,,,
Maize_yearly_True_window_7_lags_1_sinusoidal_no_quadratic,True,7,quadratic_lags_1_sinusoidal_no,0.803,0.0,585.995,592.33,True,True,False,0.805,0.735,0,2.326,2.342,0.021,,,1.016,0.847,,,,
Maize_yearly_True_window_7_lags_none_sinusoidal_yes_quadratic,True,7,quadratic_lags_none_sinusoidal_yes,0.729,0.0,617.743,625.798,True,False,False,0.547,0.644,0,2.807,3.197,0.037,,,,,1.069,1.322,0.087,0.271
Maize_yearly_True_window_7_lags_0_sinusoidal_yes_quadratic,True,7,quadratic_lags_0_sinusoidal_yes,0.79,0.0,610.337,620.003,True,True,False,0.825,0.743,0,2.808,3.2,0.017,1.001,0.005,,,1.069,1.322,0.06,0.199
Maize_yearly_True_window_7_lags_1_sinusoidal_yes_quadratic,True,7,quadratic_lags_1_sinusoidal_yes,0.816,0.0,587.422,596.923,True,True,False,0.839,0.641,0,2.847,3.262,0.019,,,1.023,0.836,1.045,1.348,0.149,0.749
Maize_yearly_False_window_8_lags_none_sinusoidal_no_quadratic,False,8,quadratic_lags_none_sinusoidal_no,0.679,0.0,1165.021,1171.723,True,True,False,0.613,0.647,0,1.891,1.891,0.723,,,,,,,,
Maize_yearly_False_window_8_lags_0_sinusoidal_no_quadratic,False,8,quadratic_lags_0_sinusoidal_no,0.68,0.0,1166.776,1175.712,True,True,False,0.627,0.642,0,1.896,1.901,0.718,1.005,0.632,,,,,,
Maize_yearly_False_window_8_lags_1_sinusoidal_no_quadratic,False,8,quadratic_lags_1_sinusoidal_no,0.715,0.0,1138.494,1147.372,False,True,False,0.691,0.619,0,1.944,1.949,0.42,,,1.006,0.523,,,,
Maize_yearly_False_window_8_lags_none_sinusoidal_yes_quadratic,False,8,quadratic_lags_none_sinusoidal_yes,0.705,0.0,1163.093,1174.263,True,False,False,0.682,0.643,0,1.991,2.103,0.786,,,,,1.021,1.091,0.034,0.366
Maize_yearly_False_window_8_lags_0_sinusoidal_yes_quadratic,False,8,quadratic_lags_0_sinusoidal_yes,0.734,0.0,1158.025,1171.43,True,False,False,0.769,0.491,0,1.993,2.108,0.727,1.01,0.028,,,1.022,1.083,0.02,0.169
Maize_yearly_False_window_8_lags_1_sinusoidal_yes_quadratic,False,8,quadratic_lags_1_sinusoidal_yes,0.742,0.0,1135.927,1149.244,True,True,False,0.761,0.628,0,2.045,2.158,0.645,,,1.006,0.444,1.017,1.09,0.053,0.149
Maize_yearly_True_window_8_lags_none_sinusoidal_no_quadratic,True,8,quadratic_lags_none_sinusoidal_no,0.709,0.0,615.704,620.536,True,True,False,0.536,0.658,0,2.171,2.171,0.105,,,,,,,,
