analysis_name,yearly_aggregate,window_size,config_type,r_squared,p_value,aic,bic,is_normal,is_homoscedastic,no_autocorrelation,durbin_watson,cv_r2_score,cv_r2_std,vif_PPT
LCB_yearly_False_window_1_lags_none_sinusoidal_no_linear,False,1,linear_lags_none_sinusoidal_no,0.276,0.079,215.84,216.809,True,True,True,2.132,-1.533,0,1.0
LCB_yearly_True_window_1_lags_none_sinusoidal_no_linear,True,1,linear_lags_none_sinusoidal_no,0.276,0.079,215.84,216.809,True,True,True,2.132,-1.533,0,1.0
LCB_yearly_False_window_2_lags_none_sinusoidal_no_linear,False,2,linear_lags_none_sinusoidal_no,0.479,0.013,206.123,207.093,True,True,False,1.407,-0.072,0,1.0
LCB_yearly_True_window_2_lags_none_sinusoidal_no_linear,True,2,linear_lags_none_sinusoidal_no,0.479,0.013,206.123,207.093,True,True,False,1.407,-0.072,0,1.0
LCB_yearly_False_window_3_lags_none_sinusoidal_no_linear,False,3,linear_lags_none_sinusoidal_no,0.768,0.0,195.1,196.069,True,True,True,1.533,0.703,0,1.0
LCB_yearly_True_window_3_lags_none_sinusoidal_no_linear,True,3,linear_lags_none_sinusoidal_no,0.768,0.0,195.1,196.069,True,True,True,1.533,0.703,0,1.0
LCB_yearly_False_window_4_lags_none_sinusoidal_no_linear,False,4,linear_lags_none_sinusoidal_no,0.901,0.0,182.095,183.065,True,True,True,2.194,0.897,0,1.0
LCB_yearly_True_window_4_lags_none_sinusoidal_no_linear,True,4,linear_lags_none_sinusoidal_no,0.901,0.0,182.095,183.065,True,True,True,2.194,0.897,0,1.0
