analysis_name,yearly_aggregate,window_size,config_type,r_squared,p_value,aic,bic,is_normal,is_homoscedastic,no_autocorrelation,durbin_watson,cv_r2_score,cv_r2_std,vif_PPT,vif_segment,p_value_segment,breakpoint
Alfalfa_yearly_False_window_1_lags_none_sinusoidal_no_piecewise,False,1,piecewise_lags_none_sinusoidal_no,0.361,0.122,155.949,156.857,True,True,False,1.379,-0.636,0,1.225,1.225,0.094,970.7223500555555
Alfalfa_yearly_True_window_1_lags_none_sinusoidal_no_piecewise,True,1,piecewise_lags_none_sinusoidal_no,0.361,0.122,155.949,156.857,True,True,False,1.379,-0.636,0,1.225,1.225,0.094,970.7223500555555
Alfalfa_yearly_False_window_2_lags_none_sinusoidal_no_piecewise,False,2,piecewise_lags_none_sinusoidal_no,0.535,0.035,147.849,148.757,True,True,False,0.83,-1.56,0,1.376,1.376,0.026,971.2668049267675
Alfalfa_yearly_True_window_2_lags_none_sinusoidal_no_piecewise,True,2,piecewise_lags_none_sinusoidal_no,0.535,0.035,147.849,148.757,True,True,False,0.83,-1.56,0,1.376,1.376,0.026,971.2668049267675
Alfalfa_yearly_False_window_3_lags_none_sinusoidal_no_piecewise,False,3,piecewise_lags_none_sinusoidal_no,0.488,0.037,147.678,148.586,True,True,False,0.742,-1.484,0,1.305,1.305,0.057,926.350516040404
Alfalfa_yearly_True_window_3_lags_none_sinusoidal_no_piecewise,True,3,piecewise_lags_none_sinusoidal_no,0.488,0.037,147.678,148.586,True,True,False,0.742,-1.484,0,1.305,1.305,0.057,926.350516040404
