analysis_name,yearly_aggregate,window_size,config_type,r_squared,p_value,aic,bic,is_normal,is_homoscedastic,no_autocorrelation,durbin_watson,cv_r2_score,cv_r2_std,vif_PPT,vif_segment,p_value_segment,breakpoint,vif_ortho_PPT_lag0,p_value_lag0,vif_ortho_PPT_lag1,p_value_lag1,vif_ortho_sin_cycle,vif_ortho_cos_cycle,p_value_sin,p_value_cos
Maize_yearly_True_window_4_lags_1_sinusoidal_no_piecewise,True,4,piecewise_lags_1_sinusoidal_no,0.718,0.0,609.447,615.781,True,True,False,0.867,0.682,0,1.801,1.932,0.109,789.3281580753787,,,1.132,0.411,,,,
Maize_yearly_True_window_4_lags_none_sinusoidal_yes_piecewise,True,4,piecewise_lags_none_sinusoidal_yes,0.652,0.0,637.185,645.24,True,True,False,0.791,0.359,0,1.875,1.961,0.215,770.0148816469697,,,,,1.001,1.085,0.033,0.652
Maize_yearly_True_window_4_lags_0_sinusoidal_yes_piecewise,True,4,piecewise_lags_0_sinusoidal_yes,0.702,0.0,633.359,643.025,True,True,False,0.985,0.031,0,1.881,1.975,0.115,770.0148816469697,1.025,0.02,,,1.002,1.068,0.028,0.946
Maize_yearly_True_window_4_lags_1_sinusoidal_yes_piecewise,True,4,piecewise_lags_1_sinusoidal_yes,0.763,0.0,607.265,616.766,True,True,False,0.976,0.721,0,1.898,2.168,0.143,789.3281580753787,,,1.148,0.299,1.007,1.115,0.031,0.503
Maize_yearly_False_window_5_lags_none_sinusoidal_no_piecewise,False,5,piecewise_lags_none_sinusoidal_no,0.502,0.0,1210.537,1217.239,True,True,False,0.591,0.474,0,2.042,2.042,0.02,793.8170978007273,,,,,,,,
Maize_yearly_False_window_5_lags_0_sinusoidal_no_piecewise,False,5,piecewise_lags_0_sinusoidal_no,0.527,0.0,1209.063,1217.999,True,True,False,0.683,0.363,0,2.042,2.042,0.012,793.8170978007273,1.0,0.072,,,,,,
Maize_yearly_False_window_5_lags_1_sinusoidal_no_piecewise,False,5,piecewise_lags_1_sinusoidal_no,0.553,0.0,1186.132,1195.01,True,True,False,0.73,0.488,0,2.096,2.162,0.005,794.1158464847273,,,1.065,0.388,,,,
Maize_yearly_False_window_5_lags_none_sinusoidal_yes_piecewise,False,5,piecewise_lags_none_sinusoidal_yes,0.547,0.0,1207.942,1219.112,True,True,False,0.651,0.493,0,2.081,2.119,0.006,793.8170978007273,,,,,1.0,1.038,0.02,0.376
Maize_yearly_False_window_5_lags_0_sinusoidal_yes_piecewise,False,5,piecewise_lags_0_sinusoidal_yes,0.568,0.0,1206.699,1220.104,True,True,False,0.732,0.245,0,2.083,2.121,0.005,793.8170978007273,1.0,0.059,,,1.0,1.039,0.018,0.627
Maize_yearly_False_window_5_lags_1_sinusoidal_yes_piecewise,False,5,piecewise_lags_1_sinusoidal_yes,0.589,0.0,1184.462,1197.779,True,True,False,0.784,0.391,0,2.149,2.266,0.002,794.1158464847273,,,1.068,0.387,1.0,1.048,0.026,0.629
Maize_yearly_True_window_5_lags_none_sinusoidal_no_piecewise,True,5,piecewise_lags_none_sinusoidal_no,0.622,0.0,630.514,635.346,True,True,False,0.594,0.53,0,1.525,1.525,0.086,804.8318096944781,,,,,,,,
Maize_yearly_True_window_5_lags_0_sinusoidal_no_piecewise,True,5,piecewise_lags_0_sinusoidal_no,0.625,0.0,632.255,638.698,True,True,False,0.614,0.477,0,1.525,1.526,0.079,804.8318096944781,1.0,0.633,,,,,,
Maize_yearly_True_window_5_lags_1_sinusoidal_no_piecewise,True,5,piecewise_lags_1_sinusoidal_no,0.751,0.0,599.785,606.119,True,True,False,0.874,0.643,0,1.525,1.667,0.021,813.4735844895454,,,1.142,0.754,,,,
Maize_yearly_True_window_5_lags_none_sinusoidal_yes_piecewise,True,5,piecewise_lags_none_sinusoidal_yes,0.677,0.0,628.76,636.814,True,False,False,0.704,0.52,0,1.589,1.711,0.03,804.8318096944781,,,,,1.014,1.108,0.082,0.161
Maize_yearly_True_window_5_lags_0_sinusoidal_yes_piecewise,True,5,piecewise_lags_0_sinusoidal_yes,0.681,0.0,630.317,639.983,True,False,False,0.739,0.412,0,1.589,1.711,0.026,804.8318096944781,1.0,0.479,,,1.014,1.107,0.088,0.15
Maize_yearly_True_window_5_lags_1_sinusoidal_yes_piecewise,True,5,piecewise_lags_1_sinusoidal_yes,0.777,0.0,599.845,609.346,True,True,False,0.929,0.636,0,1.653,2.073,0.041,813.4735844895454,,,1.177,0.688,1.046,1.197,0.084,0.705
Maize_yearly_False_window_6_lags_none_sinusoidal_no_piecewise,False,6,piecewise_lags_none_sinusoidal_no,0.56,0.0,1194.185,1200.887,True,False,False,0.605,0.537,0,1.706,1.706,0.084,824.7296746957577,,,,,,,,
Maize_yearly_False_window_6_lags_0_sinusoidal_no_piecewise,False,6,piecewise_lags_0_sinusoidal_no,0.589,0.0,1191.598,1200.534,True,True,False,0.72,0.204,0,1.706,1.706,0.056,824.7296746957577,1.0,0.038,,,,,,
Maize_yearly_False_window_6_lags_1_sinusoidal_no_piecewise,False,6,piecewise_lags_1_sinusoidal_no,0.616,0.0,1167.051,1175.929,True,True,False,0.725,0.515,0,1.615,1.64,0.018,834.3995438754209,,,1.025,0.93,,,,
Maize_yearly_False_window_6_lags_none_sinusoidal_yes_piecewise,False,6,piecewise_lags_none_sinusoidal_yes,0.598,0.0,1192.033,1203.204,True,False,False,0.654,0.515,0,1.779,1.883,0.037,824.7296746957577,,,,,1.001,1.104,0.019,0.629
Maize_yearly_False_window_6_lags_0_sinusoidal_yes_piecewise,False,6,piecewise_lags_0_sinusoidal_yes,0.628,0.0,1188.71,1202.115,True,True,False,0.777,0.461,0,1.782,1.889,0.028,824.7296746957577,1.0,0.03,,,1.001,1.107,0.013,0.901
Maize_yearly_False_window_6_lags_1_sinusoidal_yes_piecewise,False,6,piecewise_lags_1_sinusoidal_yes,0.645,0.0,1165.77,1179.087,True,True,False,0.777,0.484,0,1.679,1.809,0.012,834.3995438754209,,,1.028,0.966,1.0,1.103,0.029,0.948
Maize_yearly_True_window_6_lags_none_sinusoidal_no_piecewise,True,6,piecewise_lags_none_sinusoidal_no,0.646,0.0,625.017,629.85,False,True,False,0.435,0.56,0,1.361,1.361,0.05,822.9442348224916,,,,,,,,
Maize_yearly_True_window_6_lags_0_sinusoidal_no_piecewise,True,6,piecewise_lags_0_sinusoidal_no,0.729,0.0,617.088,623.531,False,True,False,0.895,0.327,0,1.369,1.389,0.037,822.9442348224916,1.02,0.003,,,,,,
Maize_yearly_True_window_6_lags_1_sinusoidal_no_piecewise,True,6,piecewise_lags_1_sinusoidal_no,0.806,0.0,587.009,593.343,True,True,False,0.89,0.73,0,1.383,1.489,0.002,822.9053263251402,,,1.106,0.785,,,,
