analysis_name,yearly_aggregate,window_size,config_type,r_squared,p_value,aic,bic,is_normal,is_homoscedastic,no_autocorrelation,durbin_watson,cv_r2_score,cv_r2_std,vif_PPT,vif_quadratic,p_value_quadratic,vif_ortho_PPT_lag1,p_value_lag1,vif_ortho_PPT_lag5,p_value_lag5,vif_ortho_sin_cycle,vif_ortho_cos_cycle,p_value_sin,p_value_cos
Croplands_cluster_2_yearly_True_window_2_lags_1_sinusoidal_yes_quadratic,True,2,quadratic_lags_1_sinusoidal_yes,0.015,0.991,542.049,550.043,True,True,False,0.547,-0.638,0,1.891,2.045,0.817,1.046,0.638,,,1.098,1.01,0.993,0.918
Croplands_cluster_2_yearly_True_window_2_lags_5_sinusoidal_yes_quadratic,True,2,quadratic_lags_5_sinusoidal_yes,0.177,0.085,465.26,472.328,True,True,False,0.93,-0.289,0,2.158,2.423,0.98,,,1.037,0.071,1.225,1.003,0.716,0.842
Croplands_cluster_2_yearly_False_window_3_lags_none_sinusoidal_no_quadratic,False,3,quadratic_lags_none_sinusoidal_no,0.01,0.879,1288.574,1295.277,True,True,False,0.91,-0.041,0,1.625,1.625,0.449,,,,,,,,
Croplands_cluster_2_yearly_False_window_3_lags_1_sinusoidal_no_quadratic,False,3,quadratic_lags_1_sinusoidal_no,0.071,0.593,1265.701,1274.579,True,True,False,0.902,0.039,0,1.636,1.636,0.443,1.001,0.041,,,,,,
Croplands_cluster_2_yearly_False_window_3_lags_5_sinusoidal_no_quadratic,False,3,quadratic_lags_5_sinusoidal_no,0.013,0.554,1197.967,1206.603,False,True,False,0.835,-0.102,0,1.701,1.708,0.599,,,1.007,0.546,,,,
Croplands_cluster_2_yearly_False_window_3_lags_none_sinusoidal_yes_quadratic,False,3,quadratic_lags_none_sinusoidal_yes,0.063,0.925,1288.759,1299.929,True,True,False,1.035,-0.037,0,1.693,1.801,0.197,,,,,1.107,1.002,0.069,0.658
Croplands_cluster_2_yearly_False_window_3_lags_1_sinusoidal_yes_quadratic,False,3,quadratic_lags_1_sinusoidal_yes,0.119,0.449,1266.075,1279.392,True,True,False,1.019,-0.043,0,1.703,1.811,0.192,1.001,0.032,,,1.106,1.001,0.072,0.841
Croplands_cluster_2_yearly_False_window_3_lags_5_sinusoidal_yes_quadratic,False,3,quadratic_lags_5_sinusoidal_yes,0.067,0.655,1198.317,1211.27,True,True,False,0.96,-0.109,0,1.808,1.967,0.246,,,1.008,0.567,1.151,1.0,0.072,0.809
Croplands_cluster_2_yearly_True_window_3_lags_none_sinusoidal_no_quadratic,True,3,quadratic_lags_none_sinusoidal_no,0.026,0.605,541.389,545.491,False,True,False,0.6,-0.776,0,1.806,1.806,0.456,,,,,,,,
Croplands_cluster_2_yearly_True_window_3_lags_1_sinusoidal_no_quadratic,True,3,quadratic_lags_1_sinusoidal_no,0.053,0.472,524.25,529.579,False,True,False,0.654,-0.728,0,1.859,1.862,0.342,1.002,0.571,,,,,,
Croplands_cluster_2_yearly_True_window_3_lags_5_sinusoidal_no_quadratic,True,3,quadratic_lags_5_sinusoidal_no,0.265,0.03,453.94,458.652,False,False,False,0.373,0.081,0,1.97,1.976,0.78,,,1.006,0.018,,,,
Croplands_cluster_2_yearly_True_window_3_lags_none_sinusoidal_yes_quadratic,True,3,quadratic_lags_none_sinusoidal_yes,0.052,0.617,544.581,551.418,False,True,False,0.604,-1.501,0,1.962,2.156,0.416,,,,,1.183,1.01,0.822,0.432
Croplands_cluster_2_yearly_True_window_3_lags_1_sinusoidal_yes_quadratic,True,3,quadratic_lags_1_sinusoidal_yes,0.07,0.487,527.742,535.735,False,True,False,0.644,-0.897,0,2.018,2.205,0.307,1.003,0.591,,,1.181,1.003,0.669,0.642
Croplands_cluster_2_yearly_True_window_3_lags_5_sinusoidal_yes_quadratic,True,3,quadratic_lags_5_sinusoidal_yes,0.284,0.036,457.337,464.405,True,False,False,0.381,-0.055,0,2.384,2.82,0.568,,,1.009,0.023,1.423,1.004,0.529,0.814
Croplands_cluster_2_yearly_False_window_4_lags_none_sinusoidal_no_quadratic,False,4,quadratic_lags_none_sinusoidal_no,0.029,0.604,1274.546,1281.248,True,True,False,0.714,-0.0,0,1.613,1.613,0.168,,,,,,,,
Croplands_cluster_2_yearly_False_window_4_lags_1_sinusoidal_no_quadratic,False,4,quadratic_lags_1_sinusoidal_no,0.067,0.377,1253.082,1261.96,True,True,False,0.689,-0.001,0,1.62,1.623,0.199,1.002,0.091,,,,,,
Croplands_cluster_2_yearly_False_window_4_lags_5_sinusoidal_no_quadratic,False,4,quadratic_lags_5_sinusoidal_no,0.021,0.847,1187.179,1195.814,True,True,False,0.684,-0.009,0,1.686,1.699,0.266,,,1.012,0.908,,,,
Croplands_cluster_2_yearly_False_window_4_lags_none_sinusoidal_yes_quadratic,False,4,quadratic_lags_none_sinusoidal_yes,0.143,0.318,1269.977,1281.147,True,True,False,0.838,0.077,0,1.696,1.832,0.021,,,,,1.127,1.009,0.005,0.819
Croplands_cluster_2_yearly_False_window_4_lags_1_sinusoidal_yes_quadratic,False,4,quadratic_lags_1_sinusoidal_yes,0.172,0.19,1248.948,1262.265,True,True,False,0.808,-0.001,0,1.705,1.844,0.026,1.003,0.069,,,1.131,1.006,0.007,0.866
Croplands_cluster_2_yearly_False_window_4_lags_5_sinusoidal_yes_quadratic,False,4,quadratic_lags_5_sinusoidal_yes,0.141,0.594,1182.829,1195.783,True,True,False,0.821,-0.011,0,1.813,2.012,0.03,,,1.014,0.994,1.182,1.002,0.006,0.94
Croplands_cluster_2_yearly_True_window_4_lags_none_sinusoidal_no_quadratic,True,4,quadratic_lags_none_sinusoidal_no,0.056,0.717,537.267,541.369,True,True,False,0.334,-0.452,0,1.633,1.633,0.227,,,,,,,,
Croplands_cluster_2_yearly_True_window_4_lags_1_sinusoidal_no_quadratic,True,4,quadratic_lags_1_sinusoidal_no,0.078,0.689,520.411,525.74,True,True,False,0.364,-0.399,0,1.683,1.701,0.171,1.017,0.948,,,,,,
Croplands_cluster_2_yearly_True_window_4_lags_5_sinusoidal_no_quadratic,True,4,quadratic_lags_5_sinusoidal_no,0.195,0.12,454.559,459.271,True,True,False,0.501,-0.875,0,1.748,1.788,0.699,,,1.04,0.094,,,,
Croplands_cluster_2_yearly_True_window_4_lags_none_sinusoidal_yes_quadratic,True,4,quadratic_lags_none_sinusoidal_yes,0.092,0.739,540.132,546.969,True,True,False,0.349,-0.76,0,1.727,1.876,0.159,,,,,1.045,1.104,0.816,0.345
Croplands_cluster_2_yearly_True_window_4_lags_1_sinusoidal_yes_quadratic,True,4,quadratic_lags_1_sinusoidal_yes,0.104,0.72,523.609,531.602,True,True,False,0.379,-0.305,0,1.776,1.931,0.134,1.02,0.988,,,1.039,1.097,0.745,0.464
Croplands_cluster_2_yearly_True_window_4_lags_5_sinusoidal_yes_quadratic,True,4,quadratic_lags_5_sinusoidal_yes,0.218,0.154,457.867,464.935,True,True,False,0.526,-1.39,0,1.992,2.373,0.504,,,1.054,0.13,1.171,1.156,0.605,0.576
