analysis_name,yearly_aggregate,window_size,config_type,r_squared,p_value,aic,bic,is_normal,is_homoscedastic,no_autocorrelation,durbin_watson,cv_r2_score,cv_r2_std,vif_PPT,vif_spline_0,vif_spline_1,vif_spline_2,p_value_spline_0,p_value_spline_1,p_value_spline_2,knots,vif_ortho_PPT_lag1,p_value_lag1,vif_ortho_PPT_lag2,p_value_lag2,vif_ortho_PPT_lag3,p_value_lag3,vif_ortho_PPT_lag4,p_value_lag4,vif_ortho_PPT_lag5,p_value_lag5,vif_ortho_sin_cycle,vif_ortho_cos_cycle,p_value_sin,p_value_cos
Croplands_yearly_False_window_9_lags_2_sinusoidal_no_spline,False,9,spline_lags_2_sinusoidal_no,0.377,0.0,2981.251,3000.206,True,False,False,0.484,0.338,0,1.0,1.001,1.017,1.0,0.009,0.736,0.826,"[np.float64(547.2989333333334), np.float64(715.143354), np.float64(793.078533), np.float64(847.736876), np.float64(1028.0749543555555)]",,,1.018,0.665,,,,,,,,,,
Croplands_yearly_False_window_9_lags_3_sinusoidal_no_spline,False,9,spline_lags_3_sinusoidal_no,0.103,0.0,3121.234,3140.154,False,False,False,0.727,0.083,0,1.0,1.0,1.031,1.004,0.261,0.085,0.887,"[np.float64(547.2989333333333), np.float64(714.821076), np.float64(792.258956), np.float64(846.257357), np.float64(1028.0749543555555)]",,,,,1.036,0.51,,,,,,,,
Croplands_yearly_False_window_9_lags_4_sinusoidal_no_spline,False,9,spline_lags_4_sinusoidal_no,0.376,0.0,2947.118,2966.003,False,False,False,0.487,0.328,0,1.0,1.001,1.036,1.01,0.011,0.76,0.718,"[np.float64(547.2989333333334), np.float64(714.004919), np.float64(791.635611), np.float64(844.109465), np.float64(1028.0749543555555)]",,,,,,,1.046,0.34,,,,,,
Croplands_yearly_False_window_9_lags_5_sinusoidal_no_spline,False,9,spline_lags_5_sinusoidal_no,0.128,0.0,3082.377,3101.227,False,False,False,0.663,0.051,0,1.0,1.005,1.05,1.007,0.232,0.121,0.049,"[np.float64(547.2989333333334), np.float64(706.981244), np.float64(791.012266), np.float64(845.414855), np.float64(1028.0749543555555)]",,,,,,,,,1.062,0.465,,,,
Croplands_yearly_False_window_9_lags_none_sinusoidal_yes_spline,False,9,spline_lags_none_sinusoidal_yes,0.371,0.0,3015.267,3037.46,False,False,False,0.491,0.331,0,1.0,1.203,1.106,1.007,0.03,0.567,0.561,"[np.float64(547.2989333333334), np.float64(715.798557), np.float64(793.932833), np.float64(846.1795), np.float64(1028.0749543555555)]",,,,,,,,,,,1.1,1.215,0.494,0.725
Croplands_yearly_False_window_9_lags_1_sinusoidal_yes_spline,False,9,spline_lags_1_sinusoidal_yes,0.372,0.0,3000.899,3026.218,False,False,False,0.506,0.283,0,1.0,1.204,1.122,1.01,0.026,0.554,0.805,"[np.float64(547.2989333333333), np.float64(715.469891), np.float64(793.898111), np.float64(848.19371), np.float64(1028.0749543555555)]",1.009,0.401,,,,,,,,,1.102,1.225,0.551,0.848
Croplands_yearly_False_window_9_lags_2_sinusoidal_yes_spline,False,9,spline_lags_2_sinusoidal_yes,0.378,0.0,2984.947,3010.22,True,False,False,0.485,0.303,0,1.0,1.215,1.151,1.026,0.023,0.731,0.846,"[np.float64(547.2989333333334), np.float64(715.143354), np.float64(793.078533), np.float64(847.736876), np.float64(1028.0749543555555)]",,,1.021,0.688,,,,,,,1.127,1.244,0.754,0.692
Croplands_yearly_False_window_9_lags_3_sinusoidal_yes_spline,False,9,spline_lags_3_sinusoidal_yes,0.109,0.0,3124.061,3149.288,False,False,False,0.741,0.062,0,1.0,1.215,1.186,1.012,0.331,0.072,0.945,"[np.float64(547.2989333333333), np.float64(714.821076), np.float64(792.258956), np.float64(846.257357), np.float64(1028.0749543555555)]",,,,,1.041,0.481,,,,,1.111,1.262,0.361,0.669
Croplands_yearly_False_window_9_lags_4_sinusoidal_yes_spline,False,9,spline_lags_4_sinusoidal_yes,0.378,0.0,2950.702,2975.882,False,False,False,0.492,0.317,0,1.0,1.215,1.213,1.012,0.02,0.651,0.741,"[np.float64(547.2989333333334), np.float64(714.004919), np.float64(791.635611), np.float64(844.109465), np.float64(1028.0749543555555)]",,,,,,,1.051,0.354,,,1.124,1.265,0.549,0.906
Croplands_yearly_False_window_9_lags_5_sinusoidal_yes_spline,False,9,spline_lags_5_sinusoidal_yes,0.137,0.0,3084.688,3109.821,False,False,False,0.68,0.029,0,1.0,1.217,1.254,1.012,0.398,0.127,0.042,"[np.float64(547.2989333333334), np.float64(706.981244), np.float64(791.012266), np.float64(845.414855), np.float64(1028.0749543555555)]",,,,,,,,,1.067,0.423,1.131,1.284,0.41,0.392
Croplands_yearly_True_window_9_lags_none_sinusoidal_no_spline,True,9,spline_lags_none_sinusoidal_no,0.65,0.0,601.409,609.726,False,False,False,0.2,0.53,0,1.0,1.0,1.0,1.0,0.342,0.645,0.17,"[np.float64(642.8428746296297), np.float64(712.854018), np.float64(745.624867), np.float64(791.004822), np.float64(868.2264462561376)]",,,,,,,,,,,,,,
Croplands_yearly_True_window_9_lags_1_sinusoidal_no_spline,True,9,spline_lags_1_sinusoidal_no,0.787,0.0,569.085,578.911,True,True,False,0.792,0.739,0,1.0,1.004,1.021,1.164,0.075,0.158,0.127,"[np.float64(642.8428746296296), np.float64(719.915701), np.float64(738.15621), np.float64(775.688824), np.float64(868.2264462561375)]",1.188,0.0,,,,,,,,,,,,
Croplands_yearly_True_window_9_lags_2_sinusoidal_no_spline,True,9,spline_lags_2_sinusoidal_no,0.826,0.0,548.3,557.965,True,True,False,0.673,0.764,0,1.0,1.002,1.027,1.007,0.124,0.114,0.24,"[np.float64(642.8428746296297), np.float64(717.693839), np.float64(756.260011), np.float64(792.203133), np.float64(868.2264462561376)]",,,1.036,0.0,,,,,,,,,,
Croplands_yearly_True_window_9_lags_3_sinusoidal_no_spline,True,9,spline_lags_3_sinusoidal_no,0.804,0.0,539.234,548.735,True,True,False,0.709,0.665,0,1.0,1.054,1.017,1.025,0.355,0.155,0.098,"[np.float64(642.8428746296297), np.float64(705.968379), np.float64(730.15308), np.float64(788.796895), np.float64(868.2264462561376)]",,,,,1.097,0.0,,,,,,,,
Croplands_yearly_True_window_9_lags_4_sinusoidal_no_spline,True,9,spline_lags_4_sinusoidal_no,0.787,0.0,528.264,537.596,True,True,False,0.396,0.615,0,1.0,1.14,1.005,1.0,0.781,0.205,0.898,"[np.float64(642.8428746296296), np.float64(707.00607), np.float64(728.832664), np.float64(790.058567), np.float64(868.2264462561375)]",,,,,,,1.145,0.0,,,,,,
Croplands_yearly_True_window_9_lags_5_sinusoidal_no_spline,True,9,spline_lags_5_sinusoidal_no,0.863,0.0,498.762,507.92,True,True,False,0.691,0.809,0,1.0,1.076,1.0,1.005,0.538,0.135,0.762,"[np.float64(642.8428746296297), np.float64(724.240532), np.float64(751.221844), np.float64(791.32024), np.float64(868.2264462561375)]",,,,,,,,,1.082,0.0,,,,
Croplands_yearly_True_window_9_lags_none_sinusoidal_yes_spline,True,9,spline_lags_none_sinusoidal_yes,0.675,0.0,602.507,614.152,False,False,False,0.281,0.523,0,1.0,1.046,1.07,1.235,0.469,0.378,0.061,"[np.float64(642.8428746296297), np.float64(712.854018), np.float64(745.624867), np.float64(791.004822), np.float64(868.2264462561376)]",,,,,,,,,,,1.288,1.063,0.147,0.524
Croplands_yearly_True_window_9_lags_1_sinusoidal_yes_spline,True,9,spline_lags_1_sinusoidal_yes,0.793,0.0,571.885,584.985,True,True,False,0.871,0.709,0,1.0,1.083,1.048,1.191,0.055,0.22,0.124,"[np.float64(642.8428746296296), np.float64(719.915701), np.float64(738.15621), np.float64(775.688824), np.float64(868.2264462561375)]",1.193,0.0,,,,,,,,,1.051,1.077,0.655,0.383
Croplands_yearly_True_window_9_lags_2_sinusoidal_yes_spline,True,9,spline_lags_2_sinusoidal_yes,0.829,0.0,551.64,564.528,True,True,False,0.696,0.63,0,1.0,1.056,1.105,1.082,0.12,0.186,0.328,"[np.float64(642.8428746296297), np.float64(717.693839), np.float64(756.260011), np.float64(792.203133), np.float64(868.2264462561376)]",,,1.042,0.0,,,,,,,1.061,1.139,0.478,0.895
Croplands_yearly_True_window_9_lags_3_sinusoidal_yes_spline,True,9,spline_lags_3_sinusoidal_yes,0.805,0.0,543.032,555.7,False,True,False,0.723,0.628,0,1.0,1.095,1.17,1.429,0.343,0.241,0.148,"[np.float64(642.8428746296297), np.float64(705.968379), np.float64(730.15308), np.float64(788.796895), np.float64(868.2264462561376)]",,,,,1.104,0.0,,,,,1.12,1.471,0.727,0.843
Croplands_yearly_True_window_9_lags_4_sinusoidal_yes_spline,True,9,spline_lags_4_sinusoidal_yes,0.795,0.0,530.937,543.379,True,True,False,0.39,0.556,0,1.0,1.173,1.139,1.044,0.905,0.193,0.852,"[np.float64(642.8428746296296), np.float64(707.00607), np.float64(728.832664), np.float64(790.058567), np.float64(868.2264462561375)]",,,,,,,1.152,0.0,,,1.161,1.044,0.946,0.316
Croplands_yearly_True_window_9_lags_5_sinusoidal_yes_spline,True,9,spline_lags_5_sinusoidal_yes,0.88,0.0,498.35,510.561,True,True,False,0.7,0.835,0,1.0,1.105,1.11,1.132,0.692,0.09,0.599,"[np.float64(642.8428746296297), np.float64(724.240532), np.float64(751.221844), np.float64(791.32024), np.float64(868.2264462561375)]",,,,,,,,,1.084,0.0,1.208,1.055,0.721,0.076
Croplands_yearly_False_window_10_lags_none_sinusoidal_no_spline,False,10,spline_lags_none_sinusoidal_no,0.377,0.0,2995.565,3011.418,True,False,False,0.493,0.361,0,1.0,1.0,1.0,1.0,0.034,0.536,0.886,"[np.float64(565.66904), np.float64(695.475912), np.float64(782.843001), np.float64(853.103172), np.float64(1022.8263589200002)]",,,,,,,,,,,,,,
Croplands_yearly_False_window_10_lags_1_sinusoidal_no_spline,False,10,spline_lags_1_sinusoidal_no,0.385,0.0,2979.143,2998.131,True,True,False,0.532,0.34,0,1.0,1.001,1.013,1.001,0.053,0.182,0.862,"[np.float64(565.66904), np.float64(718.90564), np.float64(810.82959), np.float64(857.287087), np.float64(1022.82635892)]",1.014,0.123,,,,,,,,,,,,
Croplands_yearly_False_window_10_lags_2_sinusoidal_no_spline,False,10,spline_lags_2_sinusoidal_no,0.392,0.0,2963.287,2982.241,True,False,False,0.518,0.332,0,1.0,1.001,1.021,1.003,0.029,0.201,0.924,"[np.float64(565.66904), np.float64(718.544131), np.float64(809.518005), np.float64(858.142962), np.float64(1022.8263589200002)]",,,1.024,0.163,,,,,,,,,,
Croplands_yearly_False_window_10_lags_3_sinusoidal_no_spline,False,10,spline_lags_3_sinusoidal_no,0.137,0.0,3073.696,3092.616,False,False,False,0.702,0.075,0,1.0,1.002,1.027,1.001,0.307,0.101,0.518,"[np.float64(565.66904), np.float64(694.740467), np.float64(780.19238), np.float64(858.171838), np.float64(1022.82635892)]",,,,,1.03,0.876,,,,,,,,
Croplands_yearly_False_window_10_lags_4_sinusoidal_no_spline,False,10,spline_lags_4_sinusoidal_no,0.388,0.0,2930.429,2949.314,True,False,False,0.504,0.334,0,1.0,1.003,1.034,1.008,0.027,0.472,0.67,"[np.float64(565.66904), np.float64(716.924548), np.float64(788.64425), np.float64(853.959047), np.float64(1022.8263589200002)]",,,,,,,1.045,0.24,,,,,,
Croplands_yearly_False_window_10_lags_5_sinusoidal_no_spline,False,10,spline_lags_5_sinusoidal_no,0.145,0.0,3038.619,3057.469,False,False,False,0.72,0.09,0,1.0,1.008,1.038,1.003,0.342,0.116,0.298,"[np.float64(565.66904), np.float64(708.54373), np.float64(788.2908), np.float64(855.363311), np.float64(1022.8263589200002)]",,,,,,,,,1.05,0.461,,,,
Croplands_yearly_False_window_10_lags_none_sinusoidal_yes_spline,False,10,spline_lags_none_sinusoidal_yes,0.38,0.0,2998.636,3020.829,True,False,False,0.503,0.349,0,1.0,1.219,1.119,1.016,0.052,0.443,0.823,"[np.float64(565.66904), np.float64(695.475912), np.float64(782.843001), np.float64(853.103172), np.float64(1022.8263589200002)]",,,,,,,,,,,1.159,1.196,0.424,0.692
Croplands_yearly_False_window_10_lags_1_sinusoidal_yes_spline,False,10,spline_lags_1_sinusoidal_yes,0.388,0.0,2982.441,3007.76,True,False,False,0.541,0.3,0,1.0,1.132,1.184,1.002,0.064,0.153,0.882,"[np.float64(565.66904), np.float64(718.90564), np.float64(810.82959), np.float64(857.287087), np.float64(1022.82635892)]",1.017,0.127,,,,,,,,,1.093,1.207,0.433,0.892
Croplands_yearly_False_window_10_lags_2_sinusoidal_yes_spline,False,10,spline_lags_2_sinusoidal_yes,0.393,0.0,2966.912,2992.184,True,False,False,0.524,0.306,0,1.0,1.142,1.226,1.021,0.04,0.196,0.891,"[np.float64(565.66904), np.float64(718.544131), np.float64(809.518005), np.float64(858.142962), np.float64(1022.8263589200002)]",,,1.031,0.17,,,,,,,1.115,1.244,0.576,0.893
Croplands_yearly_False_window_10_lags_3_sinusoidal_yes_spline,False,10,spline_lags_3_sinusoidal_yes,0.139,0.0,3077.13,3102.356,False,False,False,0.709,0.075,0,1.0,1.211,1.197,1.007,0.375,0.102,0.489,"[np.float64(565.66904), np.float64(694.740467), np.float64(780.19238), np.float64(858.171838), np.float64(1022.82635892)]",,,,,1.033,0.849,,,,,1.161,1.221,0.566,0.702
Croplands_yearly_False_window_10_lags_4_sinusoidal_yes_spline,False,10,spline_lags_4_sinusoidal_yes,0.391,0.0,2933.689,2958.869,True,False,False,0.513,0.325,0,1.0,1.197,1.247,1.023,0.035,0.369,0.742,"[np.float64(565.66904), np.float64(716.924548), np.float64(788.64425), np.float64(853.959047), np.float64(1022.8263589200002)]",,,,,,,1.049,0.248,,,1.166,1.253,0.416,0.926
Croplands_yearly_False_window_10_lags_5_sinusoidal_yes_spline,False,10,spline_lags_5_sinusoidal_yes,0.149,0.0,3041.928,3067.061,False,False,False,0.722,0.075,0,1.0,1.204,1.28,1.023,0.528,0.177,0.323,"[np.float64(565.66904), np.float64(708.54373), np.float64(788.2908), np.float64(855.363311), np.float64(1022.8263589200002)]",,,,,,,,,1.054,0.431,1.185,1.268,0.821,0.461
Croplands_yearly_True_window_10_lags_none_sinusoidal_no_spline,True,10,spline_lags_none_sinusoidal_no,0.651,0.0,597.159,605.476,True,False,False,0.185,0.527,0,1.0,1.0,1.0,1.0,0.375,0.888,0.41,"[np.float64(646.0476621366668), np.float64(713.121709), np.float64(745.767952), np.float64(784.160967), np.float64(870.0811699796666)]",,,,,,,,,,,,,,
Croplands_yearly_True_window_10_lags_1_sinusoidal_no_spline,True,10,spline_lags_1_sinusoidal_no,0.78,0.0,566.284,576.11,True,True,False,0.837,0.695,0,1.0,1.007,1.028,1.0,0.09,0.985,0.081,"[np.float64(646.0476621366666), np.float64(711.750511), np.float64(752.67311), np.float64(800.889083), np.float64(870.0811699796666)]",1.035,0.0,,,,,,,,,,,,
Croplands_yearly_True_window_10_lags_2_sinusoidal_no_spline,True,10,spline_lags_2_sinusoidal_no,0.823,0.0,545.03,554.696,True,True,False,0.589,0.763,0,1.0,1.025,1.041,1.004,0.36,0.371,0.881,"[np.float64(646.0476621366668), np.float64(710.379313), np.float64(756.260011), np.float64(791.30215), np.float64(870.0811699796666)]",,,1.07,0.0,,,,,,,,,,
Croplands_yearly_True_window_10_lags_3_sinusoidal_no_spline,True,10,spline_lags_3_sinusoidal_no,0.792,0.0,537.742,547.243,True,True,False,0.474,0.587,0,1.0,1.146,1.022,1.041,0.648,0.511,0.665,"[np.float64(646.0476621366668), np.float64(709.920831), np.float64(729.166812), np.float64(793.494247), np.float64(870.0811699796666)]",,,,,1.209,0.0,,,,,,,,
Croplands_yearly_True_window_10_lags_4_sinusoidal_no_spline,True,10,spline_lags_4_sinusoidal_no,0.783,0.0,525.322,534.654,True,True,False,0.387,0.612,0,1.0,1.019,1.02,1.008,0.808,0.467,0.64,"[np.float64(646.0476621366666), np.float64(713.129828), np.float64(770.829699), np.float64(813.719067), np.float64(870.0811699796666)]",,,,,,,1.047,0.0,,,,,,
Croplands_yearly_True_window_10_lags_5_sinusoidal_no_spline,True,10,spline_lags_5_sinusoidal_no,0.879,0.0,490.824,499.983,True,True,False,0.67,0.829,0,1.0,1.036,1.0,1.003,0.613,0.467,0.147,"[np.float64(646.0476621366668), np.float64(716.243707), np.float64(766.29282), np.float64(797.974557), np.float64(870.0811699796666)]",,,,,,,,,1.039,0.0,,,,
Croplands_yearly_True_window_10_lags_none_sinusoidal_yes_spline,True,10,spline_lags_none_sinusoidal_yes,0.666,0.0,599.473,611.118,True,False,False,0.236,0.513,0,1.0,1.103,1.004,1.213,0.605,0.947,0.221,"[np.float64(646.0476621366668), np.float64(713.121709), np.float64(745.767952), np.float64(784.160967), np.float64(870.0811699796666)]",,,,,,,,,,,1.271,1.049,0.295,0.54
Croplands_yearly_True_window_10_lags_1_sinusoidal_yes_spline,True,10,spline_lags_1_sinusoidal_yes,0.785,0.0,569.318,582.419,True,True,False,0.925,0.682,0,1.0,1.101,1.029,1.052,0.071,0.996,0.115,"[np.float64(646.0476621366666), np.float64(711.750511), np.float64(752.67311), np.float64(800.889083), np.float64(870.0811699796666)]",1.036,0.001,,,,,,,,,1.1,1.045,0.387,0.987
Croplands_yearly_True_window_10_lags_2_sinusoidal_yes_spline,True,10,spline_lags_2_sinusoidal_yes,0.84,0.0,545.232,558.119,True,True,False,0.698,0.695,0,1.0,1.128,1.049,1.109,0.18,0.38,0.694,"[np.float64(646.0476621366668), np.float64(710.379313), np.float64(756.260011), np.float64(791.30215), np.float64(870.0811699796666)]",,,1.076,0.0,,,,,,,1.192,1.018,0.091,0.823
Croplands_yearly_True_window_10_lags_3_sinusoidal_yes_spline,True,10,spline_lags_3_sinusoidal_yes,0.804,0.0,539.604,552.272,True,True,False,0.488,0.508,0,1.0,1.216,1.047,1.09,0.554,0.567,0.744,"[np.float64(646.0476621366668), np.float64(709.920831), np.float64(729.166812), np.float64(793.494247), np.float64(870.0811699796666)]",,,,,1.218,0.0,,,,,1.1,1.035,0.464,0.305
Croplands_yearly_True_window_10_lags_4_sinusoidal_yes_spline,True,10,spline_lags_4_sinusoidal_yes,0.798,0.0,526.844,539.287,True,True,False,0.371,0.538,0,1.0,1.043,1.107,1.106,0.95,0.412,0.736,"[np.float64(646.0476621366666), np.float64(713.129828), np.float64(770.829699), np.float64(813.719067), np.float64(870.0811699796666)]",,,,,,,1.048,0.0,,,1.195,1.014,0.827,0.174
Croplands_yearly_True_window_10_lags_5_sinusoidal_yes_spline,True,10,spline_lags_5_sinusoidal_yes,0.903,0.0,487.425,499.636,True,True,False,0.67,0.83,0,1.0,1.105,1.026,1.016,0.889,0.305,0.139,"[np.float64(646.0476621366668), np.float64(716.243707), np.float64(766.29282), np.float64(797.974557), np.float64(870.0811699796666)]",,,,,,,,,1.042,0.0,1.096,1.009,0.579,0.02
