analysis_name,yearly_aggregate,window_size,config_type,r_squared,p_value,aic,bic,is_normal,is_homoscedastic,no_autocorrelation,durbin_watson,cv_r2_score,cv_r2_std,vif_PPT,vif_segment,p_value_segment,breakpoint,vif_ortho_PPT_lag2,p_value_lag2,vif_ortho_PPT_lag3,p_value_lag3,vif_ortho_PPT_lag4,p_value_lag4,vif_ortho_PPT_lag5,p_value_lag5,vif_ortho_PPT_lag6,p_value_lag6,vif_ortho_sin_cycle,vif_ortho_cos_cycle,p_value_sin,p_value_cos
CPER-Cluster_2_yearly_True_window_4_lags_6_sinusoidal_no_piecewise,True,4,piecewise_lags_6_sinusoidal_no,0.871,0.148,75.063,75.381,True,True,False,3.346,0.29,0,4.326,11.988,0.293,326.14398987670035,,,,,,,,,8.663,0.12,,,,
CPER-Cluster_2_yearly_True_window_4_lags_none_sinusoidal_yes_piecewise,True,4,piecewise_lags_none_sinusoidal_yes,0.391,0.471,138.187,141.382,True,True,True,1.576,-1.624,0,2.998,3.806,0.257,303.6901409536364,,,,,,,,,,,1.035,1.773,0.323,0.552
CPER-Cluster_2_yearly_True_window_4_lags_2_sinusoidal_yes_piecewise,True,4,piecewise_lags_2_sinusoidal_yes,0.617,0.959,120.856,123.766,True,True,True,1.971,-2652.992,0,5.73,9.22,0.497,302.1186075456734,4.316,0.107,,,,,,,,,1.173,1.001,0.771,0.609
CPER-Cluster_2_yearly_True_window_4_lags_3_sinusoidal_yes_piecewise,True,4,piecewise_lags_3_sinusoidal_yes,0.635,0.115,115.394,117.781,True,True,True,1.924,-7.815,0,1.945,3.28,0.31,317.9168260015152,,,2.224,0.508,,,,,,,1.018,1.092,0.722,0.963
CPER-Cluster_2_yearly_True_window_4_lags_4_sinusoidal_yes_piecewise,True,4,piecewise_lags_4_sinusoidal_yes,0.547,0.253,110.963,112.778,True,True,False,1.038,-819.631,0,86.447,134.819,0.195,297.5152646641414,,,,,42.031,0.6,,,,,4.717,4.624,0.834,0.826
CPER-Cluster_2_yearly_True_window_4_lags_5_sinusoidal_yes_piecewise,True,4,piecewise_lags_5_sinusoidal_yes,0.796,0.685,84.145,85.328,True,True,False,3.493,-0.187,0,12.413,18.279,0.407,304.11583240242425,,,,,,,3.522,0.83,,,1.031,4.313,0.138,0.316
CPER-Cluster_2_yearly_True_window_4_lags_6_sinusoidal_yes_piecewise,True,4,piecewise_lags_6_sinusoidal_yes,0.876,0.636,78.733,79.21,True,True,False,3.278,-3.807,0,16.337,55.283,0.935,326.14398987670035,,,,,,,,,36.335,0.733,3.627,1.985,0.817,0.893
CPER-Cluster_2_yearly_False_window_5_lags_none_sinusoidal_no_piecewise,False,5,piecewise_lags_none_sinusoidal_no,0.113,0.767,131.327,133.244,True,True,True,1.643,-0.364,0,2.572,2.572,0.564,305.44397134989896,,,,,,,,,,,,,,
CPER-Cluster_2_yearly_False_window_5_lags_2_sinusoidal_no_piecewise,False,5,piecewise_lags_2_sinusoidal_no,0.297,0.128,120.606,122.545,True,True,False,0.9,-7.44,0,1.847,3.298,0.679,315.82335721239053,2.451,0.443,,,,,,,,,,,,
CPER-Cluster_2_yearly_False_window_5_lags_3_sinusoidal_no_piecewise,False,5,piecewise_lags_3_sinusoidal_no,0.485,0.086,107.997,109.589,True,True,True,1.591,-0.513,0,10.083,14.112,0.168,301.7307636872727,,,5.029,0.921,,,,,,,,,,
CPER-Cluster_2_yearly_False_window_5_lags_4_sinusoidal_no_piecewise,False,5,piecewise_lags_4_sinusoidal_no,0.305,0.262,98.661,99.872,False,True,False,1.285,-21.243,0,2.162,3.525,0.835,315.80609229287876,,,,,2.363,0.167,,,,,,,,
CPER-Cluster_2_yearly_False_window_5_lags_none_sinusoidal_yes_piecewise,False,5,piecewise_lags_none_sinusoidal_yes,0.151,0.55,134.729,137.925,True,True,True,1.787,-10.56,0,2.989,3.255,0.457,305.44397134989896,,,,,,,,,,,1.132,1.134,0.579,0.89
CPER-Cluster_2_yearly_False_window_5_lags_2_sinusoidal_yes_piecewise,False,5,piecewise_lags_2_sinusoidal_yes,0.47,0.079,121.203,124.112,True,True,False,1.427,-33.107,0,2.002,3.902,0.382,315.82335721239053,2.717,0.407,,,,,,,,,1.033,1.15,0.229,0.608
CPER-Cluster_2_yearly_False_window_5_lags_3_sinusoidal_yes_piecewise,False,5,piecewise_lags_3_sinusoidal_yes,0.565,0.101,110.129,112.517,True,True,True,1.86,-5.567,0,10.729,15.116,0.194,301.7307636872727,,,5.316,0.771,,,,,,,1.031,1.041,0.905,0.382
CPER-Cluster_2_yearly_False_window_5_lags_4_sinusoidal_yes_piecewise,False,5,piecewise_lags_4_sinusoidal_yes,0.322,0.486,102.408,104.224,True,True,False,1.444,-6.973,0,4.701,11.226,0.806,315.80609229287876,,,,,5.341,0.409,,,,,2.971,1.214,0.852,0.884
CPER-Cluster_2_yearly_True_window_5_lags_none_sinusoidal_no_piecewise,True,5,piecewise_lags_none_sinusoidal_no,0.113,0.767,131.327,133.244,True,True,True,1.643,-0.364,0,2.572,2.572,0.564,305.44397134989896,,,,,,,,,,,,,,
CPER-Cluster_2_yearly_True_window_5_lags_2_sinusoidal_no_piecewise,True,5,piecewise_lags_2_sinusoidal_no,0.297,0.128,120.606,122.545,True,True,False,0.9,-7.44,0,1.847,3.298,0.679,315.82335721239053,2.451,0.443,,,,,,,,,,,,
CPER-Cluster_2_yearly_True_window_5_lags_3_sinusoidal_no_piecewise,True,5,piecewise_lags_3_sinusoidal_no,0.485,0.086,107.997,109.589,True,True,True,1.591,-0.513,0,10.083,14.112,0.168,301.7307636872727,,,5.029,0.921,,,,,,,,,,
CPER-Cluster_2_yearly_True_window_5_lags_4_sinusoidal_no_piecewise,True,5,piecewise_lags_4_sinusoidal_no,0.305,0.262,98.661,99.872,False,True,False,1.285,-21.243,0,2.162,3.525,0.835,315.80609229287876,,,,,2.363,0.167,,,,,,,,
CPER-Cluster_2_yearly_True_window_5_lags_none_sinusoidal_yes_piecewise,True,5,piecewise_lags_none_sinusoidal_yes,0.151,0.55,134.729,137.925,True,True,True,1.787,-10.56,0,2.989,3.255,0.457,305.44397134989896,,,,,,,,,,,1.132,1.134,0.579,0.89
CPER-Cluster_2_yearly_True_window_5_lags_2_sinusoidal_yes_piecewise,True,5,piecewise_lags_2_sinusoidal_yes,0.47,0.079,121.203,124.112,True,True,False,1.427,-33.107,0,2.002,3.902,0.382,315.82335721239053,2.717,0.407,,,,,,,,,1.033,1.15,0.229,0.608
CPER-Cluster_2_yearly_True_window_5_lags_3_sinusoidal_yes_piecewise,True,5,piecewise_lags_3_sinusoidal_yes,0.565,0.101,110.129,112.517,True,True,True,1.86,-5.567,0,10.729,15.116,0.194,301.7307636872727,,,5.316,0.771,,,,,,,1.031,1.041,0.905,0.382
CPER-Cluster_2_yearly_True_window_5_lags_4_sinusoidal_yes_piecewise,True,5,piecewise_lags_4_sinusoidal_yes,0.322,0.486,102.408,104.224,True,True,False,1.444,-6.973,0,4.701,11.226,0.806,315.80609229287876,,,,,5.341,0.409,,,,,2.971,1.214,0.852,0.884
