analysis_name,yearly_aggregate,window_size,config_type,r_squared,p_value,aic,bic,is_normal,is_homoscedastic,no_autocorrelation,durbin_watson,cv_r2_score,cv_r2_std,vif_PPT,vif_segment,p_value_segment,breakpoint,vif_ortho_PPT_lag1,p_value_lag1,vif_ortho_PPT_lag2,p_value_lag2,vif_ortho_PPT_lag6,p_value_lag6,vif_ortho_sin_cycle,vif_ortho_cos_cycle,p_value_sin,p_value_cos
Croplands_cluster_1_yearly_True_window_9_lags_1_sinusoidal_no_piecewise,True,9,piecewise_lags_1_sinusoidal_no,0.238,0.796,338.958,343.136,True,False,False,0.499,-0.317,0,1.263,1.312,0.241,1040.6811736294053,1.049,0.444,,,,,,,,
Croplands_cluster_1_yearly_True_window_9_lags_2_sinusoidal_no_piecewise,True,9,piecewise_lags_2_sinusoidal_no,0.464,0.038,313.028,317.011,True,True,False,0.8,-0.077,0,1.966,2.034,0.133,1028.676154139843,,,1.068,0.293,,,,,,
Croplands_cluster_1_yearly_True_window_9_lags_none_sinusoidal_yes_piecewise,True,9,piecewise_lags_none_sinusoidal_yes,0.765,0.004,329.826,335.282,True,True,True,1.849,0.536,0,2.167,2.611,0.013,1026.4692733008083,,,,,,,1.246,1.197,0.0,0.029
Croplands_cluster_1_yearly_True_window_9_lags_1_sinusoidal_yes_piecewise,True,9,piecewise_lags_1_sinusoidal_yes,0.793,0.101,315.59,321.857,True,True,True,1.733,0.483,0,1.409,2.04,0.218,1040.6811736294053,1.076,0.11,,,,,1.156,1.399,0.0,0.033
Croplands_cluster_1_yearly_True_window_9_lags_2_sinusoidal_yes_piecewise,True,9,piecewise_lags_2_sinusoidal_yes,0.826,0.741,294.531,300.505,True,True,True,1.781,0.695,0,2.517,3.193,0.646,1028.676154139843,,,1.106,0.013,,,1.252,1.318,0.0,0.012
Croplands_cluster_1_yearly_False_window_10_lags_none_sinusoidal_no_piecewise,False,10,piecewise_lags_none_sinusoidal_no,0.082,0.496,955.824,961.791,True,True,False,0.298,-0.004,0,1.082,1.082,0.049,1091.7933,,,,,,,,,,
Croplands_cluster_1_yearly_False_window_10_lags_1_sinusoidal_no_piecewise,False,10,piecewise_lags_1_sinusoidal_no,0.107,0.57,936.949,944.83,True,False,False,0.358,-2.918,0,1.078,1.114,0.055,1093.8522,1.035,0.371,,,,,,,,
Croplands_cluster_1_yearly_False_window_10_lags_2_sinusoidal_no_piecewise,False,10,piecewise_lags_2_sinusoidal_no,0.105,0.578,921.98,929.785,True,False,False,0.332,-6.664,0,1.083,1.303,0.106,1095.9111,,,1.22,0.354,,,,,,
Croplands_cluster_1_yearly_False_window_10_lags_6_sinusoidal_no_piecewise,False,10,piecewise_lags_6_sinusoidal_no,0.208,0.137,870.318,877.803,False,True,False,0.676,-0.641,0,1.242,1.755,0.012,1067.6139494949496,,,,,1.512,0.164,,,,
Croplands_cluster_1_yearly_False_window_10_lags_none_sinusoidal_yes_piecewise,False,10,piecewise_lags_none_sinusoidal_yes,0.305,0.347,944.826,954.771,True,False,False,0.403,0.155,0,1.085,1.125,0.625,1091.7933,,,,,,,1.039,1.001,0.0,0.221
Croplands_cluster_1_yearly_False_window_10_lags_1_sinusoidal_yes_piecewise,False,10,piecewise_lags_1_sinusoidal_yes,0.323,0.362,926.301,938.122,True,False,False,0.483,-1.866,0,1.081,1.157,0.583,1093.8522,1.037,0.319,,,,,1.039,1.0,0.0,0.359
Croplands_cluster_1_yearly_False_window_10_lags_2_sinusoidal_yes_piecewise,False,10,piecewise_lags_2_sinusoidal_yes,0.373,0.336,907.45,919.157,True,False,False,0.437,-6.679,0,1.087,1.367,0.872,1095.9111,,,1.231,0.215,,,1.049,1.0,0.0,0.459
Croplands_cluster_1_yearly_False_window_10_lags_6_sinusoidal_yes_piecewise,False,10,piecewise_lags_6_sinusoidal_yes,0.43,0.439,858.559,869.786,False,True,False,0.947,-0.028,0,1.294,2.127,0.417,1067.6139494949496,,,,,1.621,0.104,1.204,1.008,0.0,0.141
Croplands_cluster_1_yearly_True_window_10_lags_none_sinusoidal_no_piecewise,True,10,piecewise_lags_none_sinusoidal_no,0.283,0.036,344.172,347.445,True,True,False,1.002,-0.093,0,1.776,1.776,0.015,1028.2113630494073,,,,,,,,,,
Croplands_cluster_1_yearly_True_window_10_lags_1_sinusoidal_no_piecewise,True,10,piecewise_lags_1_sinusoidal_no,0.261,0.219,332.704,336.882,True,False,False,0.677,-1.129,0,1.912,1.913,0.124,1026.734009330909,1.002,0.448,,,,,,,,
Croplands_cluster_1_yearly_True_window_10_lags_2_sinusoidal_no_piecewise,True,10,piecewise_lags_2_sinusoidal_no,0.432,0.074,307.987,311.97,True,False,False,1.038,-0.177,0,1.985,1.999,0.226,1028.6789881186307,,,1.014,0.319,,,,,,
Croplands_cluster_1_yearly_True_window_10_lags_none_sinusoidal_yes_piecewise,True,10,piecewise_lags_none_sinusoidal_yes,0.754,0.001,324.613,330.068,True,True,True,2.273,0.522,0,2.206,2.762,0.004,1028.2113630494073,,,,,,,1.239,1.316,0.0,0.005
Croplands_cluster_1_yearly_True_window_10_lags_1_sinusoidal_yes_piecewise,True,10,piecewise_lags_1_sinusoidal_yes,0.763,0.046,312.824,319.091,True,False,True,2.019,-0.107,0,2.393,2.923,0.083,1026.734009330909,1.003,0.286,,,,,1.287,1.24,0.0,0.005
Croplands_cluster_1_yearly_True_window_10_lags_2_sinusoidal_yes_piecewise,True,10,piecewise_lags_2_sinusoidal_yes,0.792,0.774,291.929,297.903,True,False,True,2.44,0.587,0,2.626,3.299,0.868,1028.6789881186307,,,1.023,0.049,,,1.286,1.364,0.001,0.002
