analysis_name,yearly_aggregate,window_size,config_type,r_squared,p_value,aic,bic,is_normal,is_homoscedastic,no_autocorrelation,durbin_watson,cv_r2_score,cv_r2_std,vif_PPT,vif_spline_0,vif_spline_1,vif_spline_2,p_value_spline_0,p_value_spline_1,p_value_spline_2,knots,vif_ortho_PPT_lag1,p_value_lag1,vif_ortho_PPT_lag5,p_value_lag5,vif_ortho_sin_cycle,vif_ortho_cos_cycle,p_value_sin,p_value_cos
Croplands_cluster_2_yearly_False_window_1_lags_none_sinusoidal_no_spline,False,1,spline_lags_none_sinusoidal_no,0.018,0.319,1402.175,1413.346,False,True,False,2.603,-0.136,0,1.0,1.0,1.0,1.0,0.863,0.67,0.704,"[np.float64(649.9219992), np.float64(730.0052), np.float64(779.0854), np.float64(832.3316), np.float64(893.268)]",,,,,,,,
Croplands_cluster_2_yearly_False_window_1_lags_1_sinusoidal_no_spline,False,1,spline_lags_1_sinusoidal_no,0.049,0.801,1382.761,1396.078,False,True,False,2.522,-0.312,0,1.0,1.011,1.042,1.0,0.97,0.68,0.253,"[np.float64(649.9219992), np.float64(723.0), np.float64(767.841), np.float64(835.0117), np.float64(893.268)]",1.053,0.356,,,,,,
Croplands_cluster_2_yearly_False_window_1_lags_5_sinusoidal_no_spline,False,1,spline_lags_5_sinusoidal_no,0.056,0.087,1302.515,1315.469,False,True,False,2.507,-0.281,0,1.0,1.003,1.166,1.002,0.663,0.815,0.956,"[np.float64(649.9219992), np.float64(728.5662), np.float64(794.8204), np.float64(843.052), np.float64(893.268)]",,,1.171,0.126,,,,
Croplands_cluster_2_yearly_False_window_1_lags_none_sinusoidal_yes_spline,False,1,spline_lags_none_sinusoidal_yes,0.024,0.352,1405.77,1421.409,False,True,False,2.631,-0.289,0,1.0,1.006,1.037,1.008,0.86,0.682,0.739,"[np.float64(649.9219992), np.float64(730.0052), np.float64(779.0854), np.float64(832.3316), np.float64(893.268)]",,,,,1.01,1.042,0.584,0.811
Croplands_cluster_2_yearly_False_window_1_lags_1_sinusoidal_yes_spline,False,1,spline_lags_1_sinusoidal_yes,0.059,0.85,1385.999,1403.755,False,True,False,2.555,-0.484,0,1.0,1.017,1.094,1.028,0.959,0.699,0.212,"[np.float64(649.9219992), np.float64(723.0), np.float64(767.841), np.float64(835.0117), np.float64(893.268)]",1.056,0.341,,,1.028,1.054,0.442,0.784
Croplands_cluster_2_yearly_False_window_1_lags_5_sinusoidal_yes_spline,False,1,spline_lags_5_sinusoidal_yes,0.065,0.103,1305.915,1323.186,False,True,False,2.54,-0.294,0,1.0,1.045,1.183,1.102,0.692,0.881,0.797,"[np.float64(649.9219992), np.float64(728.5662), np.float64(794.8204), np.float64(843.052), np.float64(893.268)]",,,1.172,0.136,1.095,1.062,0.471,0.97
Croplands_cluster_2_yearly_True_window_1_lags_none_sinusoidal_no_spline,True,1,spline_lags_none_sinusoidal_no,0.18,0.989,569.034,575.871,True,True,True,1.592,-3.44,0,1.0,1.0,1.0,1.0,0.65,0.364,0.056,"[np.float64(683.515), np.float64(738.9062), np.float64(767.74), np.float64(797.680967), np.float64(888.619)]",,,,,,,,
Croplands_cluster_2_yearly_True_window_1_lags_1_sinusoidal_no_spline,True,1,spline_lags_1_sinusoidal_no,0.093,0.809,554.447,562.44,True,True,True,1.685,-2.933,0,1.0,1.168,1.002,1.006,0.59,0.379,0.329,"[np.float64(683.515), np.float64(756.77424), np.float64(770.665105), np.float64(821.18608), np.float64(888.619)]",1.176,0.71,,,,,,
Croplands_cluster_2_yearly_True_window_1_lags_5_sinusoidal_no_spline,True,1,spline_lags_5_sinusoidal_no,0.091,0.506,480.319,487.387,True,True,True,1.906,-2.162,0,1.0,1.002,1.321,1.009,0.517,0.278,0.819,"[np.float64(683.515), np.float64(740.3372), np.float64(778.993022), np.float64(820.927936), np.float64(888.619)]",,,1.332,0.388,,,,
Croplands_cluster_2_yearly_True_window_1_lags_none_sinusoidal_yes_spline,True,1,spline_lags_none_sinusoidal_yes,0.184,0.962,572.872,582.444,True,True,True,1.599,-1.638,0,1.0,1.084,1.063,1.007,0.662,0.355,0.064,"[np.float64(683.515), np.float64(738.9062), np.float64(767.74), np.float64(797.680967), np.float64(888.619)]",,,,,1.067,1.087,0.76,0.87
Croplands_cluster_2_yearly_True_window_1_lags_1_sinusoidal_yes_spline,True,1,spline_lags_1_sinusoidal_yes,0.098,0.778,558.305,568.962,True,True,True,1.701,-4.958,0,1.0,1.355,1.06,1.121,0.607,0.373,0.394,"[np.float64(683.515), np.float64(756.77424), np.float64(770.665105), np.float64(821.18608), np.float64(888.619)]",1.212,0.692,,,1.073,1.251,0.795,0.865
Croplands_cluster_2_yearly_True_window_1_lags_5_sinusoidal_yes_spline,True,1,spline_lags_5_sinusoidal_yes,0.114,0.468,483.723,493.148,True,True,True,2.005,-7.794,0,1.0,1.196,1.458,1.076,0.418,0.257,0.724,"[np.float64(683.515), np.float64(740.3372), np.float64(778.993022), np.float64(820.927936), np.float64(888.619)]",,,1.377,0.349,1.073,1.28,0.974,0.535
Croplands_cluster_2_yearly_False_window_2_lags_none_sinusoidal_no_spline,False,2,spline_lags_none_sinusoidal_no,0.006,0.98,1315.456,1326.627,True,True,False,1.315,-0.39,0,1.0,1.0,1.0,1.0,0.89,0.612,0.93,"[np.float64(660.629), np.float64(738.9062), np.float64(775.625), np.float64(811.6425), np.float64(885.634)]",,,,,,,,
Croplands_cluster_2_yearly_False_window_2_lags_1_sinusoidal_no_spline,False,2,spline_lags_1_sinusoidal_no,0.006,0.949,1302.663,1315.981,True,True,False,1.286,-0.65,0,1.0,1.024,1.02,1.005,0.86,0.617,0.947,"[np.float64(660.629), np.float64(738.1412), np.float64(773.626), np.float64(811.919125), np.float64(885.634)]",1.048,0.931,,,,,,
Croplands_cluster_2_yearly_False_window_2_lags_5_sinusoidal_no_spline,False,2,spline_lags_5_sinusoidal_no,0.027,0.532,1227.719,1240.672,True,True,False,1.231,-0.201,0,1.0,1.001,1.066,1.004,0.886,0.543,0.732,"[np.float64(660.629), np.float64(734.564675), np.float64(770.156), np.float64(813.4705), np.float64(885.634)]",,,1.071,0.317,,,,
Croplands_cluster_2_yearly_False_window_2_lags_none_sinusoidal_yes_spline,False,2,spline_lags_none_sinusoidal_yes,0.019,0.978,1318.512,1334.15,True,True,False,1.383,-0.511,0,1.0,1.051,1.019,1.03,0.744,0.554,0.966,"[np.float64(660.629), np.float64(738.9062), np.float64(775.625), np.float64(811.6425), np.float64(885.634)]",,,,,1.071,1.03,0.38,0.776
Croplands_cluster_2_yearly_False_window_2_lags_1_sinusoidal_yes_spline,False,2,spline_lags_1_sinusoidal_yes,0.022,0.948,1305.601,1323.357,True,True,False,1.357,-0.646,0,1.0,1.078,1.042,1.052,0.708,0.546,0.798,"[np.float64(660.629), np.float64(738.1412), np.float64(773.626), np.float64(811.919125), np.float64(885.634)]",1.052,0.888,,,1.107,1.012,0.37,0.712
Croplands_cluster_2_yearly_False_window_2_lags_5_sinusoidal_yes_spline,False,2,spline_lags_5_sinusoidal_yes,0.042,0.48,1230.714,1247.985,True,True,False,1.304,-0.319,0,1.0,1.071,1.081,1.022,0.703,0.496,0.834,"[np.float64(660.629), np.float64(734.564675), np.float64(770.156), np.float64(813.4705), np.float64(885.634)]",,,1.072,0.298,1.091,1.01,0.355,0.912
Croplands_cluster_2_yearly_True_window_2_lags_none_sinusoidal_no_spline,True,2,spline_lags_none_sinusoidal_no,0.026,0.921,559.64,566.477,False,True,False,0.604,-3.693,0,1.0,1.0,1.0,1.0,0.542,0.753,0.69,"[np.float64(709.9312333333334), np.float64(771.461068), np.float64(785.41865), np.float64(816.29402), np.float64(874.077)]",,,,,,,,
Croplands_cluster_2_yearly_True_window_2_lags_1_sinusoidal_no_spline,True,2,spline_lags_1_sinusoidal_no,0.05,0.579,541.02,549.014,True,True,False,0.671,-3.289,0,1.0,1.013,1.009,1.039,0.763,0.476,0.53,"[np.float64(709.9312333333334), np.float64(759.576532), np.float64(783.4736), np.float64(800.320994), np.float64(874.077)]",1.061,0.413,,,,,,
Croplands_cluster_2_yearly_True_window_2_lags_5_sinusoidal_no_spline,True,2,spline_lags_5_sinusoidal_no,0.183,0.137,465.095,472.164,True,True,False,1.0,-1.068,0,1.0,1.013,1.128,1.005,0.739,0.681,0.822,"[np.float64(709.9312333333334), np.float64(780.258733), np.float64(792.1388), np.float64(826.764257), np.float64(874.077)]",,,1.146,0.085,,,,
Croplands_cluster_2_yearly_True_window_2_lags_none_sinusoidal_yes_spline,True,2,spline_lags_none_sinusoidal_yes,0.032,0.965,563.476,573.047,False,True,False,0.588,-4.996,0,1.0,1.118,1.06,1.096,0.596,0.837,0.78,"[np.float64(709.9312333333334), np.float64(771.461068), np.float64(785.41865), np.float64(816.29402), np.float64(874.077)]",,,,,1.168,1.106,0.892,0.752
Croplands_cluster_2_yearly_True_window_2_lags_1_sinusoidal_yes_spline,True,2,spline_lags_1_sinusoidal_yes,0.055,0.542,544.87,555.528,True,True,False,0.702,-6.366,0,1.0,1.111,1.087,1.083,0.721,0.452,0.507,"[np.float64(709.9312333333334), np.float64(759.576532), np.float64(783.4736), np.float64(800.320994), np.float64(874.077)]",1.064,0.402,,,1.117,1.098,0.853,0.776
Croplands_cluster_2_yearly_True_window_2_lags_5_sinusoidal_yes_spline,True,2,spline_lags_5_sinusoidal_yes,0.187,0.156,468.982,478.407,True,True,False,1.012,-0.887,0,1.0,1.26,1.199,1.013,0.878,0.712,0.855,"[np.float64(709.9312333333334), np.float64(780.258733), np.float64(792.1388), np.float64(826.764257), np.float64(874.077)]",,,1.156,0.1,1.231,1.084,0.789,0.956
Croplands_cluster_2_yearly_False_window_3_lags_none_sinusoidal_no_spline,False,3,spline_lags_none_sinusoidal_no,0.014,0.9,1292.269,1303.44,True,True,False,0.959,-0.106,0,1.0,1.0,1.0,1.0,0.493,0.726,0.663,"[np.float64(669.3183333333333), np.float64(743.198293), np.float64(771.894332), np.float64(795.1882), np.float64(872.7693333333333)]",,,,,,,,
Croplands_cluster_2_yearly_False_window_3_lags_1_sinusoidal_no_spline,False,3,spline_lags_1_sinusoidal_no,0.078,0.488,1269.187,1282.504,True,True,False,0.943,-0.213,0,1.0,1.006,1.018,1.002,0.548,0.476,0.723,"[np.float64(669.3183333333333), np.float64(742.619573), np.float64(777.019149), np.float64(795.3018), np.float64(872.7693333333333)]",1.026,0.042,,,,,,
Croplands_cluster_2_yearly_False_window_3_lags_5_sinusoidal_no_spline,False,3,spline_lags_5_sinusoidal_no,0.046,0.729,1199.762,1212.715,False,True,False,0.91,-0.216,0,1.0,1.007,1.087,1.004,0.669,0.641,0.176,"[np.float64(669.3183333333333), np.float64(746.413833), np.float64(773.513832), np.float64(797.23272), np.float64(872.7693333333333)]",,,1.098,0.649,,,,
Croplands_cluster_2_yearly_False_window_3_lags_none_sinusoidal_yes_spline,False,3,spline_lags_none_sinusoidal_yes,0.067,0.783,1292.473,1308.112,True,True,False,1.053,-0.089,0,1.0,1.137,1.036,1.013,0.203,0.979,0.622,"[np.float64(669.3183333333333), np.float64(743.198293), np.float64(771.894332), np.float64(795.1882), np.float64(872.7693333333333)]",,,,,1.175,1.012,0.073,0.7
Croplands_cluster_2_yearly_False_window_3_lags_1_sinusoidal_yes_spline,False,3,spline_lags_1_sinusoidal_yes,0.12,0.533,1269.992,1287.748,True,True,False,1.027,-0.104,0,1.0,1.16,1.049,1.012,0.243,0.67,0.837,"[np.float64(669.3183333333333), np.float64(742.619573), np.float64(777.019149), np.float64(795.3018), np.float64(872.7693333333333)]",1.03,0.036,,,1.188,1.003,0.097,0.843
Croplands_cluster_2_yearly_False_window_3_lags_5_sinusoidal_yes_spline,False,3,spline_lags_5_sinusoidal_yes,0.084,0.594,1201.133,1218.404,True,True,False,0.962,-0.201,0,1.0,1.209,1.12,1.047,0.306,0.889,0.312,"[np.float64(669.3183333333333), np.float64(746.413833), np.float64(773.513832), np.float64(797.23272), np.float64(872.7693333333333)]",,,1.104,0.625,1.271,1.002,0.133,0.845
Croplands_cluster_2_yearly_True_window_3_lags_none_sinusoidal_no_spline,True,3,spline_lags_none_sinusoidal_no,0.036,0.964,545.095,551.931,False,True,False,0.633,-0.944,0,1.0,1.0,1.0,1.0,0.443,0.634,0.993,"[np.float64(720.1195555555556), np.float64(758.878778), np.float64(778.751699), np.float64(802.778467), np.float64(849.2111666666666)]",,,,,,,,
Croplands_cluster_2_yearly_True_window_3_lags_1_sinusoidal_no_spline,True,3,spline_lags_1_sinusoidal_no,0.106,0.929,526.616,534.61,True,True,False,0.801,-1.047,0,1.0,1.01,1.001,1.019,0.325,0.725,0.295,"[np.float64(720.1195555555556), np.float64(758.638139), np.float64(780.205499), np.float64(805.721392), np.float64(849.2111666666666)]",1.029,0.736,,,,,,
Croplands_cluster_2_yearly_True_window_3_lags_5_sinusoidal_no_spline,True,3,spline_lags_5_sinusoidal_no,0.284,0.031,457.342,464.411,False,True,False,0.446,-53.601,0,1.0,1.073,1.117,1.001,0.727,0.789,0.57,"[np.float64(720.1195555555556), np.float64(765.184644), np.float64(782.655458), np.float64(815.539592), np.float64(849.2111666666666)]",,,1.191,0.023,,,,
Croplands_cluster_2_yearly_True_window_3_lags_none_sinusoidal_yes_spline,True,3,spline_lags_none_sinusoidal_yes,0.082,0.769,547.651,557.222,False,True,False,0.693,-1.436,0,1.0,1.17,1.105,1.11,0.366,0.417,0.888,"[np.float64(720.1195555555556), np.float64(758.878778), np.float64(778.751699), np.float64(802.778467), np.float64(849.2111666666666)]",,,,,1.228,1.157,0.807,0.312
Croplands_cluster_2_yearly_True_window_3_lags_1_sinusoidal_yes_spline,True,3,spline_lags_1_sinusoidal_yes,0.154,0.821,529.063,539.721,True,True,False,0.869,-1.268,0,1.0,1.197,1.123,1.055,0.241,0.48,0.229,"[np.float64(720.1195555555556), np.float64(758.638139), np.float64(780.205499), np.float64(805.721392), np.float64(849.2111666666666)]",1.031,0.835,,,1.183,1.161,0.598,0.353
Croplands_cluster_2_yearly_True_window_3_lags_5_sinusoidal_yes_spline,True,3,spline_lags_5_sinusoidal_yes,0.298,0.037,460.859,470.284,True,True,False,0.434,-123.897,0,1.0,1.54,1.301,1.111,0.562,0.801,0.72,"[np.float64(720.1195555555556), np.float64(765.184644), np.float64(782.655458), np.float64(815.539592), np.float64(849.2111666666666)]",,,1.238,0.031,1.483,1.232,0.609,0.79
Croplands_cluster_2_yearly_False_window_4_lags_none_sinusoidal_no_spline,False,4,spline_lags_none_sinusoidal_no,0.036,0.861,1278.087,1289.258,True,True,False,0.726,-0.075,0,1.0,1.0,1.0,1.0,0.208,0.584,0.677,"[np.float64(693.14625), np.float64(752.74884), np.float64(777.028399), np.float64(793.7368), np.float64(867.4915)]",,,,,,,,
Croplands_cluster_2_yearly_False_window_4_lags_1_sinusoidal_no_spline,False,4,spline_lags_1_sinusoidal_no,0.08,0.53,1256.096,1269.413,True,True,False,0.738,-0.026,0,1.0,1.009,1.004,1.001,0.257,0.418,0.618,"[np.float64(693.14625), np.float64(752.374335), np.float64(775.435424), np.float64(794.5252), np.float64(867.4915)]",1.014,0.079,,,,,,
Croplands_cluster_2_yearly_False_window_4_lags_5_sinusoidal_no_spline,False,4,spline_lags_5_sinusoidal_no,0.028,0.894,1190.751,1203.704,True,True,False,0.718,-0.034,0,1.0,1.131,1.075,1.0,0.275,0.715,0.856,"[np.float64(693.14625), np.float64(745.757573), np.float64(767.256475), np.float64(791.63176), np.float64(867.4915)]",,,1.206,0.973,,,,
Croplands_cluster_2_yearly_False_window_4_lags_none_sinusoidal_yes_spline,False,4,spline_lags_none_sinusoidal_yes,0.144,0.994,1273.871,1289.51,True,True,False,0.84,0.049,0,1.0,1.166,1.01,1.039,0.029,0.807,0.789,"[np.float64(693.14625), np.float64(752.74884), np.float64(777.028399), np.float64(793.7368), np.float64(867.4915)]",,,,,1.175,1.04,0.007,0.781
Croplands_cluster_2_yearly_False_window_4_lags_1_sinusoidal_yes_spline,False,4,spline_lags_1_sinusoidal_yes,0.178,0.732,1252.412,1270.168,True,True,False,0.844,-0.035,0,1.0,1.166,1.016,1.032,0.039,0.666,0.588,"[np.float64(693.14625), np.float64(752.374335), np.float64(775.435424), np.float64(794.5252), np.float64(867.4915)]",1.016,0.065,,,1.163,1.035,0.01,0.957
Croplands_cluster_2_yearly_False_window_4_lags_5_sinusoidal_yes_spline,False,4,spline_lags_5_sinusoidal_yes,0.142,0.527,1186.781,1204.052,True,True,False,0.835,-0.05,0,1.0,1.323,1.11,1.01,0.035,0.787,0.934,"[np.float64(693.14625), np.float64(745.757573), np.float64(767.256475), np.float64(791.63176), np.float64(867.4915)]",,,1.242,0.987,1.186,1.014,0.009,0.953
Croplands_cluster_2_yearly_True_window_4_lags_none_sinusoidal_no_spline,True,4,spline_lags_none_sinusoidal_no,0.13,0.707,538.902,545.738,True,True,False,0.486,-1.419,0,1.0,1.0,1.0,1.0,0.202,0.459,0.249,"[np.float64(722.8881648416667), np.float64(764.733417), np.float64(782.281767), np.float64(795.44002), np.float64(845.7448833333333)]",,,,,,,,
Croplands_cluster_2_yearly_True_window_4_lags_1_sinusoidal_no_spline,True,4,spline_lags_1_sinusoidal_no,0.122,0.554,523.044,531.037,True,True,False,0.413,-1.256,0,1.0,1.004,1.018,1.014,0.168,0.39,0.503,"[np.float64(722.8881648416667), np.float64(762.866667), np.float64(777.224999), np.float64(796.265105), np.float64(845.7448833333333)]",1.036,0.907,,,,,,
Croplands_cluster_2_yearly_True_window_4_lags_5_sinusoidal_no_spline,True,4,spline_lags_5_sinusoidal_no,0.214,0.128,457.976,465.044,True,True,False,0.614,-33.893,0,1.0,1.062,1.191,1.0,0.656,0.75,0.614,"[np.float64(722.8881648416667), np.float64(762.186675), np.float64(786.719358), np.float64(798.886246), np.float64(845.7448833333333)]",,,1.253,0.113,,,,
Croplands_cluster_2_yearly_True_window_4_lags_none_sinusoidal_yes_spline,True,4,spline_lags_none_sinusoidal_yes,0.194,0.518,540.676,550.248,True,True,False,0.607,-2.014,0,1.0,1.135,1.052,1.037,0.107,0.335,0.212,"[np.float64(722.8881648416667), np.float64(764.733417), np.float64(782.281767), np.float64(795.44002), np.float64(845.7448833333333)]",,,,,1.101,1.124,0.753,0.208
Croplands_cluster_2_yearly_True_window_4_lags_1_sinusoidal_yes_spline,True,4,spline_lags_1_sinusoidal_yes,0.2,0.305,524.445,535.103,True,True,False,0.493,-2.625,0,1.0,1.102,1.106,1.128,0.088,0.202,0.293,"[np.float64(722.8881648416667), np.float64(762.866667), np.float64(777.224999), np.float64(796.265105), np.float64(845.7448833333333)]",1.038,0.742,,,1.071,1.228,0.925,0.18
Croplands_cluster_2_yearly_True_window_4_lags_5_sinusoidal_yes_spline,True,4,spline_lags_5_sinusoidal_yes,0.231,0.166,461.444,470.869,True,True,False,0.622,-35.385,0,1.0,1.43,1.334,1.104,0.512,0.782,0.781,"[np.float64(722.8881648416667), np.float64(762.186675), np.float64(786.719358), np.float64(798.886246), np.float64(845.7448833333333)]",,,1.291,0.156,1.267,1.31,0.749,0.595
Croplands_cluster_2_yearly_False_window_5_lags_none_sinusoidal_no_spline,False,5,spline_lags_none_sinusoidal_no,0.05,0.766,1267.331,1278.501,True,True,False,0.544,-0.096,0,1.0,1.0,1.0,1.0,0.145,0.453,0.441,"[np.float64(708.2886), np.float64(748.99828), np.float64(769.960585), np.float64(785.439792), np.float64(859.4492)]",,,,,,,,
Croplands_cluster_2_yearly_False_window_5_lags_1_sinusoidal_no_spline,False,5,spline_lags_1_sinusoidal_no,0.05,0.879,1251.831,1265.148,True,True,False,0.551,-0.041,0,1.0,1.005,1.001,1.002,0.155,0.697,0.798,"[np.float64(708.2886), np.float64(748.00201), np.float64(775.341388), np.float64(788.8912), np.float64(859.4492)]",1.008,0.4,,,,,,
Croplands_cluster_2_yearly_False_window_5_lags_5_sinusoidal_no_spline,False,5,spline_lags_5_sinusoidal_no,0.1,0.769,1180.361,1193.314,True,True,False,0.551,-0.134,0,1.0,1.103,1.07,1.001,0.182,0.6,0.047,"[np.float64(708.2886000000001), np.float64(744.901449), np.float64(771.924321), np.float64(792.8823), np.float64(859.4492)]",,,1.174,0.824,,,,
Croplands_cluster_2_yearly_False_window_5_lags_none_sinusoidal_yes_spline,False,5,spline_lags_none_sinusoidal_yes,0.191,0.48,1260.242,1275.881,True,False,False,0.666,0.052,0,1.0,1.24,1.008,1.008,0.006,0.217,0.595,"[np.float64(708.2886), np.float64(748.99828), np.float64(769.960585), np.float64(785.439792), np.float64(859.4492)]",,,,,1.254,1.002,0.002,0.939
Croplands_cluster_2_yearly_False_window_5_lags_1_sinusoidal_yes_spline,False,5,spline_lags_1_sinusoidal_yes,0.19,0.935,1244.938,1262.694,True,False,False,0.678,0.118,0,1.0,1.273,1.003,1.019,0.006,0.515,0.53,"[np.float64(708.2886), np.float64(748.00201), np.float64(775.341388), np.float64(788.8912), np.float64(859.4492)]",1.01,0.335,,,1.276,1.008,0.002,0.924
Croplands_cluster_2_yearly_False_window_5_lags_5_sinusoidal_yes_spline,False,5,spline_lags_5_sinusoidal_yes,0.209,0.554,1176.118,1193.389,True,False,False,0.628,-0.002,0,1.0,1.513,1.075,1.121,0.011,0.409,0.278,"[np.float64(708.2886000000001), np.float64(744.901449), np.float64(771.924321), np.float64(792.8823), np.float64(859.4492)]",,,1.212,0.971,1.49,1.007,0.008,0.817
