analysis_name,yearly_aggregate,window_size,config_type,r_squared,p_value,aic,bic,is_normal,is_homoscedastic,no_autocorrelation,durbin_watson,cv_r2_score,cv_r2_std,vif_PPT,vif_segment,p_value_segment,breakpoint,vif_ortho_PPT_lag1,p_value_lag1,vif_ortho_PPT_lag2,p_value_lag2,vif_ortho_PPT_lag3,p_value_lag3,vif_ortho_PPT_lag4,p_value_lag4,vif_ortho_PPT_lag5,p_value_lag5,vif_ortho_sin_cycle,vif_ortho_cos_cycle,p_value_sin,p_value_cos
CPER_yearly_True_window_5_lags_4_sinusoidal_yes_piecewise,True,5,piecewise_lags_4_sinusoidal_yes,0.834,0.016,381.755,390.734,True,False,False,0.687,0.776,0,2.684,4.034,0.393,300.1985419687273,,,,,,,1.837,0.013,,,1.45,1.063,0.987,0.0
CPER_yearly_True_window_5_lags_5_sinusoidal_yes_piecewise,True,5,piecewise_lags_5_sinusoidal_yes,0.846,0.344,368.836,377.631,True,True,False,0.706,0.763,0,2.86,4.369,0.869,299.7957868268889,,,,,,,,,2.114,0.002,1.34,1.056,0.812,0.0
CPER_yearly_False_window_6_lags_none_sinusoidal_no_piecewise,False,6,piecewise_lags_none_sinusoidal_no,0.583,0.0,445.891,450.724,True,True,False,0.61,0.494,0,1.973,1.973,0.02,299.93140755925924,,,,,,,,,,,,,,
CPER_yearly_False_window_6_lags_1_sinusoidal_no_piecewise,False,6,piecewise_lags_1_sinusoidal_no,0.556,0.0,435.438,441.772,False,True,False,0.701,0.36,0,1.879,1.972,0.015,299.8307728772727,1.093,0.663,,,,,,,,,,,,
CPER_yearly_False_window_6_lags_2_sinusoidal_no_piecewise,False,6,piecewise_lags_2_sinusoidal_no,0.589,0.002,421.779,428.001,True,True,False,0.691,0.388,0,1.892,2.153,0.025,299.18553348333336,,,1.261,0.123,,,,,,,,,,
CPER_yearly_False_window_6_lags_3_sinusoidal_no_piecewise,False,6,piecewise_lags_3_sinusoidal_no,0.629,0.006,408.189,414.295,False,True,False,0.703,0.519,0,1.997,2.427,0.045,300.29198230117845,,,,,1.43,0.02,,,,,,,,
CPER_yearly_False_window_6_lags_4_sinusoidal_no_piecewise,False,6,piecewise_lags_4_sinusoidal_no,0.63,0.039,396.617,402.603,True,True,False,0.745,0.492,0,2.25,2.792,0.128,298.7922021683502,,,,,,,1.541,0.014,,,,,,
CPER_yearly_False_window_6_lags_5_sinusoidal_no_piecewise,False,6,piecewise_lags_5_sinusoidal_no,0.686,0.142,380.287,386.15,True,True,False,0.625,0.556,0,2.414,3.268,0.194,300.0051678212121,,,,,,,,,1.854,0.001,,,,
CPER_yearly_False_window_6_lags_none_sinusoidal_yes_piecewise,False,6,piecewise_lags_none_sinusoidal_yes,0.716,0.002,435.62,443.675,True,True,False,0.587,0.554,0,2.369,2.776,0.106,299.93140755925924,,,,,,,,,,,1.392,1.015,0.918,0.0
CPER_yearly_False_window_6_lags_1_sinusoidal_yes_piecewise,False,6,piecewise_lags_1_sinusoidal_yes,0.783,0.001,413.636,423.137,True,True,False,0.837,0.468,0,2.383,3.103,0.069,299.8307728772727,1.146,0.559,,,,,,,,,1.551,1.023,0.634,0.0
