analysis_name,yearly_aggregate,window_size,config_type,r_squared,p_value,aic,bic,is_normal,is_homoscedastic,no_autocorrelation,durbin_watson,cv_r2_score,cv_r2_std,vif_PPT,vif_segment,p_value_segment,breakpoint
UCB_cluster_1_yearly_False_window_1_lags_none_sinusoidal_no_piecewise,False,1,piecewise_lags_none_sinusoidal_no,0.338,0.047,325.297,327.615,True,True,False,2.541,-0.955,0,1.722,1.722,0.023,776.3301515151514
UCB_cluster_1_yearly_False_window_2_lags_none_sinusoidal_no_piecewise,False,2,piecewise_lags_none_sinusoidal_no,0.226,0.314,314.635,316.953,True,True,True,1.594,-1822.272,0,1.162,1.162,0.074,795.8579267676768
UCB_cluster_1_yearly_False_window_3_lags_none_sinusoidal_no_piecewise,False,3,piecewise_lags_none_sinusoidal_no,0.203,0.227,304.091,306.409,True,True,True,1.527,-0.075,0,1.146,1.146,0.095,795.6019814814814
UCB_cluster_1_yearly_False_window_4_lags_none_sinusoidal_no_piecewise,False,4,piecewise_lags_none_sinusoidal_no,0.213,0.135,294.678,296.996,True,True,False,0.786,-0.757,0,3.52,3.52,0.1,741.1794053030303
UCB_cluster_1_yearly_False_window_5_lags_none_sinusoidal_no_piecewise,False,5,piecewise_lags_none_sinusoidal_no,0.135,0.635,294.009,296.327,True,True,False,0.889,-0.751,0,2.375,2.375,0.465,754.927095959596
UCB_cluster_1_yearly_False_window_6_lags_none_sinusoidal_no_piecewise,False,6,piecewise_lags_none_sinusoidal_no,0.436,0.396,282.695,285.013,True,True,False,0.927,0.381,0,2.571,2.571,0.215,754.6502222222223
UCB_cluster_1_yearly_False_window_7_lags_none_sinusoidal_no_piecewise,False,7,piecewise_lags_none_sinusoidal_no,0.455,0.85,283.805,286.123,True,True,False,0.942,0.05,0,1.769,1.769,0.135,767.6284090909091
UCB_cluster_1_yearly_False_window_8_lags_none_sinusoidal_no_piecewise,False,8,piecewise_lags_none_sinusoidal_no,0.499,0.184,279.775,282.093,True,True,False,1.442,-461.755,0,2.934,2.934,0.068,755.0811300505051
