analysis_name,yearly_aggregate,window_size,config_type,r_squared,p_value,aic,bic,is_normal,is_homoscedastic,no_autocorrelation,durbin_watson,cv_r2_score,cv_r2_std,vif_PPT,vif_quadratic,p_value_quadratic,vif_ortho_sin_cycle,vif_ortho_cos_cycle,p_value_sin,p_value_cos,model_type
TG_yearly_False_window_10_lags_none_sinusoidal_no_quadratic,False,10,quadratic_lags_none_sinusoidal_no,0.608,0.0,384.451,388.225,True,True,False,0.486,0.556,0,2.053,2.053,0.041,,,,,quadratic
