analysis_name,yearly_aggregate,window_size,config_type,r_squared,p_value,aic,bic,is_normal,is_homoscedastic,no_autocorrelation,durbin_watson,cv_r2_score,cv_r2_std,vif_PPT,vif_spline_0,vif_spline_1,vif_spline_2,p_value_spline_0,p_value_spline_1,p_value_spline_2,knots,vif_ortho_PPT_lag1,p_value_lag1,vif_ortho_PPT_lag7,p_value_lag7,vif_ortho_sin_cycle,vif_ortho_cos_cycle,p_value_sin,p_value_cos
Soybean_yearly_True_window_2_lags_7_sinusoidal_yes_spline,True,2,spline_lags_7_sinusoidal_yes,0.52,0.002,486.58,497.789,True,True,True,1.768,-0.569,0,1.0,1.109,1.451,1.185,0.088,0.381,0.048,"[np.float64(573.1400000000001), np.float64(682.606125), np.float64(779.3721), np.float64(859.446221), np.float64(996.8371583333334)]",,,1.423,0.661,1.166,1.155,0.848,0.145
Soybean_yearly_False_window_3_lags_none_sinusoidal_no_spline,False,3,spline_lags_none_sinusoidal_no,0.156,0.009,999.436,1009.908,True,True,False,1.423,-0.086,0,1.0,1.0,1.0,1.0,0.747,0.97,0.832,"[np.float64(584.776), np.float64(727.514333), np.float64(786.79808), np.float64(855.575336), np.float64(1026.5226666666667)]",,,,,,,,
Soybean_yearly_False_window_3_lags_1_sinusoidal_no_spline,False,3,spline_lags_1_sinusoidal_no,0.194,0.009,983.112,995.577,True,True,False,1.357,-0.064,0,1.0,1.025,1.0,1.01,0.659,0.905,0.149,"[np.float64(584.776), np.float64(692.040066), np.float64(791.18456), np.float64(860.655168), np.float64(1026.5226666666667)]",1.036,0.767,,,,,,
Soybean_yearly_False_window_3_lags_7_sinusoidal_no_spline,False,3,spline_lags_7_sinusoidal_no,0.209,0.745,880.944,892.765,True,True,False,1.462,0.071,0,1.0,1.0,1.165,1.002,0.388,0.684,0.293,"[np.float64(584.776), np.float64(725.303333), np.float64(797.652932), np.float64(863.254), np.float64(1026.5226666666667)]",,,1.167,0.089,,,,
Soybean_yearly_False_window_3_lags_none_sinusoidal_yes_spline,False,3,spline_lags_none_sinusoidal_yes,0.198,0.005,1000.336,1014.996,True,True,True,1.509,-0.163,0,1.0,1.062,1.012,1.032,0.892,0.756,0.928,"[np.float64(584.776), np.float64(727.514333), np.float64(786.79808), np.float64(855.575336), np.float64(1026.5226666666667)]",,,,,1.06,1.046,0.606,0.126
Soybean_yearly_False_window_3_lags_1_sinusoidal_yes_spline,False,3,spline_lags_1_sinusoidal_yes,0.25,0.004,982.872,999.493,True,True,False,1.46,-0.147,0,1.0,1.09,1.017,1.017,0.784,0.621,0.155,"[np.float64(584.776), np.float64(692.040066), np.float64(791.18456), np.float64(860.655168), np.float64(1026.5226666666667)]",1.038,0.687,,,1.052,1.034,0.536,0.076
Soybean_yearly_False_window_3_lags_7_sinusoidal_yes_spline,False,3,spline_lags_7_sinusoidal_yes,0.284,0.305,879.674,895.436,True,True,True,1.663,0.086,0,1.0,1.067,1.172,1.051,0.745,0.456,0.119,"[np.float64(584.776), np.float64(725.303333), np.float64(797.652932), np.float64(863.254), np.float64(1026.5226666666667)]",,,1.168,0.241,1.051,1.07,0.854,0.035
Soybean_yearly_True_window_3_lags_none_sinusoidal_no_spline,True,3,spline_lags_none_sinusoidal_no,0.44,0.0,586.373,594.428,True,True,False,0.978,-0.071,0,1.0,1.0,1.0,1.0,0.058,0.061,0.505,"[np.float64(602.9079999), np.float64(722.46669), np.float64(791.477), np.float64(844.820067), np.float64(957.9489388888888)]",,,,,,,,
Soybean_yearly_True_window_3_lags_1_sinusoidal_no_spline,True,3,spline_lags_1_sinusoidal_no,0.48,0.0,570.07,579.571,True,True,False,1.065,0.258,0,1.0,1.001,1.0,1.002,0.09,0.078,0.292,"[np.float64(602.9079999), np.float64(737.523917), np.float64(793.665097), np.float64(847.470134), np.float64(957.9489388888888)]",1.003,0.916,,,,,,
Soybean_yearly_True_window_3_lags_7_sinusoidal_no_spline,True,3,spline_lags_7_sinusoidal_no,0.393,0.016,478.579,486.986,True,True,False,0.856,-1.161,0,1.0,1.016,1.315,1.055,0.076,0.336,0.488,"[np.float64(621.0761666666667), np.float64(750.426261), np.float64(805.619367), np.float64(859.892423), np.float64(957.9489388888888)]",,,1.386,0.554,,,,
Soybean_yearly_True_window_3_lags_none_sinusoidal_yes_spline,True,3,spline_lags_none_sinusoidal_yes,0.483,0.0,587.421,598.698,True,True,False,0.978,-0.447,0,1.0,1.056,1.091,1.013,0.058,0.138,0.623,"[np.float64(602.9079999), np.float64(722.46669), np.float64(791.477), np.float64(844.820067), np.float64(957.9489388888888)]",,,,,1.11,1.05,0.214,0.378
Soybean_yearly_True_window_3_lags_1_sinusoidal_yes_spline,True,3,spline_lags_1_sinusoidal_yes,0.567,0.0,567.482,580.15,True,True,False,1.253,-0.242,0,1.0,1.039,1.094,1.02,0.063,0.125,0.166,"[np.float64(602.9079999), np.float64(737.523917), np.float64(793.665097), np.float64(847.470134), np.float64(957.9489388888888)]",1.003,0.932,,,1.105,1.045,0.171,0.076
Soybean_yearly_True_window_3_lags_7_sinusoidal_yes_spline,True,3,spline_lags_7_sinusoidal_yes,0.513,0.004,475.954,487.164,True,True,False,1.006,-1.441,0,1.0,1.054,1.361,1.074,0.055,0.492,0.545,"[np.float64(621.0761666666667), np.float64(750.426261), np.float64(805.619367), np.float64(859.892423), np.float64(957.9489388888888)]",,,1.392,0.819,1.054,1.043,0.392,0.04
Soybean_yearly_False_window_4_lags_none_sinusoidal_no_spline,False,4,spline_lags_none_sinusoidal_no,0.198,0.005,970.955,981.426,True,True,False,0.797,0.05,0,1.0,1.0,1.0,1.0,0.446,0.452,0.963,"[np.float64(612.0576699000001), np.float64(708.312052), np.float64(783.298537), np.float64(840.359081), np.float64(1013.78925)]",,,,,,,,
Soybean_yearly_False_window_4_lags_1_sinusoidal_no_spline,False,4,spline_lags_1_sinusoidal_no,0.217,0.008,955.967,968.432,True,True,False,0.78,-0.136,0,1.0,1.027,1.0,1.0,0.625,0.364,0.794,"[np.float64(612.0576699000001), np.float64(718.3459), np.float64(785.940825), np.float64(858.986793), np.float64(1013.78925)]",1.028,0.727,,,,,,
Soybean_yearly_False_window_4_lags_7_sinusoidal_no_spline,False,4,spline_lags_7_sinusoidal_no,0.228,0.483,854.507,866.329,True,True,False,0.878,-0.442,0,1.0,1.042,1.12,1.007,0.888,0.731,0.385,"[np.float64(612.0576699000001), np.float64(704.2272), np.float64(773.954), np.float64(837.0503), np.float64(1013.78925)]",,,1.169,0.179,,,,
Soybean_yearly_False_window_4_lags_none_sinusoidal_yes_spline,False,4,spline_lags_none_sinusoidal_yes,0.227,0.002,972.787,987.447,True,False,False,0.839,-0.167,0,1.0,1.059,1.01,1.023,0.29,0.638,0.805,"[np.float64(612.0576699000001), np.float64(708.312052), np.float64(783.298537), np.float64(840.359081), np.float64(1013.78925)]",,,,,1.047,1.046,0.722,0.177
Soybean_yearly_False_window_4_lags_1_sinusoidal_yes_spline,False,4,spline_lags_1_sinusoidal_yes,0.265,0.003,956.182,972.802,True,False,False,0.849,-0.253,0,1.0,1.086,1.019,1.034,0.38,0.618,0.551,"[np.float64(612.0576699000001), np.float64(718.3459), np.float64(785.940825), np.float64(858.986793), np.float64(1013.78925)]",1.029,0.803,,,1.048,1.061,0.671,0.076
Soybean_yearly_False_window_4_lags_7_sinusoidal_yes_spline,False,4,spline_lags_7_sinusoidal_yes,0.309,0.133,852.622,868.384,True,False,False,1.004,-0.216,0,1.0,1.085,1.148,1.026,0.4,0.796,0.427,"[np.float64(612.0576699000001), np.float64(704.2272), np.float64(773.954), np.float64(837.0503), np.float64(1013.78925)]",,,1.176,0.433,1.046,1.037,0.14,0.073
Soybean_yearly_True_window_4_lags_none_sinusoidal_no_spline,True,4,spline_lags_none_sinusoidal_no,0.315,0.001,584.512,592.566,True,True,False,0.607,0.161,0,1.0,1.0,1.0,1.0,0.245,0.704,0.281,"[np.float64(641.770999675), np.float64(721.854646), np.float64(764.984677), np.float64(825.84614), np.float64(945.9222041666667)]",,,,,,,,
Soybean_yearly_True_window_4_lags_1_sinusoidal_no_spline,True,4,spline_lags_1_sinusoidal_no,0.362,0.002,567.011,576.512,True,True,False,0.58,0.069,0,1.0,1.005,1.013,1.045,0.434,0.964,0.592,"[np.float64(641.770999675), np.float64(717.192592), np.float64(779.042136), np.float64(841.304496), np.float64(945.9222041666667)]",1.063,0.999,,,,,,
Soybean_yearly_True_window_4_lags_7_sinusoidal_no_spline,True,4,spline_lags_7_sinusoidal_no,0.266,0.043,477.351,485.758,False,True,False,0.583,-1.565,0,1.0,1.018,1.24,1.097,0.269,0.603,0.625,"[np.float64(648.9267407541666), np.float64(741.111063), np.float64(788.413377), np.float64(838.655633), np.float64(945.9222041666667)]",,,1.355,0.816,,,,
Soybean_yearly_True_window_4_lags_none_sinusoidal_yes_spline,True,4,spline_lags_none_sinusoidal_yes,0.385,0.002,584.558,595.834,True,True,False,0.642,0.004,0,1.0,1.002,1.057,1.002,0.284,0.969,0.269,"[np.float64(641.770999675), np.float64(721.854646), np.float64(764.984677), np.float64(825.84614), np.float64(945.9222041666667)]",,,,,1.045,1.016,0.085,0.701
Soybean_yearly_True_window_4_lags_1_sinusoidal_yes_spline,True,4,spline_lags_1_sinusoidal_yes,0.45,0.001,565.666,578.335,True,True,False,0.635,-0.207,0,1.0,1.012,1.076,1.065,0.515,0.838,0.785,"[np.float64(641.770999675), np.float64(717.192592), np.float64(779.042136), np.float64(841.304496), np.float64(945.9222041666667)]",1.064,0.974,,,1.058,1.031,0.096,0.247
Soybean_yearly_True_window_4_lags_7_sinusoidal_yes_spline,True,4,spline_lags_7_sinusoidal_yes,0.389,0.011,475.831,487.04,True,False,False,0.697,-2.112,0,1.0,1.076,1.264,1.126,0.35,0.833,0.746,"[np.float64(648.9267407541666), np.float64(741.111063), np.float64(788.413377), np.float64(838.655633), np.float64(945.9222041666667)]",,,1.368,0.63,1.054,1.044,0.433,0.063
Soybean_yearly_False_window_5_lags_none_sinusoidal_no_spline,False,5,spline_lags_none_sinusoidal_no,0.18,0.015,977.189,987.661,True,False,False,0.802,0.036,0,1.0,1.0,1.0,1.0,0.204,0.333,0.657,"[np.float64(605.70388), np.float64(723.17512), np.float64(770.152801), np.float64(838.910725), np.float64(1002.7742599999999)]",,,,,,,,
Soybean_yearly_False_window_5_lags_1_sinusoidal_no_spline,False,5,spline_lags_1_sinusoidal_no,0.186,0.028,960.749,973.214,True,False,False,0.833,-0.007,0,1.0,1.012,1.001,1.079,0.371,0.209,0.724,"[np.float64(605.70388), np.float64(722.80144), np.float64(791.670162), np.float64(846.4284), np.float64(1002.7742599999999)]",1.092,0.896,,,,,,
Soybean_yearly_False_window_5_lags_7_sinusoidal_no_spline,False,5,spline_lags_7_sinusoidal_no,0.175,0.369,857.7,869.522,True,True,False,0.91,0.08,0,1.0,1.051,1.13,1.009,0.483,0.593,0.329,"[np.float64(605.70388), np.float64(723.05056), np.float64(773.911601), np.float64(840.613968), np.float64(1002.7742599999999)]",,,1.19,0.425,,,,
Soybean_yearly_False_window_5_lags_none_sinusoidal_yes_spline,False,5,spline_lags_none_sinusoidal_yes,0.19,0.012,980.406,995.067,True,False,False,0.816,-0.057,0,1.0,1.045,1.051,1.006,0.148,0.483,0.674,"[np.float64(605.70388), np.float64(723.17512), np.float64(770.152801), np.float64(838.910725), np.float64(1002.7742599999999)]",,,,,1.047,1.055,0.516,0.583
Soybean_yearly_False_window_5_lags_1_sinusoidal_yes_spline,False,5,spline_lags_1_sinusoidal_yes,0.208,0.016,963.151,979.771,True,False,False,0.853,-0.098,0,1.0,1.087,1.039,1.081,0.228,0.345,0.792,"[np.float64(605.70388), np.float64(722.80144), np.float64(791.670162), np.float64(846.4284), np.float64(1002.7742599999999)]",1.093,0.831,,,1.068,1.048,0.447,0.35
Soybean_yearly_False_window_5_lags_7_sinusoidal_yes_spline,False,5,spline_lags_7_sinusoidal_yes,0.298,0.068,853.128,868.891,True,True,False,1.187,0.059,0,1.0,1.113,1.202,1.035,0.103,0.779,0.178,"[np.float64(605.70388), np.float64(723.05056), np.float64(773.911601), np.float64(840.613968), np.float64(1002.7742599999999)]",,,1.202,0.83,1.082,1.065,0.022,0.099
Soybean_yearly_True_window_5_lags_none_sinusoidal_no_spline,True,5,spline_lags_none_sinusoidal_no,0.33,0.008,578.979,587.034,False,True,False,0.274,-0.005,0,1.0,1.0,1.0,1.0,0.367,0.548,0.189,"[np.float64(658.0945926033334), np.float64(725.6156), np.float64(798.346625), np.float64(838.709425), np.float64(911.0631633333335)]",,,,,,,,
Soybean_yearly_True_window_5_lags_1_sinusoidal_no_spline,True,5,spline_lags_1_sinusoidal_no,0.442,0.001,556.422,565.923,False,True,False,0.371,0.008,0,1.0,1.02,1.006,1.102,0.412,0.689,0.08,"[np.float64(658.0945926033334), np.float64(725.085951), np.float64(771.665058), np.float64(838.351911), np.float64(911.0631633333335)]",1.128,0.974,,,,,,
Soybean_yearly_True_window_5_lags_7_sinusoidal_no_spline,True,5,spline_lags_7_sinusoidal_no,0.309,0.053,467.513,475.92,True,True,False,0.668,-0.139,0,1.0,1.029,1.146,1.063,0.207,0.551,0.142,"[np.float64(658.0945926033334), np.float64(728.050411), np.float64(779.144317), np.float64(838.375745), np.float64(911.0631633333335)]",,,1.238,0.767,,,,
Soybean_yearly_True_window_5_lags_none_sinusoidal_yes_spline,True,5,spline_lags_none_sinusoidal_yes,0.407,0.007,578.462,589.739,True,True,False,0.283,0.097,0,1.0,1.048,1.047,1.108,0.561,0.598,0.224,"[np.float64(658.0945926033334), np.float64(725.6156), np.float64(798.346625), np.float64(838.709425), np.float64(911.0631633333335)]",,,,,1.052,1.151,0.065,0.708
Soybean_yearly_True_window_5_lags_1_sinusoidal_yes_spline,True,5,spline_lags_1_sinusoidal_yes,0.532,0.0,554.079,566.748,True,False,False,0.409,0.121,0,1.0,1.059,1.059,1.32,0.644,0.802,0.101,"[np.float64(658.0945926033334), np.float64(725.085951), np.float64(771.665058), np.float64(838.351911), np.float64(911.0631633333335)]",1.143,0.914,,,1.134,1.162,0.108,0.165
Soybean_yearly_True_window_5_lags_7_sinusoidal_yes_spline,True,5,spline_lags_7_sinusoidal_yes,0.416,0.012,466.469,477.679,True,False,False,0.725,-0.689,0,1.0,1.205,1.231,1.105,0.423,0.9,0.173,"[np.float64(658.0945926033334), np.float64(728.050411), np.float64(779.144317), np.float64(838.375745), np.float64(911.0631633333335)]",,,1.257,0.482,1.136,1.148,0.284,0.088
Soybean_yearly_False_window_6_lags_none_sinusoidal_no_spline,False,6,spline_lags_none_sinusoidal_no,0.229,0.01,964.223,974.695,True,False,False,0.508,-0.02,0,1.0,1.0,1.0,1.0,0.211,0.125,0.713,"[np.float64(626.2532333333334), np.float64(720.081279), np.float64(773.4515), np.float64(839.502887), np.float64(968.06805)]",,,,,,,,
Soybean_yearly_False_window_6_lags_1_sinusoidal_no_spline,False,6,spline_lags_1_sinusoidal_no,0.252,0.013,946.11,958.575,True,True,False,0.542,0.172,0,1.0,1.022,1.004,1.007,0.296,0.106,0.484,"[np.float64(626.2532333333334), np.float64(718.451961), np.float64(772.994667), np.float64(838.60356), np.float64(968.06805)]",1.033,0.661,,,,,,
Soybean_yearly_False_window_6_lags_7_sinusoidal_no_spline,False,6,spline_lags_7_sinusoidal_no,0.22,0.354,847.752,859.573,True,False,False,0.552,0.109,0,1.0,1.005,1.09,1.009,0.578,0.168,0.454,"[np.float64(626.2532333333334), np.float64(725.869789), np.float64(790.240393), np.float64(841.396693), np.float64(968.06805)]",,,1.104,0.474,,,,
Soybean_yearly_False_window_6_lags_none_sinusoidal_yes_spline,False,6,spline_lags_none_sinusoidal_yes,0.247,0.007,966.828,981.488,True,False,False,0.526,-0.111,0,1.0,1.063,1.083,1.003,0.122,0.248,0.754,"[np.float64(626.2532333333334), np.float64(720.081279), np.float64(773.4515), np.float64(839.502887), np.float64(968.06805)]",,,,,1.064,1.085,0.301,0.643
Soybean_yearly_False_window_6_lags_1_sinusoidal_yes_spline,False,6,spline_lags_1_sinusoidal_yes,0.296,0.003,946.541,963.161,True,False,False,0.592,0.05,0,1.0,1.09,1.086,1.12,0.127,0.36,0.25,"[np.float64(626.2532333333334), np.float64(718.451961), np.float64(772.994667), np.float64(838.60356), np.float64(968.06805)]",1.034,0.74,,,1.068,1.194,0.195,0.197
Soybean_yearly_False_window_6_lags_7_sinusoidal_yes_spline,False,6,spline_lags_7_sinusoidal_yes,0.355,0.043,841.705,857.468,True,False,False,0.694,0.119,0,1.0,1.105,1.2,1.013,0.086,0.804,0.338,"[np.float64(626.2532333333334), np.float64(725.869789), np.float64(790.240393), np.float64(841.396693), np.float64(968.06805)]",,,1.116,0.937,1.104,1.098,0.011,0.076
Soybean_yearly_True_window_6_lags_none_sinusoidal_no_spline,True,6,spline_lags_none_sinusoidal_no,0.318,0.002,580.442,588.497,True,True,False,0.334,-0.151,0,1.0,1.0,1.0,1.0,0.228,0.485,0.846,"[np.float64(683.7856666833333), np.float64(730.364935), np.float64(769.342002), np.float64(830.553838), np.float64(891.4186694444444)]",,,,,,,,
Soybean_yearly_True_window_6_lags_1_sinusoidal_no_spline,True,6,spline_lags_1_sinusoidal_no,0.438,0.002,556.175,565.677,True,True,False,0.484,0.145,0,1.0,1.009,1.0,1.05,0.364,0.199,0.851,"[np.float64(683.7856666833333), np.float64(726.158751), np.float64(776.131211), np.float64(825.633967), np.float64(891.4186694444444)]",1.06,0.583,,,,,,
Soybean_yearly_True_window_6_lags_7_sinusoidal_no_spline,True,6,spline_lags_7_sinusoidal_no,0.264,0.462,470.693,479.1,False,False,False,0.329,-1.194,0,1.0,1.005,1.111,1.003,0.723,0.119,0.749,"[np.float64(683.8703271694444), np.float64(740.250561), np.float64(814.107219), np.float64(836.820881), np.float64(891.4186694444444)]",,,1.119,0.664,,,,
Soybean_yearly_True_window_6_lags_none_sinusoidal_yes_spline,True,6,spline_lags_none_sinusoidal_yes,0.385,0.004,580.6,591.876,True,True,False,0.332,-0.057,0,1.0,1.239,1.067,1.026,0.558,0.395,0.925,"[np.float64(683.7856666833333), np.float64(730.364935), np.float64(769.342002), np.float64(830.553838), np.float64(891.4186694444444)]",,,,,1.152,1.18,0.087,0.83
Soybean_yearly_True_window_6_lags_1_sinusoidal_yes_spline,True,6,spline_lags_1_sinusoidal_yes,0.522,0.001,554.368,567.036,True,True,False,0.521,0.237,0,1.0,1.289,1.044,1.063,0.944,0.247,0.964,"[np.float64(683.7856666833333), np.float64(726.158751), np.float64(776.131211), np.float64(825.633967), np.float64(891.4186694444444)]",1.062,0.602,,,1.139,1.194,0.048,0.326
Soybean_yearly_True_window_6_lags_7_sinusoidal_yes_spline,True,6,spline_lags_7_sinusoidal_yes,0.361,0.094,470.459,481.669,True,False,False,0.377,-1.671,0,1.0,1.278,1.371,1.005,0.752,0.908,0.691,"[np.float64(683.8703271694444), np.float64(740.250561), np.float64(814.107219), np.float64(836.820881), np.float64(891.4186694444444)]",,,1.155,0.828,1.403,1.096,0.374,0.098
Soybean_yearly_False_window_7_lags_none_sinusoidal_no_spline,False,7,spline_lags_none_sinusoidal_no,0.222,0.024,967.539,978.011,True,False,False,0.352,-0.315,0,1.0,1.0,1.0,1.0,0.122,0.138,0.311,"[np.float64(625.0640571428572), np.float64(730.540645), np.float64(777.242357), np.float64(835.837001), np.float64(967.7451857142858)]",,,,,,,,
Soybean_yearly_False_window_7_lags_1_sinusoidal_no_spline,False,7,spline_lags_1_sinusoidal_no,0.249,0.023,946.518,958.984,True,False,False,0.375,-0.026,0,1.0,1.036,1.002,1.004,0.218,0.111,0.159,"[np.float64(625.0640571428572), np.float64(724.64733), np.float64(775.3716), np.float64(841.776257), np.float64(967.7451857142858)]",1.042,0.791,,,,,,
Soybean_yearly_False_window_7_lags_7_sinusoidal_no_spline,False,7,spline_lags_7_sinusoidal_no,0.2,0.298,846.133,857.955,True,False,False,0.443,-0.428,0,1.0,1.028,1.059,1.0,0.343,0.301,0.171,"[np.float64(625.0640571428572), np.float64(719.451143), np.float64(776.269714), np.float64(839.415487), np.float64(967.7451857142858)]",,,1.087,0.589,,,,
Soybean_yearly_False_window_7_lags_none_sinusoidal_yes_spline,False,7,spline_lags_none_sinusoidal_yes,0.243,0.014,969.84,984.5,True,False,False,0.372,-0.388,0,1.0,1.086,1.054,1.021,0.063,0.237,0.262,"[np.float64(625.0640571428572), np.float64(730.540645), np.float64(777.242357), np.float64(835.837001), np.float64(967.7451857142858)]",,,,,1.091,1.069,0.246,0.652
Soybean_yearly_False_window_7_lags_1_sinusoidal_yes_spline,False,7,spline_lags_1_sinusoidal_yes,0.295,0.006,946.752,963.372,True,False,False,0.396,-0.251,0,1.0,1.127,1.047,1.027,0.085,0.277,0.096,"[np.float64(625.0640571428572), np.float64(724.64733), np.float64(775.3716), np.float64(841.776257), np.float64(967.7451857142858)]",1.044,0.841,,,1.094,1.062,0.16,0.224
Soybean_yearly_False_window_7_lags_7_sinusoidal_yes_spline,False,7,spline_lags_7_sinusoidal_yes,0.43,0.007,832.185,847.947,True,False,False,0.708,0.086,0,1.0,1.135,1.158,1.062,0.012,0.583,0.02,"[np.float64(625.0640571428572), np.float64(719.451143), np.float64(776.269714), np.float64(839.415487), np.float64(967.7451857142858)]",,,1.096,0.584,1.166,1.092,0.001,0.015
Soybean_yearly_True_window_7_lags_none_sinusoidal_no_spline,True,7,spline_lags_none_sinusoidal_no,0.533,0.001,567.578,575.632,True,True,False,0.583,0.095,0,1.0,1.0,1.0,1.0,0.27,0.008,0.265,"[np.float64(697.6083571428571), np.float64(751.301929), np.float64(781.772494), np.float64(826.143894), np.float64(891.4186694444446)]",,,,,,,,
Soybean_yearly_True_window_7_lags_1_sinusoidal_no_spline,True,7,spline_lags_1_sinusoidal_no,0.672,0.0,537.518,547.019,False,True,False,0.831,0.409,0,1.0,1.0,1.007,1.168,0.2,0.001,0.741,"[np.float64(697.6083571428571), np.float64(750.133929), np.float64(777.968437), np.float64(813.51655), np.float64(891.4186694444444)]",1.175,0.399,,,,,,
Soybean_yearly_True_window_7_lags_7_sinusoidal_no_spline,True,7,spline_lags_7_sinusoidal_no,0.469,0.056,460.036,468.443,True,False,False,0.648,-0.09,0,1.0,1.009,1.032,1.003,0.192,0.097,0.105,"[np.float64(697.6083571428571), np.float64(771.3765), np.float64(790.14877), np.float64(826.330784), np.float64(891.4186694444444)]",,,1.045,0.979,,,,
Soybean_yearly_True_window_7_lags_none_sinusoidal_yes_spline,True,7,spline_lags_none_sinusoidal_yes,0.555,0.001,569.804,581.081,True,True,False,0.547,-0.026,0,1.0,1.691,1.336,1.194,0.797,0.047,0.299,"[np.float64(697.6083571428571), np.float64(751.301929), np.float64(781.772494), np.float64(826.143894), np.float64(891.4186694444446)]",,,,,1.832,1.389,0.264,0.938
Soybean_yearly_True_window_7_lags_1_sinusoidal_yes_spline,True,7,spline_lags_1_sinusoidal_yes,0.704,0.0,537.777,550.445,True,True,False,0.826,0.33,0,1.0,1.757,1.184,1.239,0.94,0.01,0.847,"[np.float64(697.6083571428571), np.float64(750.133929), np.float64(777.968437), np.float64(813.51655), np.float64(891.4186694444444)]",1.188,0.345,,,1.755,1.235,0.133,0.26
