analysis_name,yearly_aggregate,window_size,config_type,r_squared,p_value,aic,bic,is_normal,is_homoscedastic,no_autocorrelation,durbin_watson,cv_r2_score,cv_r2_std,vif_PPT,vif_segment,p_value_segment,breakpoint,vif_ortho_PPT_lag1,p_value_lag1,vif_ortho_PPT_lag7,p_value_lag7,vif_ortho_sin_cycle,vif_ortho_cos_cycle,p_value_sin,p_value_cos
Soybean_yearly_True_window_9_lags_none_sinusoidal_no_piecewise,True,9,piecewise_lags_none_sinusoidal_no,0.633,0.167,555.081,559.914,True,False,False,0.333,0.615,0,2.455,2.455,0.006,729.7319945678227,,,,,,,,
Soybean_yearly_True_window_9_lags_1_sinusoidal_no_piecewise,True,9,piecewise_lags_1_sinusoidal_no,0.683,0.06,531.146,537.48,True,True,False,0.489,0.534,0,3.713,3.903,0.011,708.8247565933334,1.19,0.663,,,,,,
Soybean_yearly_True_window_9_lags_7_sinusoidal_no_piecewise,True,9,piecewise_lags_7_sinusoidal_no,0.614,0.445,446.505,452.11,True,True,False,0.374,0.456,0,3.365,4.439,0.007,753.2571084176262,,,2.075,0.932,,,,
Soybean_yearly_True_window_9_lags_none_sinusoidal_yes_piecewise,True,9,piecewise_lags_none_sinusoidal_yes,0.681,0.484,553.806,561.86,True,True,False,0.337,0.617,0,2.529,2.579,0.039,729.7319945678227,,,,,1.014,1.037,0.079,0.274
Soybean_yearly_True_window_9_lags_1_sinusoidal_yes_piecewise,True,9,piecewise_lags_1_sinusoidal_yes,0.774,0.219,522.996,532.497,True,True,False,0.515,0.476,0,3.835,4.079,0.046,708.8247565933334,1.198,0.83,,,1.001,1.044,0.046,0.012
Soybean_yearly_True_window_9_lags_7_sinusoidal_yes_piecewise,True,9,piecewise_lags_7_sinusoidal_yes,0.798,0.806,431.138,439.545,False,True,False,0.838,0.626,0,5.138,7.769,0.004,753.2571084176262,,,2.881,0.045,1.373,1.377,0.796,0.0
Soybean_yearly_False_window_10_lags_none_sinusoidal_no_piecewise,False,10,piecewise_lags_none_sinusoidal_no,0.271,0.047,953.464,959.747,True,False,False,0.182,0.183,0,1.86,1.86,0.003,744.004913051091,,,,,,,,
Soybean_yearly_False_window_10_lags_1_sinusoidal_no_piecewise,False,10,piecewise_lags_1_sinusoidal_no,0.284,0.068,931.652,939.962,True,False,False,0.273,0.105,0,1.948,1.985,0.007,740.4868408356767,1.037,0.206,,,,,,
Soybean_yearly_False_window_10_lags_7_sinusoidal_no_piecewise,False,10,piecewise_lags_7_sinusoidal_no,0.169,0.549,830.872,838.753,True,False,False,0.209,0.038,0,3.406,4.635,0.151,742.9013113557172,,,2.229,0.847,,,,
Soybean_yearly_False_window_10_lags_none_sinusoidal_yes_piecewise,False,10,piecewise_lags_none_sinusoidal_yes,0.345,0.004,951.082,961.554,True,False,False,0.262,0.056,0,1.932,2.015,0.0,744.004913051091,,,,,1.072,1.011,0.016,0.587
Soybean_yearly_False_window_10_lags_1_sinusoidal_yes_piecewise,False,10,piecewise_lags_1_sinusoidal_yes,0.361,0.01,928.993,941.458,True,False,False,0.369,0.088,0,2.026,2.149,0.001,740.4868408356767,1.04,0.156,,,1.07,1.012,0.017,0.952
Soybean_yearly_False_window_10_lags_7_sinusoidal_yes_piecewise,False,10,piecewise_lags_7_sinusoidal_yes,0.391,0.298,818.356,830.178,True,False,False,0.341,0.257,0,3.64,5.086,0.031,742.9013113557172,,,2.348,0.371,1.052,1.045,0.002,0.069
Soybean_yearly_True_window_10_lags_none_sinusoidal_no_piecewise,True,10,piecewise_lags_none_sinusoidal_no,0.628,0.102,553.88,558.712,True,True,False,0.286,0.478,0,2.97,2.97,0.009,719.7296784521886,,,,,,,,
Soybean_yearly_True_window_10_lags_1_sinusoidal_no_piecewise,True,10,piecewise_lags_1_sinusoidal_no,0.704,0.098,526.367,532.701,True,True,False,0.402,0.61,0,3.75,4.061,0.013,713.3371844314646,1.311,0.35,,,,,,
Soybean_yearly_True_window_10_lags_7_sinusoidal_no_piecewise,True,10,piecewise_lags_7_sinusoidal_no,0.609,0.272,445.487,451.092,True,True,False,0.31,0.41,0,4.024,5.123,0.014,741.7278682566331,,,2.099,0.554,,,,
Soybean_yearly_True_window_10_lags_none_sinusoidal_yes_piecewise,True,10,piecewise_lags_none_sinusoidal_yes,0.674,0.301,553.084,561.138,True,False,False,0.277,0.492,0,3.054,3.097,0.042,719.7296784521886,,,,,1.005,1.037,0.087,0.298
Soybean_yearly_True_window_10_lags_1_sinusoidal_yes_piecewise,True,10,piecewise_lags_1_sinusoidal_yes,0.784,0.272,519.033,528.534,False,True,False,0.429,0.433,0,3.98,4.4,0.036,713.3371844314646,1.337,0.562,,,1.0,1.083,0.086,0.009
Soybean_yearly_True_window_10_lags_7_sinusoidal_yes_piecewise,True,10,piecewise_lags_7_sinusoidal_yes,0.751,0.79,435.902,444.309,False,True,False,0.559,0.5,0,6.812,9.847,0.027,741.7278682566331,,,3.113,0.534,1.562,1.36,0.883,0.002
