analysis_name,yearly_aggregate,window_size,config_type,r_squared,p_value,aic,bic,is_normal,is_homoscedastic,no_autocorrelation,durbin_watson,cv_r2_score,cv_r2_std,vif_PPT,vif_ortho_sin_cycle,vif_ortho_cos_cycle,p_value_sin,p_value_cos
UCB_yearly_False_window_1_lags_none_sinusoidal_no_linear,False,1,linear_lags_none_sinusoidal_no,0.0,0.94,730.953,734.12,False,True,True,2.389,-0.252,0,1.0,,,,
UCB_yearly_False_window_1_lags_none_sinusoidal_yes_linear,False,1,linear_lags_none_sinusoidal_yes,0.011,0.927,734.559,740.893,False,True,True,2.441,-0.318,0,1.0,1.0,1.0,0.741,0.617
UCB_yearly_True_window_1_lags_none_sinusoidal_no_linear,True,1,linear_lags_none_sinusoidal_no,0.002,0.906,180.343,180.949,True,True,False,0.813,-0.481,0,1.0,,,,
UCB_yearly_True_window_1_lags_none_sinusoidal_yes_linear,True,1,linear_lags_none_sinusoidal_yes,0.259,0.756,181.367,182.577,True,True,False,1.119,-1.51,0,1.0,1.0,1.0,0.438,0.281
