analysis_name,yearly_aggregate,window_size,config_type,r_squared,p_value,aic,bic,is_normal,is_homoscedastic,no_autocorrelation,durbin_watson,cv_r2_score,cv_r2_std,vif_PPT,vif_quadratic,p_value_quadratic
UCB_cluster_0_yearly_False_window_1_lags_none_sinusoidal_no_quadratic,False,1,quadratic_lags_none_sinusoidal_no,0.083,0.32,302.216,304.34,True,True,True,2.29,-1.152,0,1.804,1.804,0.776
UCB_cluster_0_yearly_False_window_2_lags_none_sinusoidal_no_quadratic,False,2,quadratic_lags_none_sinusoidal_no,0.091,0.383,289.907,292.031,True,True,True,1.601,-0.954,0,1.841,1.841,0.536
UCB_cluster_0_yearly_False_window_3_lags_none_sinusoidal_no_quadratic,False,3,quadratic_lags_none_sinusoidal_no,0.098,0.911,277.651,279.776,True,False,True,2.004,-0.182,0,2.209,2.209,0.282
UCB_cluster_0_yearly_False_window_4_lags_none_sinusoidal_no_quadratic,False,4,quadratic_lags_none_sinusoidal_no,0.069,0.779,260.907,263.031,True,True,True,2.066,-1.603,0,1.903,1.903,0.477
UCB_cluster_0_yearly_False_window_5_lags_none_sinusoidal_no_quadratic,False,5,quadratic_lags_none_sinusoidal_no,0.055,0.435,271.712,273.836,False,True,True,2.289,-1.661,0,2.164,2.164,0.682
UCB_cluster_0_yearly_False_window_6_lags_none_sinusoidal_no_quadratic,False,6,quadratic_lags_none_sinusoidal_no,0.011,0.728,262.324,264.449,True,True,True,1.952,-1.785,0,2.07,2.07,0.974
UCB_cluster_0_yearly_False_window_7_lags_none_sinusoidal_no_quadratic,False,7,quadratic_lags_none_sinusoidal_no,0.008,0.881,265.303,267.427,True,True,False,2.601,-1.865,0,2.126,2.126,0.817
