analysis_name,yearly_aggregate,window_size,config_type,r_squared,p_value,aic,bic,is_normal,is_homoscedastic,no_autocorrelation,durbin_watson,cv_r2_score,cv_r2_std,vif_PPT,vif_spline_0,vif_spline_1,vif_spline_2,p_value_spline_0,p_value_spline_1,p_value_spline_2,knots
UCB_cluster_1_yearly_False_window_1_lags_none_sinusoidal_no_spline,False,1,spline_lags_none_sinusoidal_no,0.307,0.945,330.033,333.896,True,True,False,2.582,-1.927,0,1.0,1.0,1.0,1.0,0.058,0.57,0.954,"[np.float64(700.022), np.float64(738.4625), np.float64(773.8705), np.float64(800.0935), np.float64(832.632)]"
UCB_cluster_1_yearly_False_window_2_lags_none_sinusoidal_no_spline,False,2,spline_lags_none_sinusoidal_no,0.124,0.983,320.614,324.477,True,True,True,1.59,-7.237,0,1.0,1.0,1.0,1.0,0.289,0.844,0.616,"[np.float64(714.8810000000001), np.float64(742.532), np.float64(777.716125), np.float64(790.906), np.float64(820.565)]"
UCB_cluster_1_yearly_False_window_3_lags_none_sinusoidal_no_spline,False,3,spline_lags_none_sinusoidal_no,0.16,0.76,308.916,312.779,True,True,False,1.404,-54.673,0,1.0,1.0,1.0,1.0,0.295,0.466,0.534,"[np.float64(710.6899999999999), np.float64(753.073), np.float64(763.432333), np.float64(780.384), np.float64(820.5649999999999)]"
UCB_cluster_1_yearly_False_window_4_lags_none_sinusoidal_no_spline,False,4,spline_lags_none_sinusoidal_no,0.199,0.992,298.961,302.824,True,True,False,0.492,-2.064,0,1.0,1.0,1.0,1.0,0.587,0.178,0.979,"[np.float64(724.662), np.float64(758.4005), np.float64(764.3935), np.float64(772.102125), np.float64(804.34275)]"
UCB_cluster_1_yearly_False_window_5_lags_none_sinusoidal_no_spline,False,5,spline_lags_none_sinusoidal_no,0.226,0.309,296.236,300.099,False,True,False,0.818,-3.799,0,1.0,1.0,1.0,1.0,0.8,0.936,0.213,"[np.float64(744.5412), np.float64(756.9975), np.float64(767.723), np.float64(774.0201), np.float64(796.4002)]"
UCB_cluster_1_yearly_False_window_6_lags_none_sinusoidal_no_spline,False,6,spline_lags_none_sinusoidal_no,0.448,0.095,286.373,290.236,False,True,False,0.94,-1.895,0,1.0,1.0,1.0,1.0,0.956,0.229,0.8,"[np.float64(747.8893333333334), np.float64(758.164667), np.float64(768.160625), np.float64(774.819117), np.float64(784.4438333333333)]"
UCB_cluster_1_yearly_False_window_7_lags_none_sinusoidal_no_spline,False,7,spline_lags_none_sinusoidal_no,0.58,0.117,283.627,287.49,True,True,False,0.87,-8.697,0,1.0,1.0,1.0,1.0,0.392,0.187,0.088,"[np.float64(743.9671428571429), np.float64(759.164238), np.float64(766.262286), np.float64(769.918838), np.float64(781.0092857142856)]"
UCB_cluster_1_yearly_False_window_8_lags_none_sinusoidal_no_spline,False,8,spline_lags_none_sinusoidal_no,0.622,0.198,279.257,283.12,True,True,False,1.237,-3.282,0,1.0,1.0,1.0,1.0,0.174,0.034,0.506,"[np.float64(746.5500000000001), np.float64(762.3835), np.float64(768.691156), np.float64(775.903571), np.float64(786.359625)]"
