analysis_name,yearly_aggregate,window_size,config_type,r_squared,p_value,aic,bic,is_normal,is_homoscedastic,no_autocorrelation,durbin_watson,cv_r2_score,cv_r2_std,vif_PPT,vif_quadratic,p_value_quadratic
UMRB_yearly_False_window_1_lags_none_sinusoidal_no_quadratic,False,1,quadratic_lags_none_sinusoidal_no,0.111,0.951,293.678,295.596,False,True,False,3.425,-0.755,0,2.103,2.103,0.28
UMRB_yearly_True_window_1_lags_none_sinusoidal_no_quadratic,True,1,quadratic_lags_none_sinusoidal_no,0.111,0.951,293.678,295.596,False,True,False,3.425,-0.755,0,2.103,2.103,0.28
UMRB_yearly_False_window_2_lags_none_sinusoidal_no_quadratic,False,2,quadratic_lags_none_sinusoidal_no,0.11,0.282,259.9,261.817,True,True,False,1.161,-0.027,0,1.538,1.538,0.983
UMRB_yearly_True_window_2_lags_none_sinusoidal_no_quadratic,True,2,quadratic_lags_none_sinusoidal_no,0.11,0.282,259.9,261.817,True,True,False,1.161,-0.027,0,1.538,1.538,0.983
UMRB_yearly_False_window_3_lags_none_sinusoidal_no_quadratic,False,3,quadratic_lags_none_sinusoidal_no,0.014,0.703,265.412,267.33,True,True,False,3.205,-1.127,0,1.39,1.39,0.83
UMRB_yearly_True_window_3_lags_none_sinusoidal_no_quadratic,True,3,quadratic_lags_none_sinusoidal_no,0.014,0.703,265.412,267.33,True,True,False,3.205,-1.127,0,1.39,1.39,0.83
